time,LLC-prefetches,LLC-prefetch-misses,instructions
201.364417772,190708,78865,53296656
202.364566119,190487,78373,53750955
203.364706006,175320,78234,53702791
204.364848762,231957,88060,66311087
205.365004111,194378,80236,53893131
206.365146162,198099,79051,53649047
207.365286387,66439,28477,19056482
208.36544573,128284,50172,34842035
209.365576917,1893357,258293,416509275
210.365712997,265764,130878,67294144
211.365844832,172687,80068,54002342
212.365968439,195304,80458,54142758
213.366110038,136196,68243,53141330
214.36624121,145912,71271,60626422
215.366384119,114165,59883,53275847
216.366519591,124155,64504,53254352
217.366654437,139475,69887,53686462
218.366782009,195328,77590,53313633
219.366907685,172878,78523,53400689
220.367035712,1629264,285199,314229600
221.367168528,197643,77068,54348631
222.367312481,205223,84072,57995859
223.367449844,320268,105811,94191430
224.367582466,303785,95586,106132831
225.36771933,166061,78864,57107262
226.367842494,478904,146468,148015457
227.367972279,175022,78749,53506228
228.368112134,362310,98954,103742455
229.368257864,175102,77901,53022888
230.368400649,172346,77121,52462449
231.368545485,171719,76865,52518774
232.368686479,171611,76898,52902368
233.36882657,217751,85851,70944664
234.368969644,171965,77223,52455197
235.369100298,173327,77704,52914260
236.369223124,327086,94145,91077900
237.36935621,172151,76711,52442610
238.3694883,188433,80180,59124117
239.369626767,174128,79242,53917200
240.369778561,172202,76764,52423353
241.36991387,265526,129464,78990113
242.370047016,175537,78363,53731684
243.370182164,169672,76469,52313718
244.370311389,171895,76552,52321697
245.370476081,173395,77470,52802639
246.370624971,178545,81408,57752535
247.370753983,24029,14279,5592068
248.370884404,173239,64799,46966948
249.37102702,173129,76868,53106707
250.37117491,187574,83600,58305213
251.37131116,173165,77333,57740125
252.371448478,173501,75795,52639270
253.371579766,4694874,1014985,1118908880
254.371715917,7382,3312,2018359
255.371855746,9341,5434,1435212
256.371993174,7682,3379,1900292
257.372135776,6064,2757,1276851
258.372265784,5825,2891,1251675
259.372399034,5812,2920,1259432
260.372535192,6034,3089,1266548
261.372669675,497275,214597,165677512
262.372799732,169866,75764,51037547
263.372931603,134288,61842,51243826
264.373059835,165845,79167,50960648
265.37319085,164247,73423,50931951
266.37333504,168059,74068,52195103
267.373468633,261229,121618,73857224
268.373610031,233176,86436,70000613
269.37374222,171371,77005,51774770
270.373870727,535664,116764,143744589
271.374005096,174927,76480,52876628
272.374141918,48087,26359,13109589
272.669797809,1086595,259076,404110259
