time,LLC-store-misses,LLC-stores,instructions
98.282906818,24021,119822,56395840
99.283051824,29603,157880,57276147
100.283175977,41949,184789,85591077
101.283298871,31147,138668,72592130
102.283450267,22624,116539,55778562
103.283598779,26312,122327,64826129
104.283755018,32519,145030,75153968
105.28389184,27360,126224,63153926
106.284016592,41482,166356,112821319
107.284145536,52427,168833,70366681
108.284270222,23820,128276,57643735
109.284428384,31406,142532,68800485
110.284568069,28098,119103,57628088
111.284739479,30793,154843,55266528
112.284895382,29247,170362,55248590
113.285025292,26793,130260,61452953
114.285171303,26876,123008,55231351
115.285302237,23638,118951,55251008
116.285432966,31812,137389,67908630
117.285569893,24351,116654,59970834
118.285727621,23064,157126,55615995
119.285862796,31926,132752,55665091
120.286002448,22694,113451,55621029
121.852661461,53912,205523,131852911
122.852788061,33214,167528,77213378
123.852950616,25545,160013,60367935
124.85309049,144902,496967,324687251
125.853226838,63515,217469,89864553
126.853354669,27885,167790,73782568
127.85349761,25971,120313,60375626
128.853631427,114049,473937,323622187
129.853758181,22660,106996,54847798
130.853876901,29490,152053,68337726
131.854006694,23530,109176,54473691
132.854152771,35283,177821,74557759
133.854295402,24142,115700,55408907
134.854427542,29679,149881,69454897
135.854557895,30407,168836,67704233
136.8546961,20854,105941,54261957
137.854850357,24905,114430,60020473
138.854991456,22146,107144,54219291
139.855121,22708,107784,54262099
140.85525115,24141,115803,55490511
141.855365545,25339,126312,55013847
142.855496758,50991,170836,68725628
143.855647202,23106,140387,56175006
144.85578606,24567,114155,57986627
145.855931033,24723,112445,62871837
146.856072755,22578,106169,54225766
147.856211392,18489,67986,40610494
148.85634245,4255,40652,14304895
149.856475652,23398,136637,55784599
150.856627081,31540,135529,54673820
151.856756257,45301,133710,62672600
152.856894007,24532,148158,54153876
153.857021847,23753,110031,54645668
154.857153945,31970,136705,54947044
155.857290767,22516,119814,54224702
156.857427584,21905,107499,54161296
157.857558124,27325,161556,63418928
158.857697998,28092,119825,73420100
159.857834304,23567,108097,54281891
160.857961271,50889,154756,67512867
161.858092762,51702,204799,103288519
162.85822836,24946,120999,53995196
163.858358569,25476,127451,57620142
164.858492587,33286,153168,81593668
165.858630441,25101,110788,60553269
166.858756287,23358,115567,53902826
167.858896099,23767,119648,53885095
168.859032779,24008,125146,55839488
169.859173873,25415,144344,58391525
170.859296452,64213,279309,168753136
171.859459113,23714,124220,54581322
172.859583545,42461,170755,99667285
173.859718632,23359,107668,54337162
174.859844428,29263,130293,63534041
175.859976684,23576,109039,53890918
176.86011423,23116,106401,53859110
177.860265969,51920,156998,170096506
178.860406598,127126,517250,311138326
179.860524038,24636,108040,56205904
180.860666143,26576,109745,54240758
181.860803323,28818,116704,66534321
182.860922805,40916,170169,72626760
183.861045254,44142,163714,80124571
184.861185066,28996,106633,61084296
185.861302679,382,8781,1153879
186.861472276,24998,104746,53506906
187.86159848,25695,105294,53783215
188.861729948,27583,110985,58565739
189.861865451,25069,102215,53342251
190.862021374,26413,107870,53848884
191.862177536,37704,157717,53846156
192.862317734,30157,133405,53821209
193.864409721,28520,136807,53835985
194.864557292,55220,157300,73008332
195.864699903,27184,148731,54751979
196.864827693,34805,135138,73358881
197.864965673,26513,104031,53712947
198.865094947,27916,132288,54351781
199.865231496,31789,141340,53755010
200.865367446,60532,258447,165205619
201.865504923,28009,102964,53639248
202.873890074,2918,7353,599960
203.874020982,26149,129605,53654227
204.87416266,35778,164791,66762727
205.874318654,44674,181773,100342622
206.874454561,25806,114924,53649900
208.14562008,29090,137925,53730725
209.147360065,31412,121396,56300080
210.147502148,147849,521405,305562532
211.147642648,30212,146500,60561368
212.147778726,53514,184825,67841989
213.147914358,26359,141345,55110979
214.148054277,25447,105858,54503947
215.148196504,26144,136926,53614222
216.148340278,26057,134256,53549325
217.148480185,26887,136116,53842087
218.148620693,25930,131460,53084549
219.148739583,25084,104643,53669896
220.148907127,25573,104558,53844002
221.149045779,24756,135206,53316552
222.149178666,116870,509869,312980492
223.149311899,33027,155653,68608933
224.149448433,29551,110635,57024569
225.14958777,26861,106165,53088584
226.149732441,40348,143866,91301621
227.149856105,35109,141997,85410805
228.149982752,58717,174940,86589535
229.150108394,27749,118589,56557651
230.150232544,88467,358809,222407004
231.150355738,25373,104273,53039553
232.150480778,41657,181174,94148720
233.150619274,24931,97596,52433771
234.15074414,31220,118502,73409303
235.150877125,36529,137992,81007178
236.151015824,25198,106386,52380900
237.15114514,25760,99116,52667387
238.151340938,24977,99379,52815280
239.15147638,28324,103905,56781136
240.151614026,25982,99249,53351902
241.151746938,24896,98829,52740726
242.151887115,24991,96743,52285597
243.152034563,50679,146566,67721580
244.1521698,25312,103844,53659691
245.152319255,24787,98632,52312208
246.15245354,24428,98938,52332198
247.152589033,55537,236382,53804367
248.152747543,28326,115362,54055691
249.15288963,2064,26494,8033703
250.153023226,25496,102603,53065785
251.153176139,28354,104498,58019194
252.153312966,29318,136803,63697546
253.153452481,34558,124183,84160146
254.153587351,25158,97906,52174515
255.15373117,25361,126195,52092125
256.15387954,25694,128852,52625277
257.154025716,27388,129396,53533413
258.154166851,25197,97350,52403398
259.154316665,51253,146653,79717600
260.154472351,510641,3115654,1065667259
261.15461387,2945,12125,1319183
262.154752304,3399,14778,1904639
263.15489138,3029,11991,1280487
264.155028615,2985,11927,1291363
265.155169599,3040,12631,1278961
266.155349265,2964,11847,1292486
267.155487197,2947,11373,1272407
268.155624456,82559,303119,165069464
269.155763933,44390,132839,72099318
270.155899172,29695,104098,52780583
271.156032633,27200,108277,50987539
272.156164571,55202,207852,142394080
273.15630082,28388,98143,52124984
274.156428574,2323,3269,481109
275.156559216,28458,102987,59773421
276.156703856,51345,170776,104702667
277.15683599,25885,95654,51633301
278.156987598,25230,96549,51702407
279.157114946,27610,126161,51772035
280.15723801,25153,98150,52717288
280.673118762,111062,1457007,392211518
