time,cycles,CPU_CLK_UNHALTED.THREAD_P,IDQ_UOPS_NOT_DELIVERED.CORE
60.334715482,23466371775,23466603204,18045395275
61.335459798,25119785428,25119198617,17416438907
62.336085878,24059056589,24057237792,18542395167
63.336780629,21383871768,21384280269,20158988796
64.337452758,18037860813,18037127989,20957837804
65.338014803,20361179257,20360545783,22074948130
66.338692013,20627875309,20629070386,21147669267
67.339411646,24298396665,24300395174,21363421283
68.340141043,27718802195,27718582579,19628518607
69.34081665,26740647018,26738849764,16504946754
70.341450034,19608136633,19607445030,12057809290
71.342129209,18554875393,18556303958,15314721470
72.342788398,18776205118,18774918199,21034642353
73.343441318,18652042515,18651964015,15807801491
74.344106725,17739697786,17739680504,11124352124
75.344660281,20494963306,20494543672,9214085791
76.345319445,20168113626,20169204204,12020207998
77.345879828,18653527567,18652401044,12190831918
78.346351353,16043371124,16041849149,10532982719
79.346918904,18772573831,18774065565,13168484817
80.347604645,25175585648,25178259376,16902594924
81.348287739,24141555986,24141172912,18070905527
82.349026446,25539784437,25539683582,15641365146
83.349752936,25482194361,25483258031,17021711305
84.350452961,24696219987,24693797758,17667114195
85.351082187,23104922365,23104872258,20809173532
86.351750068,18719782893,18720288171,19625643430
87.352410771,17381794898,17381173754,18977632069
88.353018626,14294117897,14294099546,17794376899
89.353683859,18751934628,18752559182,17119144733
90.354366799,15833193100,15832055035,13168605703
91.355012436,17006096549,17006369824,13238565303
92.355590674,16017647713,16017256969,10736929154
93.356151885,12624537008,12624708246,10321200039
94.356722466,12844486184,12843500780,8940781610
95.357279581,12049254790,12049235191,7992290205
96.357829082,13902434247,13902472644,8142251423
97.3583922,13186446970,13186457046,8662714313
98.35891761,11718886885,11717888011,10446406931
99.359535635,14031482456,14033691546,11871580556
100.360162845,20772988593,20774216929,14219965083
101.360668588,15328359611,15326172127,12123957538
102.361219525,12405423320,12405921294,9352536925
103.361892394,20840854038,20842647076,18353979146
104.36258545,20803876945,20802706420,14988564117
105.363162554,17305495512,17305048524,15988822325
106.363716967,16868822601,16867848460,16791087935
107.364251788,7838663088,7837790855,12378745649
111.932589704,17645496057,17648069020,21362265429
112.933151927,19100368068,19099694478,12855434486
114.486455447,22218721410,22217708377,13618472022
115.487105674,11873203812,11873052182,11353269534
116.487775932,9082489463,9082506864,9846077129
117.488347091,9881097536,9880805823,7040125213
118.488909993,8471012011,8471015178,3296419259
119.489455369,10988142406,10988142693,7023770371
120.490010454,10164430462,10164447183,5840538742
121.490568538,8417027324,8416568545,4406119563
122.491269643,2148285794,2147391649,1673200188
123.492008713,5350323503,5351199399,5003546619
124.492671943,19278039594,19280391187,15530209123
125.493291621,18384582564,18383078014,12019329509
126.493881608,14351089596,14351250319,13868797704
127.494562074,16184808239,16185869992,15546617312
128.495133123,10869285984,10867667529,13017015916
129.495682063,11842187399,11842222799,14196644396
130.496233601,9921354121,9921335306,10549183001
131.496910811,11310793257,11312818419,13394857548
132.497510074,19105498836,19104406802,14442540528
133.498169413,10530625257,10530494097,5640716797
134.498754316,9238350421,9237573758,6623859152
135.499308755,9842704206,9842688944,11124822072
136.49986795,9139672001,9139657661,7876579680
137.500433599,8557984735,8557973635,2733112131
138.500993505,10261785433,10261798993,4419911241
139.501551168,10290210501,10290257824,7413702829
140.502096262,9014143623,9014107718,5680590997
141.502597504,4564633132,4563306845,3804827839
142.503405837,8558783311,8560448451,6388072692
143.504107465,22148970471,22152155467,16115622755
144.504819148,23445068691,23445109077,16402231946
145.505499905,15507906856,15505235135,14861688292
146.506180898,15149931569,15150504446,14117720638
147.50688082,13532690827,13535148154,14668383641
148.507461314,11416290231,11412381160,14198670406
149.508037571,9410375245,9410349582,15245179831
150.508698803,10171239746,10172013606,14449441828
151.50947018,17414980186,17415773461,12862932612
152.510075004,13728829720,13727286571,8253163716
153.510648254,9688421014,9688863708,5159042864
154.511295242,10079325063,10079122792,10529182063
155.511965043,8899997909,8900011933,7800472919
156.512633927,9108151228,9109626147,4509868627
157.513280572,9228272886,9226761623,3139218942
158.513853093,10404129261,10403914070,8961910102
159.514560936,9700208173,9702315640,7640373707
160.515097219,9375412939,9371937464,7303624941
161.516103496,3719209622,3721415475,4180105158
162.516738275,17516517696,17518052938,15999913065
163.517477921,18141026944,18140268282,12060701894
164.518044402,14316646997,14315013975,9122909387
165.518637727,15431705155,15433060990,13341815088
166.519192327,12613068575,12611681901,15105722787
167.519761534,10686359086,10686388263,13751230081
168.520330477,9258661643,9258647167,12770117738
169.520890455,12418260954,12418713153,14125249218
170.521454451,17931217881,17932140822,16587290189
171.522024018,12655797055,12654432102,7192171394
172.522593773,9522133895,9522115627,5675552750
173.523158428,10149346105,10149345232,8975261403
174.523720404,9277636393,9277654022,12292140421
175.524285885,9066023253,9066033858,9960504570
176.524863599,9191003094,9191943025,5074879316
177.525417898,10297224152,10296290855,7053615748
178.525971129,9804902878,9804901788,8890157906
179.5265143,8308605497,8308112145,7684595639
180.527213788,2387307524,2386442779,2301089541
181.528062152,7761044178,7762714830,5406076004
182.528714894,21337722530,21340066326,13577648498
183.52934976,17842071211,17840678431,13844839236
184.529935978,16453593822,16453226257,13406841543
185.530616798,15301497439,15302516438,11494224736
186.531175503,10475671541,10473735837,8189563381
187.531728285,11773509962,11773529997,10342463858
188.532281613,10393238526,10393218477,10237226514
189.532853294,11015233538,11015257730,8354888354
190.533498124,13998943915,14000213948,8664139563
191.534139558,11915927172,11914852335,6290344857
192.534796373,7659179134,7658704046,2539291026
193.535371783,6379457824,6379250225,6581406590
194.535925898,6647446762,6647462427,6287714814
195.536465736,6098695742,6098692822,4236128995
196.537011011,6113033673,6113490794,4418094447
197.537524144,3855192547,3854267892,2911914555
198.538069995,7507849462,7509179003,5805445499
199.538715523,8976044038,8975538042,9841849381
200.539430729,20616116633,20619629607,16910575614
201.540297206,19463537847,19463056488,14346350407
202.541014068,23398429201,23399892456,16082623929
203.54169342,23804249011,23803243088,17971402348
204.542399281,21525213257,21524996291,18165838359
205.54300347,20534251977,20532411584,15568819549
206.544446124,19512299895,19520719295,17085060645
207.545102296,18117408216,18109463251,16764834556
208.545815195,18608129631,18608314104,19488325854
209.546380694,19743879900,19743147991,18272914429
210.547066048,20642669295,20643221487,16924091871
211.547732189,19261872102,19261829157,19024240550
212.548404917,19495419860,19495483791,16645687987
213.549105757,19660530088,19661231432,16458097984
214.549775906,20179863618,20179140971,17780422853
215.550447196,19252239191,19252210365,17667300862
216.551120614,18413920065,18413990816,16932889663
217.551801844,17971109486,17971105551,19539858725
218.552365095,17170839881,17169781467,15379055803
220.251091862,28916735886,28919360427,24138318775
221.251757658,17863690501,17862046312,22314436070
222.252442859,17194861861,17195552350,19947628189
223.253118741,18796570984,18796484320,16803644829
224.253789328,17434788215,17434270728,15899027497
226.548475414,41317471671,41317537320,36458375537
227.549089572,15358924874,15357549906,18506017996
228.549623443,16628574663,16628866399,17621800335
229.55024812,17817338358,17818420428,18515781905
230.55094871,18338676353,18341305195,14726444237
231.551625317,15464706627,15460884004,11264072396
232.552268449,13691198203,13691249065,11115217695
233.552877956,12013988077,12013299775,9487524845
234.571864513,14027815345,14027996302,10777896968
235.572386819,14204411441,14204115295,11922778944
236.572941751,9118700293,9118614009,7946596079
237.573488591,10152741822,10152730309,8683807581
238.573967012,8574239155,8574641965,10344341152
239.574440174,14654846944,14654189551,15950585863
240.575019826,15892568981,15895444859,13261384995
241.57557829,9079496567,9076454252,7800792872
242.576912227,9780604423,9782642735,7447349127
243.577381055,9249677272,9247841401,6693487796
244.577848698,8606416026,8606038179,5988156354
245.578328735,8678972684,8679353926,5831117665
246.578808888,8141499764,8141276321,5471197957
247.579286839,10280870172,10281092083,8100724034
248.579756255,8669611835,8669610340,5884863437
249.580219683,9468338212,9468322922,6342426194
250.580709139,9551928230,9551951425,5955024736
251.581188826,10832251451,10832641798,10544007659
252.581684593,9644479854,9644475876,10519674484
253.582174891,9391167122,9390768701,10081341623
254.582665383,8869230150,8869216394,9662108721
255.583157696,8928884988,8928894891,9584704295
256.583652714,8813793408,8813798222,9677833086
257.584150514,8793637108,8793636243,9593157483
258.584631024,8633612140,8633618727,9386237281
259.585114169,8939338587,8939331642,9809403313
260.585592874,8632934561,8632924787,9457943538
261.586076576,8623144989,8623164751,9353028546
262.586484176,5492741846,5492001669,5889796334
263.587045958,2340190548,2339923508,1905381503
264.587587269,98364112,98364112,146734795
265.588107596,49403023,49403023,81328744
266.588525757,3395910,3395910,8307531
267.588965272,3176021,3176021,8024746
268.589442479,25263649,25263649,60039756
269.589853694,12727426,12727426,25724178
270.590351198,924191792,924488497,698213534
271.590801577,2306625673,2306605383,1427749755
272.591184757,6218842234,6218965783,5733944460
273.591524884,4276299282,4276112521,6300233506
274.592078302,4574775751,4574562548,5887825930
275.592685222,78690067,78690067,132796065
276.5933117,712187256,712365162,560543693
277.593779526,3776391986,3777348087,2518923668
278.594177962,6817773424,6816892177,6741399485
279.594626759,4486920793,4486668033,6065218023
280.595161654,81768180,81768180,115794214
281.595726828,36214250,36245645,60099110
282.596341819,662762943,662907768,470122097
283.596862363,4019902435,4020750237,2773561896
284.597319264,6794031654,6793256918,7274228346
285.597723246,4673531078,4673536069,5992392082
286.598244243,1203700685,1203446408,1165838333
287.44266552,121632817,121774956,200867255
