time,IDQ.EMPTY,ICACHE.IFETCH_STALL,cycles
245.562828322,1225928850,379248609,10247568105
246.563422492,1351360765,474405503,9318159191
247.563902686,2495353128,935810939,8546186999
248.564394769,2000706877,790002051,8650971163
249.564836919,1112868937,463638919,6370532413
250.56527807,1073073630,456756649,6115624921
251.565748684,1081615332,453829528,6202708406
252.566194879,1006190896,421369601,5924481094
253.566639677,1017553419,434141126,5939252563
254.567101867,1070957633,455044830,6033574804
255.567539079,999638933,403310251,6007469172
256.567977811,1012175242,427753350,5957416548
257.568435759,1126358884,478667651,6177754316
258.568879786,1033240813,431099439,6050182611
259.569324891,1077689773,464645715,6085891030
260.569772525,1121325185,498017927,6131546936
261.57022082,1048875981,452029956,5980737721
262.570668767,1047164865,462362967,5970586542
263.571107471,1075770500,479351330,5950395969
264.571551468,1021076390,443960064,5875753931
265.571994084,1033928258,457727369,5863267283
266.572447247,1062211683,463456699,6002819752
267.572886681,1021334964,434276673,5964371916
268.573327377,1039052864,456533648,5936021384
269.573767578,1059768308,462538669,5940519001
270.574224405,1142798329,485934556,6269794598
271.574881213,573580861,234234285,3202351650
272.575468897,114802949,48316720,333643627
273.576023481,26499150,11775231,71192696
274.576574283,13425764,8402495,26499476
275.576969353,2270605,1006805,3174776
276.577401248,2307379,951188,3180524
277.577881525,12881444,7862809,25277352
278.578341486,23600297,9945998,76209493
279.578732837,562299465,215222873,2197480985
280.579070922,1498677627,502972189,5908075437
281.579550408,1054012355,408927376,3905904260
282.717135529,816176125,309928062,3359926971
283.717690484,903872054,350062283,3175245115
284.718282798,26932360,11157587,83416894
285.718898093,327167883,131363925,1068814049
286.719326301,1242079599,422692400,4910962123
287.719736184,1435158298,508638352,6061228860
288.720162207,1056345589,403331586,4059812724
289.720715763,23593324,12282044,70189882
290.721307191,13823288,5551502,37784800
291.721932728,299257473,115529872,1018904665
292.722376387,1278130516,425543221,5288468458
293.72279294,1377101129,481931179,5680128859
294.723202747,904450295,352678777,3201318644
295.723754079,379003732,147350579,1718089325
296.724299753,34137994,13948388,92354764
297.446376939,17316287,6292316,55409415
