time,IDQ.EMPTY,ICACHE.IFETCH_STALL,cycles
84.052150001,1293167559,408336636,7466744867
85.05263771,1443766785,531893476,5788827765
86.05325226,2432205698,899004739,9821228442
87.053821954,3474919294,1384621412,13518040562
88.054387069,3982549880,1515193366,16218078235
89.054923929,3388627816,1247738730,13872439974
90.055477464,3159510205,1185580884,13305125861
91.056014532,2188108229,725210468,11157597920
92.056585646,1689474569,486070525,10047647936
93.05713324,1776035532,586541179,9924658850
94.057675764,1545903772,527436525,8952126998
95.058212346,1707992578,537908328,9817578607
96.058846024,1697318447,532449261,10054158688
97.059442996,1220734228,358899818,7458425665
98.060028589,1001582728,322116838,5574812818
99.060561692,1114118981,464137032,3767672305
100.061246214,3661776993,1352096420,15497003865
101.06180495,4371908293,1717191542,19499386930
102.062359241,3890724667,1588232245,15562909554
103.062916656,3518186740,1326327201,13769313851
104.063566683,2320485659,755726817,11722217888
105.064200558,1952422073,605622666,11072378347
106.064849913,1434130033,374772979,9158864335
107.065491103,1513770319,405988648,9554929654
108.066062634,1562023061,512762775,8189560781
109.066611999,1508803482,372423292,9826111999
110.067157332,1378493751,355040069,9014861124
111.06765211,1633455961,561393162,8661628121
112.068123173,1052578326,382111390,4208890119
113.068662043,2303003891,810566693,9306902429
114.069227333,3628130172,1402170515,14660541375
115.069788909,4125160510,1621466559,17315452637
116.070333892,3221945633,1214843210,13716085138
117.070971384,3145278463,1136028237,13765286663
118.071673809,2150671949,691554388,11055196797
119.072321555,1658785274,491965248,9752294487
120.072929529,1818295969,578793866,10442912801
121.073563074,1620273418,453628845,9874645615
122.074220308,1649042750,488888738,9591196954
123.074873459,1764347607,565286861,9972473104
124.075484891,1029568661,317258928,6109763488
125.076021158,1462686360,523623303,6614975457
126.07654794,2029623335,716497917,8610214112
127.077043948,1891078283,695351261,7327634615
128.07758833,3554154950,1312544198,14147908184
129.078160826,3708510300,1418819393,16136315912
130.0791851,2113085052,817498748,9706732343
131.079749132,482238688,154664164,2597764358
132.080285466,667339812,217397240,3652469179
133.080844697,708530648,258132901,3609617826
134.081656854,538405664,171074654,2984736154
135.082499442,564045737,196341843,2804461275
136.083056301,633982968,239050061,3041160285
137.083849314,637517858,232211923,2949686408
138.084734048,2292827237,942084701,8908217182
139.085306146,4265763795,1923688489,17312563353
140.085859586,3276657845,1288059622,13199667626
141.086497124,5243465202,2172357714,23092845304
142.087195379,6214329409,2754232903,26499202738
143.087927881,6228585908,2655272042,25148487205
144.088502756,5777900062,2562261181,24482364371
145.08915257,4262351991,1906749022,17743380657
146.089778782,2959758953,1238827175,10861946136
147.090451326,4754708513,1933660213,19536356055
148.091136942,5828127311,2513322508,24913379627
149.091805605,6044543059,2584790155,25786806677
150.092535361,6360631804,2768643768,25474841324
151.09318399,5880481205,2681238590,25736994889
152.093774461,4334120106,1812125282,16971119278
153.094435281,5303566014,2211250134,22668785152
154.095105907,5317182311,2270680186,23489829693
155.095822261,5992531832,2532046208,25038160755
156.096535812,6109683418,2597032501,25602399417
157.097186377,5651683296,2546699867,24667346299
158.097693309,5251577938,2252281318,20350087811
159.098360799,5925733310,2504130568,24487187926
160.09905327,5965274868,2605309086,25706723575
161.09974911,6235836620,2746986331,25760079011
162.100470583,6368185973,2778317409,26399377240
163.101023884,5939087050,2690381244,24502487606
164.101489903,3937313013,1616547328,16433608323
165.10203367,3584501570,1409067476,14829865385
166.102465273,2857609005,1037040913,12354448027
167.102886707,2563696640,988799521,10566628443
168.103405708,950988242,356011275,4003427421
169.103907583,31821317,13913509,83746300
170.104404344,15179740,9584781,29083831
171.104830811,2359345,1049452,3305725
172.105195346,2112228,869405,2872165
173.105660196,12896115,7830664,25248184
174.106118734,22443170,9471385,73271213
175.106588812,156762173,72271897,494142970
176.106933277,638739721,244867963,2250369183
177.1072542,1702311969,614257146,7752610541
178.107584028,1246564585,486055191,4490911103
179.108109976,1280080978,498442421,4672476590
180.108687523,24622137,10105699,77940023
181.109275914,219782892,89532225,686236468
182.109777113,1110747735,390350583,4352531738
183.110210386,1644309755,635958580,7459576565
184.110587134,1205444277,473529482,4334277556
185.111136288,149013472,56294810,704802199
186.111660205,11803591,4682151,33040772
187.11224387,201315625,80307219,667909802
188.112662887,1146441961,417477408,4532704961
189.113057312,1644097586,663506044,8331904978
190.113480935,1273048702,502925531,4549680374
191.11399599,642697248,256292767,2660609151
192.114480805,62945863,22212229,216492124
193.064536633,16671791,6357726,53830336
