time,Total Resource Stalls,cycles,RS Resource Stalls
85.047732295,5664016116,27179160244,2075850303
86.048448433,6618207249,28128961718,2371091129
87.049043419,6477983426,27515680585,2309582060
88.049636048,5000748562,26290025489,1956041682
89.050288635,3867189117,22537279462,1643327032
90.050984397,3738281222,25718251728,1467704277
91.051655346,2214017155,22608851622,831381970
92.05230772,1303390067,21157460924,483929443
93.052964848,935572759,18924534659,342936245
94.053598591,1111109167,19340629904,395015674
95.05423931,1513265893,18991065252,670600894
96.054857661,2680617895,19038505525,1319123041
97.05536735,2658086996,15462449210,1242450192
98.055857653,2897607937,15249570132,1515377977
99.056481896,4195752618,20437131586,1716107383
100.057143526,5649523436,26496584469,2023136507
101.057806693,5745052860,26384027302,2147469965
102.058381636,6026887009,25182465437,2166810288
103.059210494,2786206317,17091725872,1223768988
104.060108161,2068165067,13525574429,920342228
105.06083507,3631823042,22804486140,1543364236
106.061492717,2146150598,20310307054,872688525
107.062125876,1285860514,18715323353,503594163
108.062675382,876639506,15584018161,349684899
109.063275212,1013125527,16645166336,412661912
110.063891866,1665156403,16633334310,835842564
111.064491819,2668884053,15849541495,1410274698
112.06507177,2541867987,13025759359,1381464475
113.065677665,1936813018,11335310592,949970517
114.066299623,3583433078,17384458932,1471082431
115.067015053,5379169568,23730611616,2014283729
116.067674647,4477911671,22852764165,1643910696
117.068265395,3206651422,14896126542,1337695011
118.952986171,1948061730,10430843541,910062087
119.953560372,3647364348,21031551909,1650759972
120.954155834,1208569044,12728561804,585473022
121.954695353,583935265,10018637212,250887664
122.955239769,972291810,11681280460,308373142
123.955794602,505803878,9164512437,213266995
124.956340936,1581875837,9915028183,919962700
125.956894038,2208791122,10888599882,1098553040
126.957588157,946933738,4094128536,511355703
127.958204961,982051778,5944925434,431929010
128.958776218,4258622179,20322666314,1768666844
129.959337797,3480314953,17087765308,1505396686
130.960277545,2075780194,11619141351,1024299626
131.960842568,2042624867,13437492452,1040855330
133.263270207,1228963701,12816145078,576180425
134.263815121,502071680,9529659509,179398059
135.264350581,497175205,9501902326,204404280
136.264933567,492702272,9491588901,199780189
137.265513718,1669658497,10088235432,1074367496
138.266061788,2040087028,10826535793,1078256161
139.266517812,1421359721,6825482635,718227371
140.267133817,2972765225,17138497502,1550798921
141.267758575,4769912012,25367879023,2022854506
142.268307959,4448830125,20307709169,1881126634
143.268892661,2645136058,14079352745,1262952585
144.269451547,2725578755,16622628201,1300050688
145.269975342,1254017966,12436753594,576218532
146.270517647,596282868,9670831065,249934950
147.271052816,564175309,9700687734,225270544
148.271584815,552548975,9651047782,208662585
149.272198801,1604663601,10782045481,956734522
150.272826468,1807909860,9342405095,990935494
151.273295233,1104426186,5136723602,576540729
152.273902771,1829547380,10260696613,932543059
153.274471811,4326466972,19473492394,1816250437
154.275006856,3130593261,15778164008,1387610596
155.275591952,2362881888,13206899989,1198848317
156.276280074,1981683325,15145566406,935646589
157.276959748,998834227,11727432573,387240532
158.277513246,471412514,9370054151,181371753
159.278057329,549372807,9796100548,206588351
160.27860188,999597128,10529000900,547845052
161.279148217,1612904396,9140427514,919951671
162.279620297,1750218240,8781779565,935501412
163.280312207,675746315,2314178202,307940027
164.280832964,332488902,1940383310,163341355
165.281325101,1334757172,6806995372,611828655
166.281833605,1949506905,10476945015,946498495
167.282464529,3312848867,16109792857,1547036035
168.283054556,4284212187,18983701786,1772521084
169.283599403,3475855794,11824557920,1312103449
170.284212801,2953841375,9230642007,1082058686
171.284844961,1989883219,7212949670,737363789
172.285665695,1157978914,4535346860,453142100
173.286496043,262722498,1047001959,104514466
177.101823725,591277947,3354821709,316336729
178.102364993,607138400,3004962389,323648967
179.102941469,843906014,3212266916,440183365
180.103683394,401974239,1861343449,172833764
181.10419767,2117000058,9798229193,1334530526
182.104914637,4235759876,24665078214,1803574405
183.105640387,4305051965,24820585494,1845113707
184.106238008,3451683148,24813460173,1517712896
185.106894918,1484126178,17246898852,748753069
186.107602478,1166348361,14089848976,559183999
187.108257837,1275376702,20711658546,789263938
188.108814204,1267560575,18371325002,845874478
189.109462311,1339323181,19148436913,812153975
190.110131357,1611995328,20178425526,984941381
191.110794475,1645369681,21309575729,954635938
192.111495213,1267656507,20551770909,736974002
193.112216688,3013763439,16797887674,1339148407
194.112793238,1726273380,11390787417,855353979
195.11340252,3506379975,18083215437,1627507226
196.11387314,2969393245,14552232455,1269175252
197.114490822,2244064900,9343172295,776779089
198.11501378,1990949693,8514358656,769596208
199.11546301,2534940878,9538632226,1027946616
200.116011665,2017208125,11015334036,1130222998
201.116507055,3267397428,16384875002,1479409323
202.11694388,2742943395,15975881611,1239034274
203.11738879,1151717472,8235405114,557341132
204.117888974,559205855,9858039793,292834064
205.118341712,465357251,9188147481,241826921
206.118790112,775975984,9079484568,480622346
207.119253258,1150235417,10449027875,669317912
208.119721997,1767414356,12943022522,872894710
209.120157596,499579006,5680762129,317754475
210.120541737,1073614591,7149159027,560624314
211.121008631,9338594,52432276,4276586
212.121512696,7301754,37566979,4158466
213.12198438,3223983,25727942,1478938
214.122362071,281724,3654249,190498
215.122735419,176054,3024083,127192
216.123200409,5715637,43438273,2914068
217.123702997,188613696,693527726,59623530
218.124213492,272269853,1766762370,130714987
219.124647126,1063687617,5904749928,586146405
220.125013719,849640498,4182579981,436760346
221.125376017,933397781,5370552657,510315784
222.125895235,21142683,121673046,14184818
223.12647287,77147489,490458071,48248041
224.126950454,500921301,3155596867,262539445
225.127423329,1451452363,7011847843,766789948
226.127856268,802547686,4225117329,403850010
227.128235028,1078743508,6004570828,540376058
228.128622339,493914497,2561949084,262894535
229.129106138,8651681,36060490,3841744
230.129687896,134882058,652155968,41912320
231.130107422,552739408,3446992976,280803122
232.130486814,1472231308,6948579622,756406903
233.130895925,821333306,4571446726,425140950
234.131282804,1205219235,6521250289,678026391
235.131778454,264008223,1500730873,111737463
236.132244345,49381329,298272973,29832020
237.132760026,15472457,80617560,6935483
238.133244747,342690,3631569,189918
239.133673751,186006,3049743,132742
240.134110272,1302195,10926854,587165
241.13456736,19660708,92043183,9708476
242.13506486,177618135,1053535168,80107762
243.135421026,557370513,3651710374,258857619
244.135736742,1521281291,7343868204,707983014
245.136067287,824869956,4617153823,441753183
246.136611361,464256593,2742278399,250557291
247.137168882,52345737,288233493,32919753
248.13776831,187399909,1209017505,107906728
249.138189642,577124778,3596635548,302010710
250.1385757,1442954791,6812067014,748209501
251.139053836,823701063,4851938776,440006444
252.139492044,1074393934,5292185453,558671443
253.140017358,300260985,1384868683,126899525
254.140567862,8555114,34672923,3660480
255.141197573,171320779,1095002323,84990769
256.141610095,1144012429,6111225253,603969460
257.141990363,1041203151,5372844667,536987798
258.142372639,836378629,4762959599,446399574
259.142893727,564748379,2196506067,282099372
260.143382971,19081775,116625287,8723155
260.677575694,5429901,28066017,3174193
