%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,28.45,62.98,7.40,0.00,1.16,113452.0,113452.0,166.0,0.0,0.0
0.00,27.40,64.66,7.10,0.00,0.84,117788.0,117788.0,179.0,0.0,0.0
0.00,25.52,72.15,1.33,0.00,1.00,109832.0,109832.0,163.0,0.0,0.0
0.00,29.55,68.86,0.17,0.00,1.42,4024.0,4024.0,19.0,0.0,0.0
0.00,26.63,70.87,0.00,0.00,2.50,0.0,0.0,0.0,0.0,0.0
0.00,29.52,66.81,0.00,0.00,3.67,32668.0,32668.0,42.0,0.0,0.0
0.00,39.26,57.14,0.00,0.00,3.59,57236.0,57236.0,80.0,0.0,0.0
0.00,50.96,41.00,5.36,0.00,2.68,96424.0,96424.0,106.0,0.0,0.0
0.00,9.87,75.56,14.48,0.00,0.08,114388.0,114388.0,131.0,0.0,0.0
0.00,34.45,64.05,0.67,0.00,0.84,4.0,4.0,1.0,0.0,0.0
0.00,42.92,55.74,0.00,0.00,1.34,0.0,0.0,0.0,0.0,0.0
0.00,52.84,46.58,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,36.52,62.40,0.00,0.00,1.09,2036.0,2036.0,3.0,0.0,0.0
0.00,39.37,56.88,3.00,0.00,0.75,73072.0,73072.0,92.0,0.0,0.0
0.00,29.44,70.31,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,40.85,58.65,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,47.79,51.29,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,30.81,68.94,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,28.87,43.85,25.86,0.00,1.42,112452.0,112452.0,154.0,0.0,0.0
0.00,29.58,66.75,2.92,0.00,0.75,53112.0,53112.0,150.0,0.0,0.0
0.00,27.56,71.52,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,26.30,73.53,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,29.49,68.92,0.00,0.00,1.59,0.0,0.0,0.0,0.0,0.0
0.00,28.81,69.85,0.08,0.00,1.26,196.0,196.0,2.0,0.0,0.0
0.00,26.36,71.81,0.00,0.00,1.83,44.0,44.0,1.0,0.0,0.0
0.00,21.20,77.13,0.00,0.00,1.67,64.0,64.0,2.0,0.0,0.0
0.00,24.33,73.83,0.00,0.00,1.83,89792.0,89792.0,116.0,0.0,0.0
0.00,35.95,62.89,0.00,0.00,1.17,32.0,32.0,1.0,0.0,0.0
0.00,32.50,62.74,3.76,0.00,1.00,45256.0,45256.0,59.0,0.0,0.0
0.00,44.44,54.80,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,50.00,49.09,0.00,0.00,0.91,0.0,0.0,0.0,0.0,0.0
0.00,37.65,61.34,0.00,0.00,1.01,0.0,0.0,0.0,0.0,0.0
0.00,38.25,61.33,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,28.87,70.38,0.17,0.00,0.59,188.0,188.0,2.0,0.0,0.0
0.00,42.85,54.31,1.84,0.00,1.00,107972.0,107972.0,136.0,0.0,0.0
0.00,41.53,57.63,0.00,0.00,0.83,41660.0,41660.0,54.0,0.0,0.0
0.00,33.17,66.08,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,39.22,59.87,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,29.27,69.90,0.17,0.00,0.66,88.0,88.0,2.0,0.0,0.0
0.00,25.98,67.75,5.26,0.00,1.00,79776.0,79776.0,108.0,0.0,0.0
0.00,29.83,61.75,7.42,0.00,1.00,114016.0,114016.0,155.0,0.0,0.0
0.00,27.76,63.55,7.11,0.00,1.59,118848.0,118848.0,155.0,0.0,0.0
0.00,26.48,71.93,0.00,0.00,1.59,114536.0,114536.0,138.0,0.0,0.0
0.00,25.15,72.35,0.25,0.00,2.26,7320.0,7320.0,14.0,0.0,0.0
0.00,15.24,82.60,0.00,0.00,2.16,44984.0,44984.0,59.0,0.0,0.0
0.00,15.87,79.70,3.09,0.00,1.34,44960.0,44960.0,71.0,68.0,68.0
0.00,35.42,63.66,0.00,0.00,0.92,32.0,32.0,1.0,0.0,0.0
0.00,58.48,38.35,0.00,0.00,3.17,44944.0,44944.0,65.0,0.0,0.0
0.00,50.71,46.95,0.08,0.00,2.26,368.0,368.0,2.0,0.0,0.0
0.00,47.54,51.63,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,43.67,55.33,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,32.78,65.97,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,29.52,69.39,0.00,0.00,1.08,2744.0,2744.0,88.0,0.0,0.0
0.00,35.64,62.85,0.17,0.00,1.34,28028.0,28028.0,41.0,0.0,0.0
0.00,44.26,54.16,0.00,0.00,1.58,44888.0,44888.0,55.0,0.0,0.0
0.00,26.94,71.81,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,28.88,69.46,0.00,0.00,1.66,14924.0,14924.0,17.0,0.0,0.0
0.00,21.74,72.32,4.85,0.00,1.09,112220.0,112220.0,142.0,0.0,0.0
0.00,19.47,80.12,0.17,0.00,0.25,67724.0,67724.0,99.0,0.0,0.0
0.00,18.95,79.97,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,16.46,82.21,0.00,0.00,1.34,8692.0,8692.0,10.0,0.0,0.0
0.00,11.29,87.97,0.00,0.00,0.75,26084.0,26084.0,28.0,0.0,0.0
0.00,22.56,76.36,0.00,0.00,1.09,14592.0,14592.0,22.0,0.0,0.0
0.00,65.80,31.86,0.25,0.00,2.09,43612.0,43612.0,56.0,0.0,0.0
0.00,74.94,23.89,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,86.07,12.50,0.00,0.00,1.43,0.0,0.0,0.0,0.0,0.0
0.00,67.25,30.91,0.00,0.00,1.84,0.0,0.0,0.0,0.0,0.0
0.00,67.12,30.78,0.00,0.00,2.10,14984.0,14984.0,20.0,0.0,0.0
0.00,53.50,44.67,0.08,0.00,1.75,228.0,228.0,2.0,0.0,0.0
0.00,59.77,37.40,0.00,0.00,2.84,59396.0,59396.0,70.0,0.0,0.0
0.00,53.76,44.32,0.00,0.00,1.92,0.0,0.0,0.0,0.0,0.0
0.00,59.18,38.14,0.00,0.00,2.68,53032.0,53032.0,57.0,0.0,0.0
0.00,54.75,43.50,0.00,0.00,1.75,31936.0,31936.0,41.0,0.0,0.0
0.00,61.02,36.80,0.17,0.00,2.01,36652.0,36652.0,52.0,0.0,0.0
0.00,59.11,39.80,0.00,0.00,1.09,0.0,0.0,0.0,0.0,0.0
0.00,62.18,36.99,0.00,0.00,0.84,0.0,0.0,0.0,0.0,0.0
0.00,61.40,37.93,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,56.51,41.40,1.34,0.00,0.75,28932.0,28932.0,35.0,0.0,0.0
0.00,55.77,36.20,7.02,0.00,1.00,114216.0,114216.0,143.0,0.0,0.0
0.00,55.30,33.92,10.36,0.00,0.42,112924.0,112924.0,137.0,0.0,0.0
0.00,53.43,45.65,0.17,0.00,0.75,88720.0,88720.0,121.0,0.0,0.0
0.00,52.33,46.92,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,52.00,47.33,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,55.23,44.18,0.00,0.00,0.59,0.0,0.0,0.0,0.0,0.0
0.00,55.67,43.50,0.17,0.00,0.67,80.0,80.0,2.0,0.0,0.0
0.00,54.13,37.95,7.01,0.00,0.92,110812.0,110812.0,138.0,0.0,0.0
0.00,54.88,37.70,6.17,0.00,1.25,114328.0,114328.0,124.0,0.0,0.0
0.00,51.80,40.59,6.61,0.00,1.00,112524.0,112524.0,130.0,0.0,0.0
0.00,53.71,43.71,1.75,0.00,0.83,82748.0,82748.0,161.0,0.0,0.0
0.00,54.54,44.38,0.08,0.00,1.00,128.0,128.0,2.0,0.0,0.0
0.00,54.30,43.69,0.08,0.00,1.92,36.0,36.0,16.0,0.0,0.0
0.00,51.21,46.71,0.00,0.00,2.09,16.0,16.0,8.0,0.0,0.0
0.00,61.55,36.86,0.00,0.00,1.58,16.0,16.0,8.0,0.0,0.0
0.00,50.37,48.21,0.00,0.00,1.42,46640.0,46640.0,71.0,2048.0,2048.0
0.00,47.86,49.87,0.17,0.00,2.10,472.0,472.0,2.0,0.0,0.0
0.00,38.89,59.01,0.00,0.00,2.10,0.0,0.0,0.0,0.0,0.0
0.00,38.95,58.97,0.00,0.00,2.09,0.0,0.0,0.0,0.0,0.0
0.00,39.07,58.93,0.00,0.00,2.00,0.0,0.0,0.0,0.0,0.0
0.00,38.60,55.74,4.08,0.00,1.58,84424.0,84424.0,134.0,0.0,0.0
0.00,35.67,52.92,9.58,0.00,1.83,114688.0,114688.0,160.0,0.0,0.0
0.00,26.80,47.15,24.04,0.00,2.01,97196.0,97196.0,131.0,0.0,0.0
0.00,25.52,59.30,13.68,0.00,1.50,114956.0,114956.0,158.0,0.0,0.0
0.00,35.00,55.67,7.92,0.00,1.42,66820.0,66820.0,102.0,0.0,0.0
0.00,23.30,75.95,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,19.87,79.97,0.00,0.00,0.17,240.0,240.0,2.0,0.0,0.0
0.00,18.05,81.70,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,18.23,81.35,0.00,0.00,0.42,20.0,20.0,1.0,0.0,0.0
0.00,18.23,81.60,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,17.13,82.54,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,18.03,81.47,0.17,0.00,0.33,28.0,28.0,2.0,0.0,0.0
0.00,17.07,82.59,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,18.03,81.72,0.00,0.00,0.25,20.0,20.0,1.0,0.0,0.0
0.00,18.55,81.20,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,17.06,82.78,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,18.44,81.15,0.17,0.00,0.25,24.0,24.0,2.0,0.0,0.0
0.00,17.83,81.83,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,17.28,82.55,0.00,0.00,0.17,180.0,180.0,17.0,0.0,0.0
0.00,17.72,82.03,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,17.82,82.01,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,16.78,83.06,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,17.46,82.21,0.08,0.00,0.25,64.0,64.0,2.0,0.0,0.0
0.00,17.25,82.33,0.08,0.00,0.33,652.0,652.0,86.0,0.0,0.0
0.00,17.35,82.49,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,17.08,82.75,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,17.13,82.62,0.00,0.00,0.25,116.0,116.0,1.0,0.0,0.0
0.00,17.22,82.36,0.17,0.00,0.25,4.0,4.0,1.0,0.0,0.0
0.00,16.82,81.36,0.00,0.00,1.82,672.0,672.0,86.0,0.0,0.0
0.00,0.42,99.50,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,6.57,92.60,0.00,0.00,0.83,156.0,156.0,74.0,0.0,0.0
0.00,0.00,100.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,0.17,99.58,0.17,0.00,0.08,268.0,268.0,2.0,0.0,0.0
0.00,0.08,99.83,0.00,0.00,0.08,20.0,20.0,1.0,0.0,0.0
0.00,0.08,99.92,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,1.42,96.24,0.00,0.00,2.34,0.0,0.0,0.0,0.0,0.0
0.00,15.54,83.79,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,14.10,85.24,0.17,0.00,0.50,548.0,548.0,2.0,0.0,0.0
0.00,14.10,85.07,0.33,0.00,0.50,42516.0,42516.0,198.0,0.0,0.0
0.00,5.84,94.08,0.00,0.00,0.08,12.0,12.0,7.0,0.0,0.0
0.00,0.67,99.25,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,13.38,85.95,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,19.87,79.63,0.17,0.00,0.33,356.0,356.0,2.0,0.0,0.0
0.00,12.54,86.79,0.00,0.00,0.67,8.0,8.0,4.0,0.0,0.0
0.00,0.50,99.42,0.00,0.00,0.08,32.0,32.0,1.0,0.0,0.0
0.00,0.67,99.33,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,13.17,86.17,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,19.43,79.90,0.17,0.00,0.50,220.0,220.0,2.0,0.0,0.0
0.00,13.52,86.31,0.00,0.00,0.17,28.0,28.0,10.0,0.0,0.0
0.00,4.09,95.58,0.00,0.00,0.33,124.0,124.0,46.0,0.0,0.0
