%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,72.73,26.44,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,66.19,32.55,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,62.56,36.19,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,60.95,37.79,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,60.97,36.77,1.17,0.00,1.09,17412.0,17412.0,34.0,0.0,0.0
0.00,58.06,38.35,2.34,0.00,1.25,24264.0,24264.0,66.0,0.0,0.0
0.00,58.70,40.38,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,57.26,41.24,0.00,0.00,1.50,0.0,0.0,0.0,0.0,0.0
0.00,58.99,39.93,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,36.03,62.72,0.00,0.00,1.25,412.0,412.0,7.0,0.0,0.0
0.00,54.26,43.48,0.08,0.00,2.17,272.0,272.0,4.0,0.0,0.0
0.00,89.92,8.40,0.00,0.00,1.68,32.0,32.0,1.0,0.0,0.0
0.00,90.64,8.19,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,73.02,25.48,0.00,0.00,1.50,48.0,48.0,12.0,0.0,0.0
0.00,69.21,29.29,0.00,0.00,1.51,160.0,160.0,4.0,0.0,0.0
0.00,71.66,27.09,0.17,0.00,1.09,388.0,388.0,2.0,0.0,0.0
0.00,48.25,50.33,0.00,0.00,1.42,0.0,0.0,0.0,0.0,0.0
0.00,41.05,58.11,0.00,0.00,0.84,0.0,0.0,0.0,0.0,0.0
0.00,37.08,62.25,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,44.05,54.95,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,41.13,57.95,0.17,0.00,0.75,104.0,104.0,2.0,0.0,0.0
0.00,38.10,60.98,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,40.23,59.02,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,36.01,62.91,0.00,0.00,1.09,0.0,0.0,0.0,0.0,0.0
0.00,26.56,72.19,0.00,0.00,1.25,348.0,348.0,26.0,12.0,12.0
0.00,55.09,43.49,0.17,0.00,1.25,312.0,312.0,3.0,4.0,4.0
0.00,60.22,38.11,0.00,0.00,1.68,0.0,0.0,0.0,0.0,0.0
0.00,61.54,37.29,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,55.44,43.64,0.08,0.00,0.83,0.0,0.0,3.0,12.0,12.0
0.00,38.70,60.80,0.00,0.00,0.50,688.0,688.0,76.0,0.0,0.0
0.00,30.72,68.86,0.08,0.00,0.33,252.0,252.0,2.0,0.0,0.0
0.00,30.17,69.25,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,30.02,69.40,0.00,0.00,0.59,0.0,0.0,0.0,0.0,0.0
0.00,27.80,71.70,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,28.96,70.53,0.00,0.00,0.50,96.0,96.0,10.0,0.0,0.0
0.00,28.24,70.85,0.17,0.00,0.75,60.0,60.0,2.0,0.0,0.0
0.00,18.45,80.88,0.00,0.00,0.67,72.0,72.0,6.0,8.0,8.0
0.00,15.68,83.82,0.00,0.00,0.50,36.0,36.0,3.0,4.0,4.0
0.00,32.03,66.89,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,45.24,53.92,0.00,0.00,0.83,320.0,320.0,14.0,0.0,0.0
0.00,54.76,44.24,0.08,0.00,0.92,364.0,364.0,2.0,0.0,0.0
0.00,37.75,60.99,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,37.11,62.55,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,35.22,64.20,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,30.37,68.88,0.00,0.00,0.75,628.0,628.0,43.0,0.0,0.0
0.00,28.33,70.92,0.08,0.00,0.66,140.0,140.0,2.0,0.0,0.0
0.00,30.78,68.39,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,29.70,69.47,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,27.15,72.35,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,19.78,79.55,0.00,0.00,0.67,292.0,292.0,6.0,4.0,4.0
0.00,22.56,76.52,0.17,0.00,0.75,216.0,216.0,6.0,8.0,8.0
0.00,32.36,66.06,0.17,0.00,1.41,36.0,36.0,4.0,8.0,8.0
0.00,40.58,58.17,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,50.71,48.37,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,40.99,58.26,0.00,0.00,0.75,52.0,52.0,9.0,0.0,0.0
0.00,37.88,61.20,0.17,0.00,0.75,304.0,304.0,2.0,0.0,0.0
0.00,34.48,64.93,0.00,0.00,0.59,0.0,0.0,0.0,0.0,0.0
0.00,29.97,69.28,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,29.12,70.46,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,29.48,70.02,0.00,0.00,0.50,480.0,480.0,24.0,0.0,0.0
0.00,28.45,70.46,0.17,0.00,0.92,96.0,96.0,2.0,0.0,0.0
0.00,29.00,70.33,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,21.55,77.69,0.00,0.00,0.75,36.0,36.0,2.0,0.0,0.0
0.00,20.50,78.91,0.00,0.00,0.59,36.0,36.0,4.0,8.0,8.0
0.00,33.39,65.36,0.08,0.00,1.17,328.0,328.0,51.0,0.0,0.0
0.00,35.53,63.47,0.25,0.00,0.75,304.0,304.0,2.0,0.0,0.0
0.00,38.19,60.97,0.00,0.00,0.84,0.0,0.0,0.0,0.0,0.0
0.00,47.50,51.67,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,37.08,61.92,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,35.56,63.77,0.00,0.00,0.67,176.0,176.0,11.0,0.0,0.0
0.00,33.11,65.81,0.17,0.00,0.91,232.0,232.0,2.0,0.0,0.0
0.00,31.95,67.47,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,30.51,68.82,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,27.93,71.16,0.00,0.00,0.91,0.0,0.0,0.0,0.0,0.0
0.00,28.52,70.89,0.00,0.00,0.58,1872.0,1872.0,101.0,0.0,0.0
0.00,21.32,77.35,0.33,0.00,1.00,264.0,264.0,5.0,20.0,20.0
0.00,20.28,79.22,0.00,0.00,0.50,4.0,4.0,2.0,4.0,4.0
0.00,29.08,70.33,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,26.67,72.41,0.00,0.00,0.92,4.0,4.0,1.0,0.0,0.0
0.00,36.73,62.60,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,26.67,72.33,0.17,0.00,0.83,280.0,280.0,3.0,4.0,4.0
0.00,32.19,67.39,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,18.73,80.35,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,9.27,90.48,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,10.83,88.83,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,10.14,89.28,0.17,0.00,0.42,192.0,192.0,3.0,0.0,0.0
0.00,9.63,90.12,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,23.29,75.63,0.00,0.00,1.09,36.0,36.0,2.0,0.0,0.0
0.00,59.35,38.31,0.00,0.00,2.35,136.0,136.0,36.0,0.0,0.0
0.00,50.29,47.87,0.00,0.00,1.84,12.0,12.0,6.0,0.0,0.0
0.00,85.74,12.33,0.08,0.00,1.85,448.0,448.0,2.0,0.0,0.0
0.00,89.15,9.27,0.00,0.00,1.59,0.0,0.0,0.0,0.0,0.0
0.00,81.92,16.57,0.00,0.00,1.51,48.0,48.0,9.0,0.0,0.0
0.00,72.93,25.56,0.00,0.00,1.50,52.0,52.0,24.0,0.0,0.0
0.00,51.96,45.86,0.00,0.00,2.17,112.0,112.0,11.0,0.0,0.0
0.00,82.21,16.12,0.17,0.00,1.50,492.0,492.0,11.0,0.0,0.0
0.00,79.55,18.94,0.00,0.00,1.51,32.0,32.0,1.0,0.0,0.0
0.00,81.42,16.82,0.00,0.00,1.76,0.0,0.0,0.0,0.0,0.0
0.00,84.97,13.10,0.00,0.00,1.93,48.0,48.0,24.0,0.0,0.0
0.00,54.68,43.90,0.00,0.00,1.42,148.0,148.0,12.0,0.0,0.0
0.00,51.04,47.54,0.08,0.00,1.33,452.0,452.0,11.0,0.0,0.0
0.00,61.74,36.84,0.00,0.00,1.42,48.0,48.0,9.0,0.0,0.0
0.00,79.85,18.23,0.00,0.00,1.92,16.0,16.0,8.0,0.0,0.0
0.00,77.39,20.85,0.00,0.00,1.76,32.0,32.0,1.0,0.0,0.0
0.00,80.37,17.88,0.00,0.00,1.75,52.0,52.0,9.0,0.0,0.0
0.00,75.65,22.69,0.00,0.00,1.67,656.0,656.0,32.0,0.0,0.0
0.00,59.63,38.44,0.00,0.00,1.93,84.0,84.0,10.0,0.0,0.0
0.00,72.48,25.94,0.00,0.00,1.58,16.0,16.0,8.0,0.0,0.0
0.00,71.40,27.09,0.00,0.00,1.51,80.0,80.0,10.0,0.0,0.0
0.00,70.76,27.32,0.00,0.00,1.92,0.0,0.0,0.0,0.0,0.0
0.00,76.28,22.04,0.00,0.00,1.68,1852.0,1852.0,90.0,0.0,0.0
0.00,60.55,38.53,0.00,0.00,0.92,48.0,48.0,9.0,0.0,0.0
0.00,47.33,51.75,0.00,0.00,0.92,48.0,48.0,9.0,0.0,0.0
0.00,40.43,58.31,0.00,0.00,1.25,68.0,68.0,17.0,0.0,0.0
0.00,18.01,81.41,0.00,0.00,0.59,32.0,32.0,1.0,0.0,0.0
0.00,10.74,88.43,0.17,0.00,0.67,536.0,536.0,54.0,0.0,0.0
0.00,0.42,99.33,0.00,0.00,0.25,4.0,4.0,2.0,0.0,0.0
0.00,5.59,93.74,0.00,0.00,0.67,152.0,152.0,72.0,0.0,0.0
0.00,0.33,99.67,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,0.08,99.83,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,0.08,99.67,0.17,0.00,0.08,480.0,480.0,27.0,0.0,0.0
0.00,0.50,99.17,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,3.84,94.99,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,16.58,83.08,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,13.08,86.42,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,14.82,84.68,0.00,0.00,0.50,388.0,388.0,32.0,0.0,0.0
0.00,3.34,96.49,0.17,0.00,0.00,412.0,412.0,4.0,0.0,0.0
0.00,2.51,97.32,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,16.74,83.01,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,17.72,81.86,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,12.34,86.82,0.00,0.00,0.83,380.0,380.0,26.0,0.0,0.0
0.00,0.33,99.33,0.17,0.00,0.17,260.0,260.0,3.0,0.0,0.0
0.00,0.50,99.50,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,2.09,97.66,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,16.69,82.97,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,17.43,82.24,0.00,0.00,0.33,464.0,464.0,31.0,0.0,0.0
0.00,13.31,86.02,0.17,0.00,0.50,244.0,244.0,8.0,8.0,8.0
0.00,5.00,94.50,0.00,0.00,0.50,140.0,140.0,51.0,0.0,0.0
0.00,0.83,99.00,0.00,0.00,0.17,4.0,4.0,2.0,0.0,0.0
