%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,9.36,90.64,0.00,0.00,0.00,16.0,16.0,8.0,0.0,0.0
0.00,1.00,98.66,0.17,0.00,0.17,1112.0,1112.0,93.0,0.0,0.0
0.00,39.25,58.41,0.00,0.00,2.34,0.0,0.0,0.0,0.0,0.0
0.00,92.95,5.37,0.00,0.00,1.68,0.0,0.0,0.0,0.0,0.0
0.00,93.07,5.26,0.00,0.00,1.67,0.0,0.0,0.0,0.0,0.0
0.00,86.07,12.76,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,72.73,25.42,0.17,0.00,1.68,576.0,576.0,13.0,0.0,0.0
0.00,76.28,22.72,0.00,0.00,1.01,0.0,0.0,0.0,0.0,0.0
0.00,88.02,10.82,0.00,0.00,1.16,0.0,0.0,0.0,0.0,0.0
0.00,71.24,27.34,0.00,0.00,1.42,0.0,0.0,0.0,0.0,0.0
0.00,57.15,41.34,0.00,0.00,1.51,0.0,0.0,0.0,0.0,0.0
0.00,56.68,40.65,0.17,0.00,2.50,184.0,184.0,7.0,0.0,0.0
0.00,62.88,35.54,0.00,0.00,1.59,0.0,0.0,0.0,0.0,0.0
0.00,57.82,41.34,0.00,0.00,0.84,0.0,0.0,0.0,0.0,0.0
0.00,56.17,43.42,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,51.00,47.50,0.00,0.00,1.50,40.0,40.0,5.0,0.0,0.0
0.00,39.92,57.49,0.17,0.00,2.43,49300.0,49300.0,77.0,0.0,0.0
0.00,63.34,34.65,0.00,0.00,2.01,64.0,64.0,2.0,0.0,0.0
0.00,90.88,7.20,0.00,0.00,1.92,0.0,0.0,0.0,0.0,0.0
0.00,90.79,7.70,0.00,0.00,1.51,0.0,0.0,0.0,0.0,0.0
0.00,80.95,17.21,0.00,0.00,1.84,0.0,0.0,0.0,0.0,0.0
0.00,82.00,16.90,0.00,0.00,1.09,21060.0,21060.0,47.0,0.0,0.0
0.00,77.54,21.29,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,73.52,24.90,0.00,0.00,1.59,0.0,0.0,0.0,0.0,0.0
0.00,66.31,32.03,0.00,0.00,1.67,0.0,0.0,0.0,0.0,0.0
0.00,59.52,38.98,0.00,0.00,1.50,0.0,0.0,0.0,0.0,0.0
0.00,57.95,40.72,0.00,0.00,1.33,400.0,400.0,20.0,0.0,0.0
0.00,58.27,40.39,0.00,0.00,1.34,0.0,0.0,0.0,0.0,0.0
0.00,58.78,40.22,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,54.18,44.65,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,40.89,56.44,0.00,0.00,2.68,96.0,96.0,3.0,0.0,0.0
0.00,53.67,43.75,0.25,0.00,2.33,21404.0,21404.0,56.0,0.0,0.0
0.00,92.38,5.69,0.00,0.00,1.92,0.0,0.0,0.0,0.0,0.0
0.00,90.63,7.28,0.00,0.00,2.09,44668.0,44668.0,66.0,0.0,0.0
0.00,71.92,26.74,0.00,0.00,1.34,9460.0,9460.0,15.0,0.0,0.0
0.00,63.85,34.81,0.00,0.00,1.34,0.0,0.0,0.0,0.0,0.0
0.00,80.55,18.45,0.17,0.00,0.83,1272.0,1272.0,74.0,0.0,0.0
0.00,62.75,36.00,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,52.45,46.38,0.00,0.00,1.16,0.0,0.0,0.0,0.0,0.0
0.00,48.75,49.75,0.00,0.00,1.50,0.0,0.0,0.0,0.0,0.0
0.00,51.25,46.84,0.00,0.00,1.91,0.0,0.0,0.0,0.0,0.0
0.00,50.88,47.62,0.17,0.00,1.34,72.0,72.0,3.0,0.0,0.0
0.00,45.92,53.50,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,47.62,50.38,0.00,0.00,2.01,0.0,0.0,0.0,0.0,0.0
0.00,35.44,62.40,0.17,0.00,2.00,18148.0,18148.0,28.0,16.0,16.0
0.00,72.73,25.52,0.08,0.00,1.67,4496.0,4496.0,7.0,8.0,8.0
0.00,79.67,18.24,0.50,0.00,1.59,48948.0,48948.0,81.0,0.0,0.0
0.00,68.94,27.24,1.91,0.00,1.91,114104.0,114104.0,180.0,0.0,0.0
0.00,58.89,40.27,0.00,0.00,0.84,27552.0,27552.0,52.0,0.0,0.0
0.00,47.07,51.84,0.00,0.00,1.09,49316.0,49316.0,68.0,0.0,0.0
0.00,35.41,63.85,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,30.14,68.69,0.08,0.00,1.08,184.0,184.0,2.0,0.0,0.0
0.00,28.19,70.89,0.00,0.00,0.92,240.0,240.0,6.0,0.0,0.0
0.00,36.40,62.60,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,29.27,70.31,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,26.74,71.84,0.00,0.00,1.42,32.0,32.0,1.0,0.0,0.0
0.00,16.69,81.73,0.83,0.00,0.75,27272.0,27272.0,40.0,4.0,4.0
0.00,31.91,67.17,0.00,0.00,0.92,13648.0,13648.0,33.0,0.0,0.0
0.00,42.06,57.02,0.00,0.00,0.91,0.0,0.0,0.0,0.0,0.0
0.00,49.33,49.58,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,45.55,53.28,0.00,0.00,1.16,0.0,0.0,0.0,0.0,0.0
0.00,39.78,58.97,0.08,0.00,1.17,296.0,296.0,2.0,0.0,0.0
0.00,38.35,57.32,3.49,0.00,0.83,54288.0,54288.0,78.0,0.0,0.0
0.00,33.16,64.31,1.85,0.00,0.67,107972.0,107972.0,185.0,0.0,0.0
0.00,31.83,67.00,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,28.31,70.94,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,29.27,69.89,0.17,0.00,0.67,172.0,172.0,2.0,0.0,0.0
0.00,36.46,61.79,0.00,0.00,1.74,13488.0,13488.0,13.0,0.0,0.0
0.00,46.17,51.50,0.00,0.00,2.33,13644.0,13644.0,27.0,0.0,0.0
0.00,41.12,56.88,0.00,0.00,2.00,13504.0,13504.0,19.0,0.0,0.0
0.00,38.84,59.90,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,52.72,45.95,0.17,0.00,1.17,328.0,328.0,2.0,0.0,0.0
0.00,48.75,50.25,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,39.92,59.08,0.08,0.00,0.92,54416.0,54416.0,144.0,0.0,0.0
0.00,36.56,62.69,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,30.27,69.23,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,38.15,60.77,0.17,0.00,0.92,120.0,120.0,2.0,0.0,0.0
0.00,27.73,71.77,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,29.49,69.42,0.00,0.00,1.09,72508.0,72508.0,107.0,0.0,0.0
0.00,20.18,78.90,0.00,0.00,0.92,22540.0,22540.0,39.0,0.0,0.0
0.00,20.82,78.27,0.00,0.00,0.92,13524.0,13524.0,22.0,0.0,0.0
0.00,27.90,70.68,0.42,0.00,1.00,13844.0,13844.0,22.0,0.0,0.0
0.00,40.97,57.95,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,48.83,50.00,0.00,0.00,1.17,264.0,264.0,3.0,0.0,0.0
0.00,45.60,53.73,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,42.04,56.47,0.00,0.00,1.49,0.0,0.0,0.0,0.0,0.0
0.00,38.55,60.12,0.25,0.00,1.09,216.0,216.0,2.0,0.0,0.0
0.00,28.71,70.45,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,30.13,68.70,0.00,0.00,1.17,67636.0,67636.0,116.0,0.0,0.0
0.00,32.64,66.69,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,28.05,71.37,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,21.60,77.06,0.33,0.00,1.00,13720.0,13720.0,19.0,0.0,0.0
0.00,16.40,82.68,0.00,0.00,0.92,13476.0,13476.0,18.0,0.0,0.0
0.00,21.72,77.86,0.00,0.00,0.42,13228.0,13228.0,24.0,0.0,0.0
0.00,22.23,76.19,0.00,0.00,1.58,0.0,0.0,0.0,0.0,0.0
0.00,42.88,56.20,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,52.17,46.92,0.17,0.00,0.75,328.0,328.0,2.0,0.0,0.0
0.00,41.29,56.78,0.00,0.00,1.93,40264.0,40264.0,53.0,0.0,0.0
0.00,31.62,61.83,4.15,0.00,2.41,70868.0,70868.0,92.0,0.0,0.0
0.00,25.13,66.44,7.85,0.00,0.58,117204.0,117204.0,172.0,0.0,0.0
0.00,16.46,76.52,6.27,0.00,0.75,114844.0,114844.0,169.0,0.0,0.0
0.00,12.26,87.41,0.17,0.00,0.17,61324.0,61324.0,96.0,0.0,0.0
0.00,9.35,90.57,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,10.93,88.74,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,16.82,82.09,0.00,0.00,1.09,17760.0,17760.0,17.0,0.0,0.0
0.00,59.38,38.44,0.00,0.00,2.18,8260.0,8260.0,10.0,0.0,0.0
0.00,83.98,14.93,0.08,0.00,1.01,280.0,280.0,1.0,0.0,0.0
0.00,82.03,16.88,0.00,0.00,1.09,0.0,0.0,1.0,0.0,0.0
0.00,68.00,30.58,0.00,0.00,1.42,0.0,0.0,0.0,0.0,0.0
0.00,68.33,30.58,0.00,0.00,1.08,31900.0,31900.0,34.0,0.0,0.0
0.00,60.87,38.04,0.00,0.00,1.09,20444.0,20444.0,92.0,0.0,0.0
0.00,55.96,43.29,0.00,0.00,0.75,7156.0,7156.0,11.0,0.0,0.0
0.00,56.54,42.63,0.08,0.00,0.75,4.0,4.0,1.0,0.0,0.0
0.00,60.25,38.33,0.00,0.00,1.42,0.0,0.0,0.0,0.0,0.0
0.00,61.06,38.27,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,73.14,25.02,0.00,0.00,1.84,200.0,200.0,37.0,0.0,0.0
0.00,37.14,61.03,0.00,0.00,1.83,80.0,80.0,10.0,0.0,0.0
0.00,50.71,48.03,0.25,0.00,1.00,392.0,392.0,2.0,0.0,0.0
0.00,43.85,55.56,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,40.70,56.70,0.00,0.00,2.60,36980.0,36980.0,40.0,0.0,0.0
0.00,24.87,74.12,0.00,0.00,1.00,96.0,96.0,12.0,0.0,0.0
0.00,27.48,71.36,0.00,0.00,1.17,272.0,272.0,10.0,0.0,0.0
0.00,25.54,73.03,0.17,0.00,1.26,4.0,4.0,1.0,0.0,0.0
0.00,49.08,50.42,0.00,0.00,0.50,0.0,0.0,3.0,24.0,24.0
0.00,44.00,55.42,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,39.88,57.96,0.75,0.00,1.41,280.0,280.0,48.0,9384.0,9384.0
0.00,26.48,72.85,0.00,0.00,0.67,232.0,232.0,1.0,0.0,0.0
0.00,26.98,71.94,0.25,0.00,0.83,4.0,4.0,1.0,0.0,0.0
0.00,28.70,70.38,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,34.11,65.56,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,34.61,64.30,0.00,0.00,1.08,308.0,308.0,62.0,0.0,0.0
0.00,0.67,99.17,0.00,0.00,0.17,4.0,4.0,2.0,0.0,0.0
0.00,3.09,96.24,0.08,0.00,0.59,356.0,356.0,72.0,0.0,0.0
0.00,0.00,99.92,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,0.00,99.92,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,0.25,99.67,0.00,0.00,0.08,144.0,144.0,11.0,0.0,0.0
0.00,0.42,99.17,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,3.43,94.15,0.25,0.00,2.17,232.0,232.0,2.0,0.0,0.0
0.00,16.65,83.18,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,13.25,86.42,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,13.95,85.55,0.00,0.00,0.50,132.0,132.0,7.0,0.0,0.0
0.00,4.33,95.50,0.00,0.00,0.17,12.0,12.0,4.0,0.0,0.0
0.00,2.09,97.66,0.17,0.00,0.08,456.0,456.0,2.0,0.0,0.0
0.00,15.71,83.79,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,19.31,80.35,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,12.37,87.37,0.00,0.00,0.25,2292.0,2292.0,79.0,0.0,0.0
0.00,16.90,82.93,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,7.09,92.33,0.17,0.00,0.42,260.0,260.0,7.0,0.0,0.0
0.00,0.50,99.25,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,1.42,98.41,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,16.40,83.10,0.00,0.00,0.50,1476.0,1476.0,20.0,0.0,0.0
0.00,19.62,80.05,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,13.52,86.23,0.17,0.00,0.08,4920.0,4920.0,9.0,0.0,0.0
0.00,20.00,79.83,0.00,0.00,0.17,8.0,8.0,4.0,0.0,0.0
0.00,4.60,94.90,0.00,0.00,0.50,124.0,124.0,45.0,0.0,0.0
0.00,0.92,99.00,0.00,0.00,0.08,688.0,688.0,9.0,0.0,0.0
0.00,3.84,95.25,0.00,0.00,0.92,152.0,152.0,72.0,0.0,0.0
0.00,0.08,99.75,0.17,0.00,0.00,200.0,200.0,2.0,0.0,0.0
0.00,0.08,99.83,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,0.25,99.58,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,0.50,99.17,0.00,0.00,0.33,1804.0,1804.0,15.0,0.0,0.0
0.00,6.17,92.58,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,17.60,81.98,0.17,0.00,0.25,336.0,336.0,2.0,0.0,0.0
0.00,12.33,87.33,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,14.99,84.76,0.00,0.00,0.25,16.0,16.0,8.0,0.0,0.0
0.00,1.08,98.83,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,4.01,95.82,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,18.22,81.28,0.17,0.00,0.33,228.0,228.0,2.0,0.0,0.0
0.00,15.90,83.93,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,14.72,85.03,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,14.86,84.72,0.00,0.00,0.42,84.0,84.0,11.0,0.0,0.0
0.00,0.75,99.00,0.00,0.00,0.25,32.0,32.0,1.0,0.0,0.0
0.00,0.50,99.25,0.17,0.00,0.08,188.0,188.0,2.0,0.0,0.0
0.00,3.68,96.07,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,19.50,80.17,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,20.32,79.26,0.00,0.00,0.42,80.0,80.0,3.0,0.0,0.0
0.00,14.99,84.85,0.00,0.00,0.17,4316.0,4316.0,9.0,0.0,0.0
0.00,8.43,90.98,0.17,0.00,0.42,332.0,332.0,55.0,0.0,0.0
0.00,1.25,98.58,0.00,0.00,0.17,4.0,4.0,2.0,0.0,0.0
