%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,39.13,59.70,0.08,0.00,1.08,1688.0,1688.0,57.0,132.0,132.0
0.00,11.03,88.14,0.33,0.00,0.50,1476.0,1476.0,17.0,8.0,8.0
0.00,22.08,77.33,0.00,0.00,0.58,284.0,284.0,2.0,0.0,0.0
0.00,30.61,68.81,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,25.92,73.75,0.00,0.00,0.33,1144.0,1144.0,11.0,0.0,0.0
0.00,9.93,89.48,0.00,0.00,0.58,1360.0,1360.0,65.0,0.0,0.0
0.00,11.48,88.02,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,9.73,88.94,0.25,0.00,1.08,248.0,248.0,2.0,0.0,0.0
0.00,9.18,90.23,0.00,0.00,0.58,2016.0,2016.0,3.0,0.0,0.0
0.00,30.92,68.00,0.00,0.00,1.08,39748.0,39748.0,64.0,0.0,0.0
0.00,69.67,28.49,0.00,0.00,1.84,6476.0,6476.0,26.0,0.0,0.0
0.00,83.95,15.05,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,80.67,18.24,0.00,0.00,1.09,376.0,376.0,19.0,0.0,0.0
0.00,44.26,53.58,0.00,0.00,2.16,10224.0,10224.0,44.0,0.0,0.0
0.00,55.18,43.56,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,44.28,54.89,0.00,0.00,0.84,140.0,140.0,4.0,0.0,0.0
0.00,33.28,65.80,0.00,0.00,0.92,20348.0,20348.0,52.0,0.0,0.0
0.00,30.58,68.83,0.17,0.00,0.42,384.0,384.0,2.0,0.0,0.0
0.00,26.31,72.95,0.00,0.00,0.75,104.0,104.0,49.0,0.0,0.0
0.00,0.58,99.17,0.00,0.00,0.25,76.0,76.0,9.0,0.0,0.0
0.00,5.02,94.39,0.00,0.00,0.59,316.0,316.0,85.0,0.0,0.0
0.00,0.08,99.83,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,0.08,99.58,0.17,0.00,0.17,220.0,217.82,1.98,0.0,0.0
0.00,0.25,99.75,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,0.08,99.83,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,1.42,97.58,0.00,0.00,1.00,168.0,168.0,20.0,0.0,0.0
0.00,15.10,84.32,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,22.25,77.25,0.17,0.00,0.33,420.0,420.0,1.0,0.0,0.0
0.00,13.99,85.60,0.08,0.00,0.33,4.0,4.0,1.0,0.0,0.0
0.00,8.53,91.22,0.00,0.00,0.25,16.0,16.0,8.0,0.0,0.0
0.00,0.67,99.33,0.00,0.00,0.00,80.0,80.0,2.0,0.0,0.0
0.00,9.82,89.77,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,20.52,78.90,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,12.84,86.16,0.17,0.00,0.83,232.0,232.0,2.0,0.0,0.0
0.00,3.66,95.76,0.00,0.00,0.58,40.0,40.0,5.0,0.0,0.0
0.00,0.84,99.00,0.00,0.00,0.17,24368.0,24368.0,163.0,0.0,0.0
0.00,9.75,89.83,0.00,0.00,0.42,18900.0,18900.0,52.0,0.0,0.0
0.00,20.63,78.70,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,13.14,86.11,0.17,0.00,0.59,372.0,372.0,2.0,0.0,0.0
0.00,11.21,88.45,0.00,0.00,0.33,148.0,148.0,55.0,0.0,0.0
0.00,1.59,98.41,0.00,0.00,0.00,4.0,4.0,2.0,0.0,0.0
