%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,73.07,25.50,0.00,0.00,1.43,0.0,0.0,0.0,0.0,0.0
0.00,72.34,25.31,0.00,0.00,2.35,0.0,0.0,0.0,0.0,0.0
0.00,89.23,10.10,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,66.42,32.92,0.08,0.00,0.58,120.0,120.0,2.0,0.0,0.0
0.00,66.47,32.53,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,57.54,41.30,0.00,0.00,1.17,0.0,0.0,0.0,0.0,0.0
0.00,62.59,36.15,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,56.65,42.09,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,57.19,41.56,0.17,0.00,1.09,32.0,32.0,2.0,0.0,0.0
0.00,58.88,40.03,0.00,0.00,1.09,0.0,0.0,0.0,0.0,0.0
0.00,55.67,43.00,0.00,0.00,1.33,0.0,0.0,0.0,0.0,0.0
0.00,55.65,43.36,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,54.26,45.58,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,50.71,49.04,0.17,0.00,0.08,60.0,60.0,2.0,0.0,0.0
0.00,52.34,47.25,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,52.63,45.04,0.00,0.00,2.34,0.0,0.0,0.0,0.0,0.0
0.00,41.20,54.30,0.00,0.00,4.50,40.0,40.0,5.0,0.0,0.0
0.00,40.62,56.87,0.00,0.00,2.51,160.0,160.0,5.0,0.0,0.0
0.00,78.54,19.70,0.00,0.00,1.76,300.0,300.0,2.0,0.0,0.0
0.00,84.09,13.82,0.00,0.00,2.09,23504.0,23504.0,74.0,0.0,0.0
0.00,81.88,14.85,0.59,0.00,2.68,97632.0,97632.0,41.0,0.0,0.0
0.00,68.48,25.00,5.10,0.00,1.42,94944.0,94944.0,30.0,0.0,0.0
0.00,62.42,32.05,4.36,0.00,1.17,93496.0,93496.0,52.0,0.0,0.0
0.00,76.98,20.35,1.42,0.00,1.25,12692.0,12692.0,14.0,8192.0,8192.0
0.00,70.95,26.29,1.50,0.00,1.25,14304.0,14304.0,12.0,8192.0,8192.0
0.00,50.71,40.03,8.42,0.00,0.83,98368.0,98368.0,39.0,2048.0,2048.0
0.00,47.37,45.53,6.27,0.00,0.84,92864.0,92864.0,37.0,0.0,0.0
0.00,36.27,46.80,15.77,0.00,1.16,90720.0,90720.0,50.0,2048.0,2048.0
0.00,20.39,40.77,38.34,0.00,0.50,82720.0,82720.0,50.0,10240.0,10240.0
0.00,35.06,39.90,24.46,0.00,0.58,24944.0,24944.0,63.0,49408.0,49408.0
0.00,42.83,39.33,16.92,0.00,0.92,0.0,0.0,74.0,81792.0,81792.0
0.00,39.17,47.33,12.75,0.00,0.75,0.0,0.0,81.0,83968.0,83968.0
0.00,46.62,41.03,11.34,0.00,1.00,0.0,0.0,72.0,83968.0,83968.0
0.00,47.62,40.12,10.34,0.00,1.92,60.0,60.0,72.0,79872.0,79872.0
0.00,50.79,44.38,3.08,0.00,1.75,0.0,0.0,44.0,51072.0,51072.0
0.00,46.87,52.04,0.17,0.00,0.92,0.0,0.0,16.0,10240.0,10240.0
0.00,63.89,35.03,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,66.69,32.72,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,58.81,39.35,0.08,0.00,1.75,30132.0,30132.0,11.0,2048.0,2048.0
0.00,46.99,50.00,0.00,0.00,3.01,0.0,0.0,0.0,0.0,0.0
0.00,41.26,57.15,0.00,0.00,1.59,29952.0,29952.0,18.0,0.0,0.0
0.00,50.50,47.92,0.00,0.00,1.58,14996.0,14996.0,2.0,0.0,0.0
0.00,61.67,35.82,0.00,0.00,2.51,0.0,0.0,0.0,0.0,0.0
0.00,51.55,45.02,1.92,0.00,1.51,15204.0,15204.0,10.0,0.0,0.0
0.00,62.23,36.01,0.00,0.00,1.76,0.0,0.0,0.0,0.0,0.0
0.00,62.83,35.33,0.00,0.00,1.83,89600.0,89600.0,28.0,0.0,0.0
0.00,43.35,55.73,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,42.17,57.08,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,44.19,55.14,0.00,0.00,0.67,204.0,204.0,2.0,0.0,0.0
0.00,38.52,60.98,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,36.82,62.43,0.00,0.00,0.75,472.0,472.0,22.0,0.0,0.0
0.00,38.07,60.85,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,36.38,62.70,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,45.29,53.38,0.17,0.00,1.17,25348.0,25348.0,10.0,0.0,0.0
0.00,53.46,44.45,0.00,0.00,2.09,4784.0,4784.0,1.0,0.0,0.0
0.00,64.89,33.11,0.00,0.00,2.00,292.0,292.0,38.0,0.0,0.0
0.00,45.82,52.59,0.00,0.00,1.59,0.0,0.0,0.0,0.0,0.0
0.00,35.27,62.90,0.00,0.00,1.83,15016.0,15016.0,3.0,0.0,0.0
0.00,38.22,60.28,0.17,0.00,1.33,30224.0,30224.0,8.0,0.0,0.0
0.00,49.37,48.95,0.00,0.00,1.67,14988.0,14988.0,3.0,0.0,0.0
0.00,47.38,50.87,0.00,0.00,1.75,15100.0,15100.0,9.0,0.0,0.0
0.00,39.82,59.18,0.00,0.00,1.00,14972.0,14972.0,5.0,0.0,0.0
0.00,44.10,54.90,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,55.00,44.08,0.17,0.00,0.75,304.0,304.0,2.0,0.0,0.0
0.00,45.70,52.71,0.00,0.00,1.58,0.0,0.0,0.0,0.0,0.0
0.00,44.70,53.04,0.00,0.00,2.25,109492.0,109492.0,26.0,0.0,0.0
0.00,35.51,63.16,0.00,0.00,1.34,107480.0,107480.0,25.0,0.0,0.0
0.00,36.08,62.68,0.00,0.00,1.25,82676.0,82676.0,16.0,0.0,0.0
0.00,33.42,65.50,0.25,0.00,0.83,220.0,220.0,2.0,0.0,0.0
0.00,27.66,71.76,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,27.21,71.62,0.00,0.00,1.17,28284.0,28284.0,23.0,0.0,0.0
0.00,21.60,78.07,0.00,0.00,0.33,114536.0,114536.0,40.0,0.0,0.0
0.00,26.31,72.77,0.00,0.00,0.92,109108.0,109108.0,16.0,0.0,0.0
0.00,37.37,61.04,0.17,0.00,1.42,18024.0,18024.0,5.0,0.0,0.0
0.00,21.76,77.07,0.00,0.00,1.17,36744.0,36744.0,11.0,0.0,0.0
0.00,30.03,69.06,0.00,0.00,0.92,42408.0,42408.0,38.0,0.0,0.0
0.00,41.99,57.01,0.00,0.00,1.00,86092.0,86092.0,29.0,0.0,0.0
0.00,45.01,53.74,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,38.04,61.04,0.17,0.00,0.75,284.0,284.0,2.0,0.0,0.0
0.00,34.55,64.61,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,33.94,65.31,0.00,0.00,0.75,212.0,212.0,12.0,0.0,0.0
0.00,29.37,70.04,0.00,0.00,0.59,0.0,0.0,0.0,0.0,0.0
0.00,28.76,70.24,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,28.34,70.90,0.17,0.00,0.59,80.0,80.0,2.0,0.0,0.0
0.00,27.57,71.85,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,27.44,71.48,0.00,0.00,1.08,21136.0,21136.0,11.0,0.0,0.0
0.00,28.02,71.23,0.00,0.00,0.75,112672.0,112672.0,44.0,0.0,0.0
0.00,25.77,73.73,0.00,0.00,0.50,110300.0,110300.0,15.0,0.0,0.0
0.00,18.41,80.33,0.92,0.00,0.33,113324.0,113324.0,24.0,0.0,0.0
0.00,28.08,63.08,8.00,0.00,0.83,115348.0,115348.0,16.0,0.0,0.0
0.00,35.61,57.96,4.34,0.00,2.09,54324.0,54324.0,9.0,0.0,0.0
0.00,21.17,70.21,7.53,0.00,1.09,110896.0,110896.0,118.0,0.0,0.0
0.00,23.06,76.11,0.00,0.00,0.84,115912.0,115912.0,25.0,0.0,0.0
0.00,37.24,61.60,0.17,0.00,1.00,71204.0,71204.0,12.0,0.0,0.0
0.00,43.48,55.69,0.00,0.00,0.84,0.0,0.0,0.0,0.0,0.0
0.00,39.85,59.32,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,36.89,62.35,0.00,0.00,0.75,61776.0,61776.0,49.0,0.0,0.0
0.00,33.22,66.28,0.00,0.00,0.50,122880.0,122880.0,15.0,0.0,0.0
0.00,31.48,67.69,0.08,0.00,0.75,11148.0,11148.0,4.0,0.0,0.0
0.00,27.42,71.67,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,28.96,70.46,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,28.15,71.09,0.00,0.00,0.75,55888.0,55888.0,14.0,0.0,0.0
0.00,25.88,73.54,0.00,0.00,0.58,19072.0,19072.0,2.0,0.0,0.0
0.00,28.24,71.18,0.08,0.00,0.50,100.0,100.0,2.0,0.0,0.0
0.00,27.11,71.98,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,19.16,80.59,0.00,0.00,0.25,29952.0,29952.0,7.0,0.0,0.0
0.00,25.02,74.40,0.00,0.00,0.58,71232.0,71232.0,26.0,0.0,0.0
0.00,38.42,60.08,0.00,0.00,1.50,93568.0,93568.0,23.0,0.0,0.0
0.00,22.22,75.86,0.17,0.00,1.75,25468.0,25468.0,14.0,0.0,0.0
0.00,28.32,70.60,0.00,0.00,1.08,51132.0,51132.0,11.0,0.0,0.0
0.00,38.26,60.74,0.00,0.00,1.00,13576.0,13576.0,2.0,0.0,0.0
0.00,43.54,54.95,0.00,0.00,1.51,248.0,248.0,13.0,0.0,0.0
0.00,37.79,61.71,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,36.47,62.36,0.25,0.00,0.92,276.0,276.0,2.0,0.0,0.0
0.00,33.17,66.33,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,28.61,70.64,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,28.77,70.31,0.00,0.00,0.92,47932.0,47932.0,9.0,0.0,0.0
0.00,29.51,69.91,0.00,0.00,0.58,26864.0,26864.0,4.0,0.0,0.0
0.00,26.94,72.56,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,27.75,71.50,0.08,0.00,0.67,88.0,88.0,2.0,0.0,0.0
0.00,27.62,71.46,0.00,0.00,0.92,0.0,0.0,0.0,0.0,0.0
0.00,27.95,70.79,0.00,0.00,1.26,49140.0,49140.0,24.0,0.0,0.0
0.00,40.00,57.91,0.00,0.00,2.09,112388.0,112388.0,24.0,0.0,0.0
0.00,48.45,48.45,0.00,0.00,3.09,33512.0,33512.0,6.0,0.0,0.0
0.00,51.12,46.21,0.00,0.00,2.66,4.0,4.0,1.0,0.0,0.0
0.00,23.63,74.88,0.00,0.00,1.50,28608.0,28608.0,6.0,0.0,0.0
0.00,29.12,69.87,0.00,0.00,1.00,31796.0,31796.0,55.0,0.0,0.0
0.00,33.50,66.00,0.00,0.00,0.50,29916.0,29916.0,5.0,0.0,0.0
0.00,32.47,66.53,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,40.83,58.00,0.17,0.00,1.00,288.0,288.0,2.0,0.0,0.0
0.00,35.84,63.07,0.00,0.00,1.09,0.0,0.0,0.0,0.0,0.0
0.00,37.47,59.62,0.00,0.00,2.91,16.0,16.0,3.0,0.0,0.0
0.00,28.37,70.55,0.00,0.00,1.08,0.0,0.0,0.0,0.0,0.0
0.00,26.06,73.02,0.00,0.00,0.92,104.0,104.0,1.0,0.0,0.0
0.00,30.03,68.22,0.17,0.00,1.58,16648.0,16483.17,5.94,0.0,0.0
0.00,27.02,71.65,0.00,0.00,1.33,73044.0,73044.0,13.0,0.0,0.0
0.00,26.57,72.60,0.00,0.00,0.84,42948.0,42948.0,15.0,0.0,0.0
0.00,25.00,74.08,0.00,0.00,0.92,17056.0,17056.0,2.0,0.0,0.0
0.00,17.03,81.30,0.08,0.00,1.59,14716.0,14716.0,3.0,0.0,0.0
0.00,15.93,80.13,2.35,0.00,1.59,69432.0,69432.0,12.0,0.0,0.0
0.00,67.95,29.55,0.00,0.00,2.50,8684.0,8684.0,1.0,0.0,0.0
0.00,78.37,20.12,0.00,0.00,1.51,47516.0,47516.0,39.0,0.0,0.0
0.00,82.79,15.28,0.00,0.00,1.93,72460.0,72460.0,10.0,0.0,0.0
0.00,68.34,29.23,0.08,0.00,2.35,0.0,0.0,0.0,0.0,0.0
0.00,60.45,36.61,0.25,0.00,2.69,336.0,336.0,2.0,0.0,0.0
0.00,51.08,47.08,0.00,0.00,1.83,0.0,0.0,0.0,0.0,0.0
0.00,53.71,44.45,0.00,0.00,1.83,6852.0,6852.0,3.0,0.0,0.0
0.00,57.76,39.57,0.00,0.00,2.67,62800.0,62800.0,21.0,0.0,0.0
0.00,54.47,43.44,0.00,0.00,2.09,66688.0,66688.0,13.0,0.0,0.0
0.00,52.30,45.77,0.17,0.00,1.76,4.0,4.0,1.0,0.0,0.0
0.00,54.74,43.34,0.00,0.00,1.91,0.0,0.0,0.0,0.0,0.0
0.00,60.13,39.03,0.00,0.00,0.83,29976.0,29976.0,9.0,0.0,0.0
0.00,62.73,36.69,0.00,0.00,0.58,0.0,0.0,0.0,0.0,0.0
0.00,61.40,37.77,0.00,0.00,0.83,0.0,0.0,0.0,0.0,0.0
0.00,55.29,44.05,0.17,0.00,0.50,96.0,96.0,2.0,0.0,0.0
0.00,55.14,44.19,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,55.13,43.20,0.00,0.00,1.67,43652.0,43652.0,24.0,0.0,0.0
0.00,54.51,45.16,0.00,0.00,0.33,111936.0,111936.0,31.0,0.0,0.0
0.00,53.42,46.16,0.00,0.00,0.42,118388.0,118388.0,15.0,0.0,0.0
0.00,54.17,34.67,10.42,0.00,0.75,121192.0,121192.0,15.0,0.0,0.0
0.00,53.81,35.24,10.48,0.00,0.47,234928.0,110815.09,17.45,0.0,0.0
0.00,54.63,42.79,1.58,0.00,1.00,99788.0,99788.0,110.0,0.0,0.0
0.00,51.25,48.16,0.00,0.00,0.58,109860.0,109860.0,15.0,0.0,0.0
0.00,56.31,42.94,0.17,0.00,0.58,84.0,84.0,2.0,0.0,0.0
0.00,52.13,47.62,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,53.08,46.58,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,53.47,44.35,0.84,0.00,1.34,77132.0,77132.0,27.0,0.0,0.0
0.00,36.89,58.10,3.67,0.00,1.34,114460.0,114460.0,15.0,0.0,0.0
0.00,37.63,59.28,1.51,0.00,1.59,32272.0,32272.0,25.0,0.0,0.0
0.00,17.74,81.77,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,23.58,75.84,0.00,0.00,0.59,0.0,0.0,0.0,0.0,0.0
0.00,43.63,55.37,0.00,0.00,1.00,18212.0,18212.0,58.0,0.0,0.0
0.00,49.46,49.21,0.00,0.00,1.34,0.0,0.0,0.0,0.0,0.0
0.00,45.40,51.92,1.00,0.00,1.67,304.0,304.0,2.0,0.0,0.0
0.00,42.36,55.30,0.00,0.00,2.34,0.0,0.0,0.0,0.0,0.0
0.00,33.22,64.87,0.00,0.00,1.91,0.0,0.0,0.0,0.0,0.0
0.00,35.98,60.52,1.25,0.00,2.25,75308.0,75308.0,76.0,0.0,0.0
0.00,24.83,61.45,11.45,0.00,2.26,118784.0,118784.0,37.0,0.0,0.0
0.00,18.39,58.57,21.55,0.00,1.50,116704.0,116704.0,22.0,0.0,0.0
0.00,15.27,59.99,23.45,0.00,1.29,274080.0,95832.17,25.17,0.0,0.0
0.00,37.44,61.56,0.00,0.00,1.01,0.0,0.0,0.0,0.0,0.0
0.00,47.66,51.25,0.33,0.00,0.75,276.0,276.0,2.0,0.0,0.0
0.00,32.09,62.93,4.16,0.00,0.83,0.0,0.0,313.0,48708.0,48708.0
0.00,25.67,65.44,6.80,0.00,2.10,0.0,0.0,585.0,94052.0,94052.0
0.00,27.73,67.11,3.91,0.00,1.25,48.0,48.0,312.0,52892.0,52892.0
0.00,25.77,73.47,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,24.50,74.25,0.33,0.00,0.92,124.0,124.0,2.0,0.0,0.0
0.00,25.10,68.62,5.27,0.00,1.00,0.0,0.0,492.0,75812.0,75812.0
0.00,28.94,68.72,1.00,0.00,1.33,0.0,0.0,101.0,16680.0,16680.0
0.00,24.81,74.44,0.00,0.00,0.75,452.0,452.0,63.0,0.0,0.0
0.00,25.06,74.27,0.00,0.00,0.67,0.0,0.0,0.0,0.0,0.0
0.00,33.58,65.75,0.17,0.00,0.50,56.0,56.0,2.0,0.0,0.0
0.00,32.20,67.55,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,28.07,71.68,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,28.05,71.54,0.00,0.00,0.41,0.0,0.0,0.0,0.0,0.0
0.00,26.04,73.63,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,25.52,74.15,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,27.83,71.50,0.25,0.00,0.42,36.0,36.0,2.0,0.0,0.0
0.00,27.23,72.35,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,26.67,73.17,0.00,0.00,0.17,496.0,496.0,53.0,0.0,0.0
0.00,26.63,73.04,0.00,0.00,0.33,0.0,0.0,0.0,0.0,0.0
0.00,25.58,73.92,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,25.35,74.15,0.17,0.00,0.33,148.0,148.0,2.0,0.0,0.0
0.00,27.42,72.08,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,25.19,72.48,1.75,0.00,0.58,22972.0,22972.0,32.0,0.0,0.0
0.00,14.49,75.19,9.24,0.00,1.08,116768.0,116768.0,135.0,0.0,0.0
0.00,9.04,81.51,9.12,0.00,0.33,118816.0,118816.0,71.0,0.0,0.0
0.00,16.60,69.32,12.91,0.00,1.17,44028.0,44028.0,111.0,0.0,0.0
0.00,0.75,99.25,0.00,0.00,0.00,4.0,4.0,2.0,0.0,0.0
0.00,5.36,94.05,0.08,0.00,0.50,152.0,152.0,72.0,0.0,0.0
0.00,0.17,99.58,0.00,0.00,0.25,48.0,48.0,10.0,0.0,0.0
0.00,0.00,99.92,0.00,0.00,0.08,0.0,0.0,0.0,0.0,0.0
0.00,0.17,99.67,0.17,0.00,0.00,220.0,220.0,2.0,0.0,0.0
0.00,0.42,99.42,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,3.58,93.18,0.00,0.00,3.24,0.0,0.0,0.0,0.0,0.0
0.00,16.71,83.04,0.00,0.00,0.25,100.0,100.0,3.0,0.0,0.0
0.00,13.33,86.17,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,14.26,85.32,0.17,0.00,0.25,500.0,500.0,6.0,0.0,0.0
0.00,5.25,94.67,0.00,0.00,0.08,8.0,8.0,4.0,0.0,0.0
0.00,1.42,98.33,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,14.36,85.48,0.00,0.00,0.17,0.0,0.0,0.0,0.0,0.0
0.00,17.53,82.05,0.00,0.00,0.42,0.0,0.0,0.0,0.0,0.0
0.00,12.18,86.82,0.25,0.00,0.75,220.0,220.0,6.0,0.0,0.0
0.00,0.58,99.25,0.00,0.00,0.17,32.0,32.0,1.0,0.0,0.0
0.00,1.17,98.83,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0
0.00,14.68,84.65,0.00,0.00,0.67,444.0,444.0,56.0,0.0,0.0
0.00,16.35,83.40,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,14.54,85.05,0.08,0.00,0.33,244.0,244.0,24.0,0.0,0.0
0.00,2.59,97.16,0.00,0.00,0.25,100.0,100.0,34.0,0.0,0.0
