time,L2 Instruction Reads,L2 Instruction Read Misses,instructions
202.480859269,33272541,4809396,11155202044
203.481477212,40261707,5879855,10989462400
204.482087502,150681717,43418327,17265325286
205.482745525,262603694,79874679,15429201405
206.483396211,312569530,77936011,15450801234
207.483986708,325762234,58423046,18781081116
208.484602019,310330400,41167458,20759764000
209.485299688,262533084,27986821,20365785464
210.485942285,295827449,39214890,19690072400
211.486595211,309843375,36934013,20873835462
212.487223413,341782530,33582862,20209006735
213.487863311,321566101,24942276,22586971205
214.488503374,320354500,24447666,22308379687
215.489149516,290199128,22552423,21470541422
216.489773103,306488771,23210207,22741900539
217.490281719,338843830,26017204,20640573190
218.490911459,324494777,22642346,21197723495
219.49151676,311833561,22303982,22514319206
220.492130873,360785785,33262323,21407466431
221.492767202,348488226,33399764,21011736963
222.493391036,385348893,35506052,20998120058
223.494035374,391506872,30279290,21735145706
224.494679543,376844493,22104365,21627152694
225.495315457,357544697,24155378,22166055536
226.495949085,379488000,25999789,22222870226
227.496576682,375460941,21696055,21967290704
228.910991939,529916113,34173835,31340417042
229.911634004,379352001,26247245,22344558979
230.91225734,363015511,19782964,22670504669
231.912823264,378902906,23536153,21753640353
232.913345911,450108935,26916672,17499673489
233.913930307,421903029,22848184,18590812142
234.914561021,374848109,24406063,22106297713
235.915116004,408012693,26793522,20692869918
236.91564096,367851825,21210087,21697427925
237.916254388,402420922,26766072,20298119750
239.270459675,490624770,31443883,30095570419
240.27109319,357822746,21541768,22264983659
241.271645839,384593764,20713865,20240710011
242.272262783,368154839,25269528,21329713235
243.272701546,229127102,24941007,15413187054
244.273262682,148688833,16385890,18289471703
245.273769158,179772191,37041508,18100366537
246.27432737,223297598,44257209,17411095154
247.274899129,152715389,38325439,14833136653
248.275465081,116895161,22171056,14352878690
249.275925885,83330122,7064362,15167820350
250.276503269,90485891,9247833,13047018189
251.277075487,79203653,7318315,16901466454
252.277617677,74830929,6417462,16697656251
253.278070964,73462309,8380543,15835833570
254.278508894,52897763,8403388,12929289641
255.278912368,73947210,20531427,9803468999
256.279433494,127777370,30836546,9452537439
257.279983822,143943626,23206285,13742706129
258.280616708,148808386,25060440,16788665745
259.281069237,134312809,19818128,15659943641
260.281624903,109288235,11599816,12560638896
261.282091727,103219803,6293023,16058987404
262.282531209,91819958,5450338,14748329629
263.282999719,103726750,8498549,16384213547
264.283453355,107968302,7561554,13062839727
265.283923315,105362789,8939550,15240436358
266.284476065,100882373,6672782,15441376254
267.285018112,97503821,4861447,16618183828
268.2855703,113395119,10287447,16438775550
269.286122725,143184723,24317785,14420983666
270.286675705,142467406,14457016,15967747995
271.287131947,112484001,7275534,16731772939
272.28758244,111132958,7025131,16791560815
273.288129268,104503938,4416895,17019927879
274.288689897,107758038,5797179,16751698384
275.289275171,107263056,5700454,16938126267
276.289735886,103031317,4307409,16833020236
277.290200094,107893824,5682722,16882118002
278.290657675,110525072,5989779,16712941523
279.291195868,114419404,7094814,16937736928
280.291694078,85636587,7716145,14208811190
281.292217499,39348112,3507111,6158997119
282.292786612,49109080,10086880,5953733008
283.293305562,906735,350025,29657666
284.293837453,1228259,481219,49102952
285.294324284,897254,323884,17758495
286.294743158,114786,49258,765082
287.295127966,109675,48328,722203
288.295597174,888702,321646,17718465
289.295940657,17455055,4917103,1635617901
290.296259965,58646390,16848060,6159460139
291.296613453,58422934,18532695,5248901075
292.296996627,62072073,18825864,4845940322
293.297457927,19093768,5233933,1368917306
294.298102298,2850533,1021558,148322304
295.298550997,51660490,15410670,4452536254
296.298928009,70048420,20769929,7555584355
297.299400756,57818039,20046976,4215785329
298.299920142,1805963,619846,228878209
299.300461937,575086,217468,21278052
300.301037502,1540085,570513,46944158
301.301535955,50722730,14699701,4935422406
302.301913648,61616147,17994298,7082861406
303.30236461,59263342,19911274,4679173267
304.302871152,8232811,3043344,1038987175
305.053837665,1643715,577910,86243112
