time,L2 Read Hits,L2 Reads,instructions
77.051783022,53098309,72676216,13539740153
78.052321234,100557206,146276127,11545962457
79.052941746,157557735,253454729,12277452150
80.053557118,178590527,308993000,14669308698
81.054174748,189698904,321376606,14496760551
82.05481171,155190829,277360038,13314967139
83.055465514,108219843,195613658,13057273374
84.056052318,139616428,224396169,15092892377
85.056663755,134139311,184859106,16901274982
86.057305053,116054862,154112949,19407379079
87.057939082,91675165,119449768,20199168869
88.058487326,101816084,129607196,19080884771
89.059006348,109823190,138286265,17796503053
90.059630024,119874980,141610905,16701244636
91.060245282,115133428,141349098,17152283178
92.060786389,75644250,102858134,18745254709
93.061271206,53965121,73588773,15008302921
94.061832817,84339499,124726722,10196741916
95.062436413,166090573,272720435,12970346763
96.063062281,164858102,285632340,14210787992
97.064288584,194534420,320896326,14057359709
98.064923084,107278376,194099222,11214328748
99.065568062,128743323,225453027,10915586070
100.066111283,103877700,157182787,12233648130
101.066727006,85912362,115555313,15125617982
102.067292044,74450032,99190231,16400521823
103.067828482,63912986,82437842,16085579967
104.068436959,72759587,95612616,16108467379
105.069056557,75822174,100135418,16400895737
106.069587164,90856023,111081731,13915052673
107.070136615,77549166,99922063,15432452628
108.070644453,58770254,81270700,13576154835
109.071106238,68992303,103156764,6623310529
110.071583718,127808983,204176179,10770824980
111.072219852,141400648,245197806,12547201589
112.072871976,138960457,238330780,12281643414
113.073540553,120202866,204327947,11902270614
114.074157035,104119615,170254613,13700778623
115.074674339,106727559,153158678,15059359905
116.075290763,76194278,99928747,16031455850
117.07590855,87843114,109659494,14128816859
118.076523648,89406326,110363922,13814930145
119.077036078,83974173,103794992,14389942429
120.077650887,88756993,108290164,13662721474
121.078307884,70351257,90805937,16254803983
122.078819722,59436693,78380804,13121817306
123.079286359,33674982,44912687,7006317627
124.079855865,57125705,85273060,5312374106
125.08035434,111976090,180042166,9259112412
126.081005103,138249013,231323268,11831986223
127.081636229,139262496,243828234,12682380845
128.082156831,139129091,231261285,11810126272
129.082701956,95821899,163047549,12560519597
130.083309131,111820845,157690214,14973607474
131.083860098,72435495,101729699,16678071585
132.084468434,68287696,90055892,15030460024
133.085141007,79091643,99420386,14035068727
134.085682713,78319988,100724050,14277492647
135.086257258,60527965,81096030,16254255405
136.086772146,56267884,74951997,16383422678
137.087253537,50893879,73847581,13414613945
138.087739877,63443884,95432098,9027433172
139.088337489,138267533,248532082,13444935830
140.088921826,183325612,319823308,14551757537
141.089533782,181250426,315868025,14731229259
142.093600284,194387281,321818756,14158064071
143.094203344,189662912,330443972,14926128410
144.09479446,187321820,324020761,14833961634
145.09539711,167087236,290558611,13731540265
146.095970076,139977083,261762625,13836305397
147.096480223,157128087,273208093,13112714180
148.097066165,151942452,263400400,13660575477
149.097655249,234086868,379940927,14221624401
150.098242113,180779012,319043835,15015696063
151.098861792,202840156,343197776,15128334468
152.09948962,172926858,300160690,14254486092
153.10008904,146670389,277148785,14559131940
154.100514956,156282648,278809794,12629926586
155.101054466,107792741,184123022,10701801579
156.10148726,184584143,318383973,14456713646
157.102056627,204008948,337710626,14326615403
158.102654937,169962380,288720591,13868552795
159.103268397,187870657,330004354,15306588529
160.103870271,196044034,348995627,15108008505
161.10446396,165914523,284529938,14225730130
162.10499386,162132088,288963775,14087870132
163.10556033,179615553,320257218,14278327982
164.106148574,161327090,283657059,14015082770
165.10673186,199298298,333907794,14487027728
166.107338879,183782221,316172486,14636918870
167.107931597,190126938,325306245,14913278081
168.108538372,170670967,303440446,14650591804
169.109169782,184450685,322423291,14445147208
170.109754885,148617794,275295644,14013564125
171.110326249,170553564,292417562,13594711402
172.110767434,161763335,271462662,13245888140
173.111204547,117257821,203451825,10861723793
174.111623297,61211457,113105001,6494132603
175.112125019,18605239,34199629,1593864069
176.112614967,369866,901996,41664364
177.113145314,258880,552031,30146057
178.113585379,11512,40940,852610
179.114043769,150455,340436,18046271
180.114431425,10977,39867,799702
181.114868115,465930,1151723,76710423
182.115324691,30667792,49824795,3505641199
183.115659547,81911032,126386377,6762110355
184.116029061,32242150,58832965,4064056659
185.116519022,40405692,69452342,3998198109
186.11706444,728762,2057745,188859402
187.117497238,12964993,22840430,1831983373
188.117901592,76405305,118190402,6370174833
189.118275091,61252070,98144644,5830289025
190.11881153,18825648,38515526,2456141696
191.119361224,382547,758550,30026416
192.119914252,277429,529513,21310500
193.120313016,12538225,21243988,1686184753
194.1207044,80520296,123463503,6698866603
195.121098978,59659810,97386908,6006514212
196.121508316,38687316,71960869,4158746540
197.12201767,699111,1393199,72147515
198.122410294,969279,1634273,87204834
198.174127193,1556,6624,70507
