time,Total Resource Stalls,cycles,RS Resource Stalls
161.092391886,4626449719,21094046136,1661388782
162.092939878,4430233715,21062313901,1595935782
163.093515212,4217838554,21182403571,1535074316
164.094071897,4528866489,22067711107,1659399475
165.094641067,4338944186,21133123957,1603151752
166.095235431,4540384552,21027720754,1662034734
167.095796576,4149055291,20824298948,1533258890
168.096748989,4617732293,21580718966,1676043496
169.097295585,4681767847,21317392613,1662121321
170.097850819,4189479333,20163075135,1534622310
171.098292976,3580680356,17319337030,1405401521
172.098691647,2454242414,12086845593,1140835332
173.099177092,530401581,2045930326,263815826
174.099509921,15176716,72153833,7315425
175.09996955,3334430,26273050,1465085
176.100337415,223171,3269686,144189
177.100737332,209219,3331411,133868
178.101171063,3036014,24734093,1347688
179.101592117,19642842,79887223,9693370
180.10200901,498212197,3055520730,252023759
181.102400199,1192639499,6137213156,633833557
182.102822836,758190638,4370302638,406272234
183.103347384,671194884,3758310739,374468533
184.103921559,55403128,297821575,34171144
185.104302283,339990228,2050731960,174926740
186.104659887,1278966025,6483358848,600116927
187.105021535,1035415902,5735197238,475581505
188.105523698,583562820,3037389190,288536174
189.106063103,7451969,27487461,2869235
190.106591842,11838107,59264602,5245971
191.106964671,355240199,2114725384,155283618
192.107343599,1242979667,6497391561,666577941
193.107740893,1043624996,5392461310,544756808
194.10813857,861815491,4047636602,458015462
195.108523391,28978905,118211797,11931921
196.108932011,14886575,73476472,6521456
196.439079786,857710,5361647,487463
