time,SB Resource Stalls,cycles,ROB Resource Stalls
106.060111052,118222656,8635605559,36493583
107.060595196,103127502,6376787541,30309989
108.061180597,352300459,8612394872,58202703
109.061781637,609338368,12018004370,99084401
110.062423375,725993398,16307526540,123697857
111.063089179,733960867,16596927867,141325920
112.063733355,655817132,14668215844,108260882
113.064295092,379597423,12250304307,72206187
114.064809355,345611364,12447315748,33579781
115.065417758,108264281,9334460994,18527266
116.066034427,118168114,10078278207,22231145
117.066549458,133257959,10345292789,25719705
118.067110711,111149192,10063925697,20260471
119.067804974,93748086,9843565665,18048045
120.068423617,101238077,9822238857,18273365
121.068920104,95610698,7049833073,23125322
122.069412874,68516151,4660276471,20366926
123.070014008,335346013,6943577014,43813033
124.070490142,548673959,10652612327,79907659
125.071088262,732028300,15582142775,108683630
126.071753861,812506881,17273092220,152253250
127.072377175,610309342,13981757728,114599399
128.072891649,502381972,13123914292,89612066
129.07350382,253935773,11268302604,35702967
130.074121813,128372056,9929694392,21538290
131.074728372,119912143,9798767334,31468272
132.07533562,103105390,9372249829,29045191
133.075845597,128633902,10364333896,28628610
134.076350959,82343743,9166104358,11852469
135.076845096,105135587,9138333348,17489491
136.077427718,91252748,6735833022,22782445
137.0780379,324615492,10820822242,37204911
138.078550263,401343790,11855600711,92504933
139.07912709,266789000,5388304672,60543555
140.079739624,490653021,10300494232,60343683
141.080359216,642969911,15156663307,104061110
142.080909407,518249251,14233267412,99150235
143.081419705,240935301,7191784940,47328611
144.08192657,46460219,3180474176,14298403
145.082446106,67047771,3581673096,15870783
146.08298081,39472325,3247252761,13967863
147.083507721,44114966,3241610766,15234092
148.084114132,214675923,6675487404,69583466
149.084575116,610342576,15265793093,190146276
150.085098581,861437012,16961694011,120971012
151.085654392,1040137160,21312622826,148480953
152.086235405,1088434152,21742130964,173396108
153.086851373,1125342908,21754130254,158320718
154.087476921,1089304266,21986196474,154303731
155.088108544,975636954,21669723518,181222099
156.088637443,869815311,19136261216,185420297
157.089439573,870966723,18311385053,139229338
158.090009519,1012004770,20632521697,175174831
159.090562579,1085304939,21167994570,145831115
160.09117506,1133242052,21960694377,136419446
161.091806108,1075055235,21965938567,177530621
162.09242669,1023158032,22132210941,185121326
163.093991824,870504266,19070999532,167056953
164.094466762,805035297,17957994971,153588748
165.095001879,949866944,19168628039,143266353
166.095590777,1073050502,21766756410,150514981
167.096189959,1169977517,21936125867,141903928
168.096803298,1090253218,22175100374,198216886
169.097437606,1044035128,21771099966,182713512
170.098036542,922985120,20261545291,161360060
171.09859639,877443279,19404611789,171661023
172.099104938,680324462,14950397034,167343443
173.099676665,936097476,17797115751,114966875
174.100259824,1061320928,21962301662,141588706
175.100862241,1110857894,22011100920,178182966
176.101458857,1113886026,21741731874,186175514
177.102074548,956190655,20726043872,151420905
178.102692742,959184345,21342917133,155035782
179.103235702,861277723,18919912637,162985179
180.103683824,794256686,16199475703,152043564
181.104193181,522309225,12378203259,119215345
182.104604446,317726317,7698482739,93280155
183.105133161,144900804,3561557333,51002943
184.105634365,5190274,73526180,747175
185.106118739,1065211,26172826,364273
186.1065309,58071,3313344,781
187.106902528,26408,2963077,371
188.107413255,1805212,48059998,1187214
189.107882106,2676203,78116291,3009810
190.10822948,67447431,1091055084,13238260
191.108547004,286675587,5728147371,35010260
192.108869267,202061379,4666987348,47447286
193.10925794,243588149,5027688863,46465156
194.109794291,41932504,913850942,6879515
195.110328309,10533244,277853831,2937559
196.110754635,272133568,5456010376,24278541
197.111130255,312264839,6956124537,72549718
198.111586623,212623408,3841260606,34266788
199.112127829,67565572,886747392,14505352
200.112684053,5260497,59025757,563472
201.113128975,14678030,237022726,2365043
202.113624573,290727992,5855478872,36075211
203.114000903,296596230,6588962492,57337536
204.114392066,163973116,4682711238,50788235
205.114919598,98270697,2102314675,35476694
206.115428845,7789418,111754541,717389
206.632120653,6250309,52767587,435662
