time,L2 Read Hits,L2 Reads,instructions
262.37526683,50474430,67140282,11742247325
263.375722056,39254674,50445862,11565059553
264.376156983,38751984,47879111,11522472799
265.376606577,43896749,53523649,11505614479
266.377032881,46664521,56951997,11523650653
267.377472686,46110369,55072870,11467904444
268.37799437,46428381,55860695,11477786224
269.378528971,49970382,61187406,11560255730
270.379041972,45952895,54992432,11465851700
271.379507539,46291621,55679660,11505469851
272.379967014,48835932,60371419,11632271536
273.380398539,45701942,55151166,11546047193
274.380824191,45366882,54789708,11581737103
275.381233253,50403612,62976288,11823119998
276.381657216,45558873,54450221,11451481009
277.382174019,46199831,55552818,11409794587
278.38261402,46889272,57390119,11464457395
279.383046025,45339023,54190145,11427229339
280.383477584,45243803,54119258,11514259902
281.383929615,46342943,56965638,11609429662
282.38445688,45208153,54030793,11504374845
283.38488691,44833524,53638887,11466016168
284.385326674,39021391,62219429,4278335194
285.385850027,5698725,13083442,508650803
286.386267494,343739,904494,57389863
287.386780131,149910,336525,17777225
288.387186016,9705,37400,781671
289.387562814,9209,35164,745731
290.388041981,144211,328050,17699021
291.388540766,489001,1220039,78184562
292.388886074,41143751,64990813,4703720146
293.38926804,76059969,120302097,6606800631
294.389611503,42621863,78030634,5009036782
295.390163026,25123161,40328919,2640916584
296.39073679,547669,1354361,107220618
297.391154241,21228667,35520955,2680353225
298.391649234,92794380,144735847,7468686096
299.392058979,41744913,69043301,4962510585
300.392604381,7720780,16373649,1077742717
301.393178485,263290,511683,19450244
302.393706401,24515128,38158178,2592749983
303.394114348,79389953,128384933,6276504605
304.394534342,49729410,83034172,4677703720
305.395101265,40749379,73348013,4056626485
306.395610806,855581,1369576,60662373
307.395978448,499807,851775,40098426
307.565793183,138155,306703,17135230
