time,SB Resource Stalls,cycles,ROB Resource Stalls
121.596165994,477417690,8638657801,64018035
122.596760668,962711906,17339036333,139860000
123.597392337,1007211890,20914637827,146151650
124.598027496,1217273949,21187875059,175414729
125.598667018,771768475,17452460929,158610108
126.599303843,875919862,16695000749,183817109
127.599961302,837335078,17419964379,89933216
128.600480591,403731499,14669746947,28594641
129.601112986,262135529,12472897712,37164518
130.601684612,117903641,9177700776,13968683
131.602324801,152940634,10075001316,15197088
132.602934871,307594404,14770112266,210379012
133.60356245,284238216,17147571720,607156316
134.604188844,140091149,11475256915,680174747
135.604733075,390330986,9895152529,331359217
136.605352411,139577345,8794508900,9528918
137.605904227,154203346,9509720297,64490974
138.606436102,31963549,8987777600,720701101
139.607088121,321282412,9538223324,527955931
140.607692808,412386324,10389674709,56280024
141.608220316,324751662,8903717710,45915872
142.608873646,198317479,5731359558,57602843
143.609476495,841667711,16337073138,86338728
144.61011738,690682811,21576160941,96174329
145.61074547,891091383,19483369859,130994644
146.611391446,728009966,15688875761,132682271
147.6120463,669966054,14144130343,129197024
148.612684849,634367536,15503436161,63977482
149.613209663,242934179,12207511808,23900115
150.613793388,112167201,10094101545,11143466
151.614423707,114359094,9633200554,14220858
152.61503345,74368312,4358031046,8469174
153.615667542,159942018,9756249113,24123471
154.616293916,342982976,17988498113,434663424
155.616933064,38893428,9484148678,827060369
156.617480795,368949514,10396617328,524438871
157.618020177,144996580,9173641269,66591236
158.618687334,97667937,9430015181,6276088
159.619235732,68245473,9411627224,540314024
160.619866706,146355332,9201235297,662268489
161.620396547,424575635,10916569548,152060348
162.621013667,327482805,9355187337,41368868
163.621656205,361968274,8992475649,71757524
164.622250021,185404499,1239997530,19473613
165.622761845,635991859,11999760144,68841901
166.623410481,904485322,19334542274,161315418
167.624127543,739050580,15867811193,134182357
168.624789054,726017241,14303085561,140674256
169.625421524,634213195,14967671683,72296101
170.62605706,331838992,13440333620,25461427
171.626580844,150561218,10512575882,16926644
172.627161124,137562777,9874544055,17912148
173.627814993,200946816,11466039846,20512908
174.628437448,310906042,16702716879,405526692
175.629055445,108904506,13440380683,629656435
176.629669684,284683581,9831585577,569065773
177.630176452,276901185,10067048750,135639176
179.126915562,151952615,12132983084,183820079
180.127442578,76146273,9208456087,512659915
181.128089111,288661927,9590416380,404723867
182.128699813,319080203,10611529529,221499960
183.129308671,370152750,10094337010,55186049
184.129785992,190253792,5226458623,45568883
185.130349773,506902863,8085596042,53949312
186.130949471,833904368,19455280347,118994261
187.131546491,707981396,19174813836,89642119
188.132065894,481438340,10577845399,106176235
189.132599384,733178719,15176108446,90879769
190.133222339,657191460,16128747282,80604526
191.133760984,463084926,12405194147,71180752
192.134392095,533515875,10827494239,108623208
193.135032364,356882072,10264338539,140479920
194.135657472,460108592,14610678146,275408255
195.136263375,354985251,13213084408,355127749
196.136888314,317748447,9636757253,307056635
197.137501904,361149843,10275129731,242270026
198.138033018,326492679,9002940976,109866956
199.138558437,132200706,6952554697,203994258
200.139073098,277298948,7178548740,115723319
201.139637974,219122416,5896373422,47911649
202.140143352,162099926,3401464124,22251584
203.140754861,640796386,14288036982,102152850
204.141385286,893439215,21496757942,164206710
205.141979171,1160926961,22088548525,93923405
206.142620807,799634735,21874311089,99146287
207.143221888,679224481,20564349047,85148061
208.143835926,563795945,19908008459,57408886
209.144468446,518486167,19102930829,51799797
210.145082612,268760001,17697057045,36812532
211.145725195,384061637,18081644598,50341627
212.146361979,272352377,17705737001,32425055
213.146984806,345072004,18310626468,59438595
214.147624363,374372284,18204255391,43744882
215.148271377,199593094,17209323849,27213938
216.148888458,484544210,18407230945,77160709
217.149517021,194746887,17445767199,29892497
218.150141961,214731599,17274657072,31037743
219.15077667,336715524,18997705454,67412547
220.15143044,471456699,18771703259,50948144
221.152077627,388321323,19860576762,30333312
222.152710452,190806132,18056473069,27101174
223.153342974,153394284,17536020276,26904139
224.200135473,143388903,18237259937,26093572
225.200775778,159144007,17893713202,26436496
226.201412783,138659351,17505847183,24347427
227.202053402,132711461,17295428058,23924416
228.204303941,155161517,18138591586,25505649
229.204947212,118741886,17239497882,22135767
230.205601447,122058552,16941769983,22238912
231.206246679,142522258,17417344797,25648560
232.2072747,122098880,17094323573,18942449
233.207927713,128325208,17430338005,22737047
234.208576934,125042630,17026675778,22172597
235.209205732,139360741,17583843823,25955889
236.212268481,125463395,17232063484,21343001
237.212903121,130534040,17131293209,19462613
238.213534715,135804597,17383468245,23165948
239.214172843,121291635,17018666431,21432009
240.21480886,128278569,17286619310,23912488
241.215426387,121334475,15053642484,88075991
242.21604296,37466268,6342282226,50780634
243.216648486,37599184,6144375052,11987886
244.217213018,35136761,6185423634,12084629
245.326471319,50022768,6949418830,18530507
246.327124531,138170047,7968203570,29799472
247.327552404,218134254,9920040637,80643185
248.328021404,45367306,6135947254,15894363
249.328574688,327417751,11719362374,39319920
250.329160592,557742318,17006356988,82947910
251.329657621,567383449,15051331185,102904404
252.330152487,716745808,10489353547,172187891
253.330567365,775382404,10942696079,197657604
254.331010789,600696410,7078923671,165583407
255.331425114,659573556,7614006269,126556022
256.331862237,417484734,6353837088,69468093
257.332306803,575782947,8351367945,89956302
258.332712659,459512844,6685820230,75195072
259.333148775,318003949,6949007225,58104453
260.333648324,298473998,9252896665,57152118
261.334161137,207984010,8539645210,25260255
262.334586788,37910656,6464353567,15119780
263.335015,38088913,6157907986,16439985
264.335482452,30814901,6101218487,14339096
265.336018352,23706013,5975746477,11807632
266.336448509,35592012,5989308409,13337761
267.336894279,24042546,6009015815,11674038
268.337306276,51083197,6043297791,6451807
269.337746775,52488621,6258701850,9687305
270.338150398,23484007,5821001588,11858123
271.33856838,33346535,6111866174,13036175
272.339003357,34309244,6290620782,14170225
273.339428901,29618683,5985793479,13281833
274.339870682,30530153,6042540679,13031173
275.340290108,29433236,5996405982,13513049
276.340702156,32602835,6078049455,13072348
277.341122537,30278974,6000554104,12980736
278.341624781,26003231,5888109011,15164316
279.342137412,26302896,5851182054,13430130
280.342650628,31729576,6188020537,13914078
281.343205233,25354754,5937118943,13927988
282.343730521,26918204,6010192570,13375529
283.34425403,27748082,5913611755,47090746
284.344642196,134031766,4679329347,77317491
285.345157813,3123077,46572880,2933042
286.345618161,2861306,61560770,612847
287.346123541,1879532,63691911,635496
288.346527039,54530,3383559,26545
289.346889983,25547,2933520,257
290.347351144,1053343,25673278,341190
291.347669434,34237796,886477237,98860271
292.348065311,288061792,5525714162,66785042
293.348452062,230257330,5461852752,39991280
294.348880708,200466699,4882805753,41023668
295.34927277,144869193,2890457132,19047175
296.349773844,4497940,111319361,1185420
297.350159116,131824589,2567460359,17677972
298.350570664,288550877,6522473361,44024685
299.35098201,256499704,5780494838,42237325
300.351481725,165571831,3062433063,37825364
301.352036258,3846471,26482198,40498
302.352605308,5384684,60632367,572848
303.353009071,141013849,2439942156,12816418
304.353398478,299703726,6807324887,54991295
305.353798182,258236586,5413474899,48212165
306.354171117,143668187,3216748122,45828079
307.354616164,4167126,76562964,415525
307.797215858,5781192,49644288,405415
