time,L2 RFOs,L2 RFO Misses,instructions
121.508931766,82661140,14605499,15275388955
122.509462686,133229383,21023847,14233818685
123.510069487,139768126,26197837,13565147382
124.51067495,141241805,28784613,12703057353
125.511310369,153015305,31973422,13702884104
126.511964222,129480060,31449893,15401880066
127.512601331,134677664,23897228,16667019872
128.51319261,48950612,14800008,17190867275
129.513829234,21759190,6540760,16930912808
130.514387026,23316592,6256391,17677301523
131.514898962,17522490,4987006,18920671896
132.515461752,24280595,4487720,18161225648
133.515969977,24224248,3847089,12319990592
134.516531773,32854063,11459095,6480222650
135.517196842,139635808,19012545,11097240424
136.517841532,146719564,25330456,13946400430
137.518482598,113861567,24656268,12379177278
138.519137765,136994162,27364760,10490705917
139.519768492,126553673,26186987,13124269853
140.520411091,75414478,14799686,14322941156
141.521079387,29550883,7233228,11714593800
142.521642402,23958248,6598262,14777196485
143.52226214,28516065,7597439,13739966433
144.522808208,27988043,6211364,16615159974
145.523406743,15420005,2590257,19271781387
146.523912455,32848162,7371145,16650959343
147.524511287,54278209,6663864,12415238463
148.525136581,95723146,16229774,21703163252
149.525659911,100785830,22294757,19455299509
150.526268551,97419632,20652975,16611516695
151.526905179,144875513,27686871,12511923577
152.527535556,138376510,28648289,12450373431
153.528162811,116642538,22776393,12779901657
154.52868738,78600534,16671135,14473468696
155.529234083,53554417,12590310,16680401548
156.52978805,23698080,6549307,13178931850
157.530365337,23981809,6523207,14372862301
158.530925132,27992533,5941749,14834612144
159.53153082,8992694,3067754,19094405476
160.532104464,37271520,6956955,17335762131
161.532681455,20616769,4033445,7765501370
162.533280482,82689773,13938984,9104708911
163.533907464,122471183,19866497,10645706951
164.534549733,140048904,25268808,13003709021
165.535203085,140429480,29543644,12078219250
166.535740597,115529364,26032545,12665131556
167.536259946,102071922,21457085,13643501672
168.536818311,57639976,14187731,15714076941
169.537355162,22930322,6717727,14890175170
170.537885247,21943242,6489588,14045957680
171.538507016,22261649,6489209,17781665899
172.539110167,20347295,3739305,18774486894
173.5395907,27828052,5977823,16715642984
174.540069221,16192106,4253147,9349006190
175.540671679,87179021,13528938,11472408917
176.54116964,118234506,17591434,9411934932
177.54168989,86511717,20547284,9938208564
178.542384728,108841292,16634185,8369945703
179.542899467,114442508,24243497,10733219247
180.543512484,88264083,20788544,15594890168
181.544038847,61813059,11882439,13767362515
182.544633463,36281643,11631654,14171320078
183.545229759,20709935,5152611,15260923383
184.54575142,7036451,2165733,15359687391
185.546249117,22049690,4966653,9972568370
186.546750411,11751511,2962831,7318504486
187.547364978,74945906,10743991,11969169927
188.547891969,66545267,10664393,11698805662
189.548430202,56807520,17879106,10912639917
190.549111165,37366003,10974889,21881807083
191.549711935,121860540,27273111,15035099241
192.550325485,152768836,31499441,15662898257
193.550944804,84085107,19201425,19056833992
194.55157618,88011188,18164740,18753477852
195.55222679,92599174,23762858,17833525649
196.552852308,57237091,11669244,20821077456
197.553489967,31402689,6250268,22666629046
198.554121094,31967721,5666193,21307206024
199.554747895,30303066,5995326,21514763163
200.555388274,41414689,8170868,19845352803
201.556021831,69370853,11593367,20243780845
202.556612292,32624958,5602209,21467486110
203.557241414,76101217,13687694,18690873836
204.557840087,56554943,12019051,17674999227
205.558391166,78740208,13135830,15881397193
206.558928385,120901138,24029917,15591969992
207.559508921,102590248,20184333,14390926999
208.559938775,78358236,16435792,13885668713
209.560372539,35813791,12596334,15318002600
210.560772913,34580964,7220113,14036056739
211.561306535,17990125,5530934,11683125024
212.561807693,104398187,16726325,11481039920
213.562351288,90476030,18736946,13932376862
214.562858711,96458976,19075788,13544685297
215.563402321,37857779,8209949,15953352713
216.563847111,12945076,2814190,15269307673
217.564381735,9612065,2515286,16646226638
218.56492095,20300019,4452459,16553621664
219.565373396,53306250,6943969,14502807037
220.565848782,40345204,7464845,11296045887
221.566364231,31050868,4718739,4647279587
222.566846582,727938,118705,39228855
223.567370066,835796,227309,109038040
224.567762927,12722,3544,706997
225.568152651,12424,3497,708903
226.568592706,164394,99133,18652830
227.569044023,467957,144121,73790504
228.569499052,17741174,3617112,1829499197
229.569927314,71798719,9114718,6126122474
230.570338748,39027204,10071871,5038987553
231.570769484,57493788,8795549,5476743019
232.571289938,2663260,600451,384763123
233.571844558,4231126,1081462,506164890
234.572248576,70397892,7956934,5105579545
235.572627769,64674555,10130788,7114689310
236.573021916,65715231,10004858,4617997393
237.573429393,35761673,4982125,6223563706
238.57393809,15449483,2898956,1553006453
239.574458874,950472,65537,22076024
240.574956455,6705146,1290710,628895397
241.575342581,71798797,9105040,5708187813
242.575707857,68979130,8786416,6547186011
243.576104474,51068244,6104041,4466149252
244.576609192,50823142,7965952,6910850038
245.5771184,10092409,1391848,408599121
246.577577558,2172365,188377,88386022
247.578050448,161440,99218,18571037
248.578431566,11134,3952,710622
249.578825027,9014,3238,638917
250.579264754,161097,98683,18533814
251.579696216,520718,189319,76705555
252.580026962,41450145,7531908,3565913218
253.58042328,65723935,11018855,6506739112
254.5808668,41356316,10029560,4595847725
255.581410846,38230465,5073808,3478421919
256.58194763,2488138,545258,308568973
257.582335684,24440613,4135908,2127772340
258.582721753,64783051,9592537,6226457300
259.58309319,58792949,8562625,5688952475
260.583492736,75353804,11350597,5543599375
261.584047992,20404098,3516057,4396704381
262.584589409,1093454,179244,51152526
263.585135047,921730,62712,20506145
264.585642267,26316427,3837311,2088408060
265.586124683,70825965,9675729,7121939634
266.586543309,64295712,6951773,5384718686
267.587027761,39826458,6226100,4922645883
268.587539251,6991397,1096589,740301412
269.587911826,2169981,179877,87569251
269.689331888,6251,1346,108810
