time,L2 Prefetches,L2 Prefetch Misses,instructions
98.060825851,83020949,52918410,14768832491
99.061375024,63799236,43620477,16050395846
100.061890207,65875540,42363975,14784789009
101.062492211,56357358,39313448,16460219147
102.063050691,59916318,41408069,16657292417
103.06361291,58232632,40510729,16616382687
104.064132189,51650286,37451383,15782116340
105.064633343,36851883,26362696,11248868789
106.065118337,49037985,31811393,8945542796
107.065723298,86035548,53656814,9339465127
108.066384745,111708444,69965894,12075212811
109.06705556,116522107,74401070,12781631131
110.06758336,100126295,65567596,12606654184
111.068131275,84652106,51673253,11898733458
112.068756726,80124441,50223731,14541734362
113.069290713,59138428,39991951,16027902558
114.069810886,64602522,42946461,15915387122
115.070368962,55268147,38957706,16316285551
116.0708831,52746609,36936456,16104512118
117.071456253,57873646,40190251,16383229389
118.072072801,49675675,36194673,16234383790
119.072655781,38470502,26928739,11356086534
120.073257012,48452414,31480955,8830310223
121.073768286,87813329,54459657,9147548493
122.074412403,111388699,71269955,12292134611
123.075066225,115647680,73581514,12784195433
124.075697525,105011530,68197777,12342722332
125.076320962,85256735,52406185,11919310566
126.076861795,87968342,51870793,13047423474
127.077494913,63855723,42946118,16155975667
128.078123486,61521450,42127297,16615164863
129.078664071,53329877,37127427,15976996080
130.079203926,58835168,40104268,16078292522
131.079729913,56080506,38541756,15981427172
132.080260206,52263097,36941142,16216277076
133.08077662,50037614,34897243,13605412846
134.081365475,49928475,32276006,9005678761
135.081839193,83433110,49109171,7215488138
136.08243044,66970356,40780839,7313659810
137.083047677,107859525,66251936,11432313888
138.083667706,120369809,75247524,14404630420
139.08423006,80378451,51578633,11459718885
140.084741458,28027687,19206804,6583581366
141.085331957,18755782,13686117,5810043656
142.085857699,24509640,16702534,5956545767
143.08640716,18434359,13299911,5654775425
144.087033188,20759787,14861076,5984890335
145.087559342,21732196,15561925,5807612314
146.088175377,94464570,64989575,11435056323
147.089663721,126479652,82376464,12730539098
148.090238463,123364250,78252596,12927473912
149.090826767,116890642,75901073,14069356068
150.091433727,127016515,83887891,15187593974
151.092042436,130688612,86377546,14520925687
152.092658571,126937338,84013252,14689447693
153.093237912,115927382,77677512,13794078559
154.093802992,117158740,77865288,13287813067
155.094399604,116362872,74334304,13816542746
156.094974553,125956898,82076464,14734964136
157.095587844,133079909,87498969,15228563399
158.096220063,127648778,82915952,14491972331
159.096784343,121348987,81293890,14905765030
160.097275068,133532963,90192992,14648618628
161.097772323,120467015,79292586,13443807159
162.098374541,111981030,73534341,12854802985
163.098963856,124329798,79597916,14282932800
164.099535573,123206223,81925624,14930844360
165.100157443,133369209,86666691,14932897463
166.100791828,123231338,82491203,14888894565
167.101400612,136863760,93269431,14986845032
168.102021835,116964629,77542407,13995368209
169.102567277,115739421,75416961,12009866964
170.10315816,118188352,72860720,13011469039
171.103754452,115656913,76340348,14387181069
172.104344149,141930333,92413529,15281560927
173.104946036,125404514,82932511,14941005856
174.105573155,128999042,86963659,15123478203
175.106205252,126849740,84455915,14429656912
176.106830773,118663819,80195484,13538677135
177.107290616,108363689,68753154,10681882184
178.107819616,110074357,69908552,11718680861
179.108243109,78839350,50324405,8673939127
180.108662621,79325961,50225791,7721978431
181.109200312,11680448,7909423,964847013
182.109787896,664894,419950,38551220
183.110337948,325796,205051,29702603
184.110756228,53788,37674,741196
185.111226853,381464,233636,18079950
186.111649984,55810,39081,770311
187.112099251,748695,546162,77703332
188.112533062,36667702,21854574,3915308514
189.112889058,71215180,42982369,6798611928
190.113231857,42977494,27788304,4902913384
191.113770442,25096969,15314575,3053924375
192.11436744,634571,438396,79822861
193.11476605,22427066,13686931,2596127637
194.115152478,75667974,44081758,6905465316
195.11554588,41169274,25718930,4511434619
196.11601068,23753563,15244053,2314018531
197.11657864,468493,286697,21941473
198.117118942,327230,198612,21663905
199.11751281,20458620,12076419,2433737816
200.11798532,81274888,49538857,7753014185
201.11839695,36604688,23667969,4419027122
202.118795146,38132103,24317921,3634911725
203.119326376,1147358,681310,93844710
203.769572617,650574,387152,52008748
