time,SB Resource Stalls,cycles,ROB Resource Stalls
187.229523767,9791534,3065907791,175314585
188.230069385,88437287,3476078434,134078400
189.230596555,209595327,3567324371,74242141
190.231153767,505448222,14742498192,66735832
191.231749783,830775475,19859133410,146148478
192.232385667,1027854940,21683213315,88434626
193.233004652,738430942,21963391131,88827742
194.233624713,458125453,20539857275,56841492
195.234243533,393192686,19271633537,48112780
196.234864571,316372582,19347149838,37054928
197.2354683,134638271,17771729338,22624977
198.236097223,155607242,17297327108,21609355
199.236720346,140672236,17596881364,21311049
200.237356152,169452046,18016347738,57327225
201.23809801,257672936,18175503682,43219824
202.238734573,230609692,19134835301,25500017
203.239403616,534995129,20080435143,69633182
204.239947879,635372942,17091160439,118441466
205.240478284,542509909,14699764819,73361301
206.241017812,605896490,15239041396,109323090
207.24146038,787620077,14066051720,100537997
208.241982465,757936107,11080771678,208598482
209.242493299,518677477,8680867557,243871437
210.242998517,623666799,10091173842,177353776
211.243540995,557446869,12026819682,101581781
212.24411622,570876568,15833096950,109438596
213.244562342,428521496,14098591102,65880286
214.245073198,573824858,11443071040,88294830
215.245520534,263314662,9547138154,99413336
216.245981032,281452204,9053180817,114033230
217.246537272,206787958,9678008645,45157591
218.24699678,187790288,10328914587,49805021
219.247418577,361254765,12219634319,77781365
220.247893119,73225235,1597997433,34766072
221.24822636,4889798,73625821,683780
222.248686285,74948,3747516,9025
223.249183049,1031068,24829655,364232
224.249565296,64686,3358766,1669
225.249914264,31428,2944112,955
226.250369885,2973076,89435179,3402597
227.250699928,188743810,3769893527,89812946
228.251033991,283252598,6033362606,51565595
229.251362831,216668010,4805901537,44278034
230.251887035,160387702,3197238041,22881919
231.252424683,3292615,79091242,772235
232.252858235,123705932,2540102473,18160332
233.253240551,325299042,7767823209,51219088
234.253621218,262759179,6082512270,43606132
235.253999235,288997790,5587017429,35076597
236.254391503,197142809,5409327578,75555064
237.254917515,52993351,709617358,12221950
238.2554188,5133435,56314002,556397
239.255806415,131629445,2230943348,12367238
240.256300367,302965768,6761505593,62934520
241.256783441,266085967,4981881681,45650250
242.257250336,250184161,6514893811,58653603
243.257776188,90310155,2724195788,60426145
244.258382998,11053193,154260742,1198286
245.258871456,58301,3720895,8554
246.25925761,24787,2902188,310
247.259732738,1015271,24995251,353327
248.260101266,34513,3012377,550
249.26055278,2614564,75904319,2947283
250.260891978,91054093,1456991006,16013284
251.261205071,278904039,5735635914,33216311
252.261520341,195473428,4720050328,43824689
253.261895033,233910068,4923136622,46537814
254.262450771,58729268,1196922334,6706814
255.262871817,11421307,294871307,2910388
256.263264022,280756713,5445616414,33302704
257.263736663,296247837,6323750561,69730942
258.264236271,264528262,4811795672,33707701
259.264651651,184031407,5278864837,86155234
260.265174667,55064061,831863948,13714946
261.265731711,4405726,37650965,202177
262.26611728,19215504,359278617,4327519
263.266514739,299357916,5837319854,37873390
264.266891823,261213363,5678987900,57571021
265.267274411,223923730,4641838502,49520410
266.267764695,116256725,2634824506,44346220
267.268254103,6230046,85354088,358481
267.657037278,6265300,54591805,426125
