time,L2 Prefetches,L2 Prefetch Misses,instructions
183.216464823,19017684,12366272,12777918270
184.21698284,19393842,14211331,8492780890
185.217489793,5707269,4509366,6630064781
186.218014363,8758532,5077647,6445583864
187.218752327,9908423,6129664,2124855464
188.219322887,25748723,15450379,22353272472
189.219944049,92789444,64384758,15123957263
190.220568444,104755191,70161798,13167350194
191.221205264,139704468,76618670,15689421642
192.221827628,124497604,71484507,18903187932
193.222479408,134665070,79104651,19421455077
194.223125077,135102776,76895793,20176263819
195.223643672,122139739,61453289,21743188911
196.224260956,119383362,64662646,21290235696
197.224857192,160095510,84433087,21527902227
198.225474148,138439241,71584447,19085151750
199.226096872,141823755,70149746,19887658064
200.226720817,155727790,76516312,19803714737
201.227353887,151318284,77001579,21310135940
202.228025537,127280805,68170527,18833988794
203.228452568,129016661,83666791,14995617251
204.22898959,71090427,45149662,12259201836
205.22953601,112548885,72609937,14941200881
206.230082895,95845026,62667234,14571540230
207.230615729,100189293,74663649,13705528862
208.23102017,40020048,23773410,13180941941
209.231421353,7401553,4150190,10337991184
210.231935346,42172092,23767157,12216146925
211.232480767,102790637,67705392,14188252454
212.232966241,104578912,61378052,11481453246
213.233416125,74521932,50855101,14938024461
214.233943276,39698399,27238289,16317168513
215.234430039,36181715,25007428,15586626275
216.234869346,41554123,28813504,16090746540
217.235348141,51667909,35211339,13206305370
218.235809518,64050948,39830052,16614766998
219.236384355,68766621,43917083,13509271348
220.236906783,33802594,22035403,4313505995
221.237333457,915637,578139,69295678
222.237805818,49846,35047,783007
223.238228139,55059,39001,773526
224.238672776,381944,230856,18517005
225.239052817,53472,37727,718078
226.239490112,1050333,777038,108277455
227.23985821,29840182,18029564,3584153935
228.240207897,64116269,39374251,6813587461
229.240523872,45932496,30795832,5275834050
230.241057512,33547498,20592354,3941524294
231.241611029,2040419,1389327,288829719
232.242021724,15401938,9521043,1783628695
233.242497108,63522551,37551334,6206479595
234.242883451,46185440,30082029,5090637147
235.243251681,44884762,25684327,4495556578
236.243621719,45870875,25451915,6338813013
237.244137462,7733239,4923121,998512690
238.244690246,288548,180846,20186408
239.245129414,15337584,9444393,1695290219
240.245604198,70466241,42191188,6705416813
241.245997029,56734239,33124808,5881308159
242.246410033,56803933,35033866,5775482354
243.246801624,41147131,20524654,4418270188
244.247242899,789014,469118,59844163
245.247690729,768108,453352,59671773
246.248168583,48080,34431,632679
247.248546668,53684,38185,707506
248.249028937,642888,449692,43498215
249.249486786,140388,97678,6619684
250.249811944,8153432,4996934,703933408
251.250163001,60440389,35235551,6118970127
252.250498544,41724385,27654896,4426111459
253.25087456,50214189,31563398,5263689561
254.251361123,17644951,9989365,1956785382
255.251877695,626838,433861,79695762
256.252269788,35046133,20605240,3800586845
257.252646914,82076633,49623242,7857118939
258.252999765,33712848,21503470,3878746966
259.2533951,52167853,26859046,5548442708
260.25388504,16823573,10463755,2971133974
261.254430511,551119,327518,30179568
262.254966878,279929,176387,20105473
263.255379725,36257791,20748253,3769897402
264.255740487,83197768,49883641,7828212838
265.256111711,39628985,24055620,4650366206
266.256632325,46413442,27668717,4215813839
267.25714509,2355326,1396076,164466841
268.257606244,995959,598134,88044033
268.554673765,18806,13354,209401
