time,cycles,stalled-cycles-frontend
78.04198351,10250285571,5619721271
79.042961937,14984924414,9098963672
80.04340967,16675338294,11165335455
81.043874679,18687218779,12861666018
82.04435917,20085274428,14181369854
83.044837918,18503196370,12345951858
84.045255175,14336811293,8573166328
85.045670221,11380705569,5122884826
86.046065869,10243728248,4494899728
87.046535028,10166831140,4444082363
88.046948473,9517350081,3424881342
89.047411818,10088653750,3976453017
90.047858252,9876465473,3759080182
91.048258557,9559746859,3570327637
92.0486579,6127526437,2102027090
93.049003653,6770854087,3478430274
94.049447716,10043238935,6248959131
95.049925466,16005219898,10343083316
96.050401964,16261362805,10933188319
97.050820861,14833394598,9363931821
98.05125002,12251276084,7248523547
99.057804148,12495121334,6455361873
100.058286245,10485098010,4223819676
101.058695877,10503618608,4224458703
102.059159911,10158196165,4152068351
103.059556117,9874804504,3739993675
104.059943947,9575604321,4512887890
105.060390495,9745299045,4180873261
106.06077699,7719315668,2632731098
107.061123737,4230168485,1489755756
108.061556507,9843340556,5956356251
109.062009366,17254984856,11796362285
110.062469639,16601654114,10970996383
111.062940157,14791839183,9634145602
112.063382771,14171869777,8950440869
113.063799284,11887943159,5910093757
114.064193793,11227397628,5583451051
115.064602617,9657160667,4799415094
116.065004317,10011392754,3871518467
117.065402084,9922084776,3880261617
118.065863072,10157622468,3969137463
119.066327203,9447859058,3353331457
120.06678533,9675761257,3531756725
121.067189316,6500936626,2568251452
122.067672247,663800981,383477363
123.068153303,8881610822,5236371720
124.068645983,17865190897,12245782250
125.069036197,17190541050,11871979720
126.069480584,14729911466,9502459213
127.069936104,14284183901,8965878891
128.070332948,11149765659,5720232857
129.070755073,11793322326,5387716045
130.071177213,9589862629,3567571979
131.071641719,9628256667,3554844610
132.072066119,9830955881,3904160352
133.072453066,9892942511,3785756702
134.072850055,9871852567,3654292114
135.073257316,9942270176,3754534221
136.073625327,5721198470,2574152272
137.074043811,4224353900,2137945585
138.074400782,7100973574,3688945840
139.074767122,8520503843,4775967494
140.075232289,16291447022,10714729214
141.075669192,15194323234,9609130241
142.07604814,9409184950,4793005056
143.076471847,3303366288,1101360786
144.07687265,3146271900,1038767459
145.077257351,3476190881,1237053846
146.077644738,3062188247,1004293027
147.078028182,3531011897,1333673250
148.078466352,3153025031,1415628377
149.078922222,18447098831,12756909849
150.079308029,14893312862,9822098054
151.079747886,19861238021,13969402953
152.08490939,22024868525,15939831039
153.085357201,22237192434,16106470540
154.085825151,21850707379,15919140286
155.086278365,21364848529,15314560389
156.086694421,19560837847,13902314350
157.087099373,16961202933,11734785102
158.087543753,18935589918,13061994260
159.087985285,22073745084,15988850079
160.088439274,22247365766,16204432611
161.088906152,22059331669,16101332126
162.089363396,21417228199,15297519238
163.089825339,21244770924,15263285259
164.090275472,19784440465,14116370817
165.090603836,15429574379,10291026036
166.091027857,20997689449,14939056434
167.091474457,21469283746,15472552363
168.091938621,21723062057,15601284253
169.092394015,21896672813,15893848344
170.092875131,21870776569,15885717426
171.094408969,19698302891,13996792508
172.094821582,19372576525,13513649495
173.0952541,21003762567,15049492827
174.095697511,19935869188,14040984910
175.096156127,22099546689,15957904188
176.096627296,22151294017,16120841535
177.097087691,21764708623,15748230888
178.097526661,20389528400,14492552797
179.097956967,20760389186,14881088638
180.098307644,20097309525,14234679838
181.098698252,14080532298,9239250562
182.099008145,8486926030,5112262292
183.099406666,3007755959,1843054252
184.099793198,82229835,55174140
185.100152332,26388238,18388317
186.100475146,3718306,3092960
187.100778113,3350477,2744752
188.101135687,24746731,16906114
189.101492272,81366454,50082489
190.101800538,2110983867,1148904060
191.102104054,6109797548,3088617561
192.102389461,4322213034,2305577731
193.102696785,5087713003,2580540000
194.10309783,299746998,165921377
195.103476341,789526268,423231314
196.103801845,6059887739,3242570368
197.104091176,6126969740,3703399047
198.104453543,3953416398,2193370624
199.104869631,368305366,249151479
200.105264957,60205336,39719319
201.105566787,785200078,412732731
202.105855152,6307825794,3168149718
203.106176784,5446532849,2830800178
204.106487814,4322179218,2329097615
205.106869076,956557608,556695872
206.107257687,108508761,69074740
206.617868981,53369960,31818323
