time,cycles,stalled-cycles-frontend
70.024813801,22266366273,16298687388
71.025255408,21969850583,15956353947
72.025690196,22221026179,16161893529
73.02611064,20430287146,14397323286
74.026576314,20742838854,14840482714
75.027048979,20664724758,15131868109
76.027501263,21973831733,15992603916
77.027953881,18892886682,11425823172
78.028410332,20021382545,12285442603
79.028857036,18371202051,10480149618
80.029308666,17466886442,10310707229
81.029750165,17615351290,9757515033
82.030222461,17521388294,9565127901
83.030677371,17555541913,9609604759
84.031100164,19481569072,11032740506
85.031542919,17347865548,8826189810
86.031979953,17910337454,10030246929
87.032312993,12524290868,7378254217
88.032738632,17401144044,12114722374
89.033196214,21390419668,15394709598
90.033636534,22215341698,16122125750
91.034101841,21867714528,15845686187
92.034521771,21841899350,15789127647
93.034991445,21125991979,15219365209
94.035454237,21246505613,15022024294
95.035917439,20600143352,14300065977
96.036351309,21323740438,14375410851
97.036800473,20489320598,13054530645
98.037248148,17566770209,9623964303
99.037758971,18761291600,10890687074
100.038212749,18014914831,10118624518
101.038678886,17574171212,9524075012
102.039113822,18263569079,9900538744
103.039543135,18405995720,10079043417
104.039953776,17511826153,9273811127
105.04028101,15322393404,8109970172
106.040682237,15912460987,10077544826
107.04108623,21193339783,14948627267
108.041502701,22081282457,15986934417
109.04193036,21657534724,15731586753
110.042357544,20588791292,14601069219
111.042814413,20468468790,14568399506
112.043258429,20440983315,14732309487
113.043716538,20380372293,13984226659
114.044116583,16186592178,9350121178
115.044567373,13406316563,6160884397
116.045025813,13593734363,5874011288
117.045471406,12091981553,4736307013
118.045906848,13401241612,5596811006
119.046366334,13728687786,5904918399
120.04672876,10934347954,4764414772
121.047132221,7022390615,3963525133
122.047562884,12026367423,7680369469
123.047997986,19733729631,13724774073
124.048441759,20470711498,14471333097
125.048906827,19019061152,13178828354
126.049384468,17966259246,12282005409
127.049863742,16032895996,10166046325
128.050258603,10512104542,6000635769
129.050637387,9868088736,3770823549
130.051022315,9766507004,4407290806
131.051459888,9990888198,4977508047
132.051863264,10547418844,4132621619
133.052264414,9634839675,3525607249
134.052626306,8032533113,3500274969
135.052985829,6500377885,3695387354
136.053426726,15919885097,10559984517
137.05383688,18523301010,12979138830
138.054275857,15528676198,10469650127
139.054751626,13107657362,8368740338
140.05513375,14580832389,9225636343
141.055531714,12980231084,7276528885
142.055975857,10046388032,3925839701
143.056430892,9756969585,3634364535
144.056811171,9970945896,3723870191
145.057196761,10262853686,3709009530
146.057592447,9802537691,3535891231
147.058060965,10322248992,5436486480
148.058491356,17983172013,11105419359
149.058952569,20186914530,12934331174
150.059372695,20409306349,13353643219
151.059816293,16611565898,11122265857
152.060220117,15300707033,9951800587
153.063044029,14468907525,9132537456
154.06348706,12664224016,6404386154
155.063940717,9833516414,3858164128
156.064359387,10080298058,3927522892
157.064801257,10715359001,4349847018
158.065232221,9896066512,3682657064
159.06567338,10110558096,4163023180
160.066053392,7445145771,3412156942
161.066407981,9296273163,5028149245
162.066866209,13785371076,8641215609
163.067319971,16716515552,11409186776
164.067781873,15927201449,10548862765
165.06819889,13649011263,8373369309
166.068651568,12574762477,6825230916
167.069056587,11708393217,5526721784
168.069501137,10613048073,4328473504
169.069903927,9114347525,4123383363
170.070304668,9823243900,4448862759
171.070750656,10531425533,4225011529
172.071124656,8314163137,3102015238
173.071503516,6229238232,2896013598
174.071927363,9047215977,5516012869
175.072302699,12405666014,8343721685
176.072668619,11336574946,7083880798
177.073087737,11470286958,6994463255
178.073549073,15033851871,9317182143
179.073998757,14572963692,8886119477
180.07445357,11480097253,6469073463
181.074847815,8982059968,4047712531
182.075231109,10008425591,4509737439
183.495786522,9709571830,4123577516
184.496184553,4227262512,1757628560
185.496644187,7078961929,3414542633
186.497035348,10589951104,5785611239
187.497420997,7152027448,4436511477
188.497810892,15410578588,7937762199
189.498233066,19794426192,13240438497
190.49867586,21189496912,14924405676
191.499106798,21791544767,14938185855
192.499556694,20563483440,13139048136
193.50001012,19237668747,12078048558
194.50046756,20854420813,13382773031
195.500864078,17713416852,10918837264
196.501308672,18116270578,10480326197
197.501768827,17659328501,9313987016
198.502216881,17310083814,10369555633
199.502678654,18880460874,11249058525
200.503129989,19328365926,11555319199
201.503587469,17566678909,9450148942
202.504062187,20917999371,13728861309
203.504421908,14671880792,8400261705
204.504768085,13106336787,7783303785
205.505126963,16987719506,11176191912
206.505447094,16006058311,10020752834
207.505864627,13303081211,8081420496
208.506248376,11463542113,5535420977
209.50659791,6951967509,3109483599
210.506982849,8837619155,3731919008
211.507327252,15714020045,10174923397
212.507669472,15892708028,10150301706
213.507997512,12689685094,6687173081
214.508309667,9857785854,3860266087
215.508650285,8908919947,3017251684
216.509030804,9715323446,3647542017
217.509426604,11268372187,5282052719
218.509848881,10904246591,4518711937
219.51023937,10407547454,6448148187
220.510608851,72571451,51019862
221.510985259,37842437,22954512
222.511278909,3196765,2682837
223.51162774,24835684,16790645
224.511914875,3527856,2930058
225.512253574,87529120,54027656
226.512561237,1713935464,955461179
227.512863239,5688191313,2791096317
228.513162117,4574709276,2375184804
229.513425158,4992127695,2770260712
230.513800183,1278590732,701699742
231.514141056,250507526,142000854
232.514489868,5292356453,2648466840
233.514826203,6304519535,3230491461
234.515175018,4846523712,2546726327
235.51546832,5733375418,3293427339
236.515843402,1979011746,960002818
237.516233316,40236240,26744949
238.516607655,178050276,107459099
239.516937524,5312955290,2675545329
240.517219902,6733331606,4327159011
241.517500036,4502647067,2366315385
242.517787553,6237828258,3161105909
243.518144558,1426777941,817944416
244.518516356,108319227,67812160
245.51892876,57360243,34649974
246.519232724,3551885,3024087
247.519580025,24538653,16548901
248.519858026,3139937,2644522
249.5201932,102844396,63205528
250.52048708,2402061562,1258720258
251.520731108,6141847217,3032438308
252.521009232,4339101039,2316205727
253.521419347,4476850320,2338572796
254.521827968,263943745,144192825
255.52212651,1008980093,550153313
256.522458594,6217263373,3114238272
257.522759614,6007765532,3538622182
258.523052481,4900801764,2570964540
259.523360961,5149992488,2729491147
260.523732577,724469354,484322912
261.524134737,38156581,25146169
262.524455068,1286751671,676040281
263.524736,6227327981,3110554352
264.525016368,5351384577,2859339734
265.525346413,4987410917,2564238436
266.525728773,1577933039,898239079
267.44356142,117751540,71175228
