time,Total Resource Stalls,cycles,RS Resource Stalls
231.859103031,981512098,17785465125,577496570
232.859744618,872930411,17216180571,547246311
233.860278077,840564211,17033930476,501625375
234.860902787,948162151,17543219400,545862661
235.861545253,931625635,17068796221,606055577
236.862202851,953929499,17279035921,590144060
237.862834489,973150105,17620198047,567919415
238.863473619,888481554,17139684158,565126212
239.864111253,934803347,16808988072,610697528
240.864755631,994058180,17468728528,596105114
241.865391261,907674775,16937292813,574134784
242.866030043,871187934,16901014543,565644382
243.866677058,961497081,17452615935,578173766
244.867327468,939800048,16942634136,613845164
245.867942848,1243708919,16873545081,700201384
246.868484758,916290787,8294816142,504158147
247.869082397,476231511,5872981195,388921050
248.869708122,514916872,6220015892,402995605
249.870359902,1573353964,12285705646,820956979
250.870905464,1757952450,12907734714,899859268
251.871522675,1840242170,11577341277,956934176
252.872139535,1289863668,9040670612,702866605
253.872685767,1054590981,7816637051,618994356
254.873133115,2208019553,14003890281,987342321
255.873679552,1205940394,9607099704,679238459
256.874212505,2656799115,13298027564,1152165813
257.874720254,2518887474,10589676920,1248255284
258.875136986,2007804896,8081957931,973115378
259.875556026,1457512357,6907101801,694075256
260.875968964,1863031825,8444616157,879601720
261.876408195,993537868,6991897974,682305999
262.876819797,1514850754,7976741999,800757916
263.877231278,1330315472,7041865139,766352176
264.877678667,888763184,6076374819,638958566
265.878106178,979075319,7037882154,593461004
266.87852455,903819421,7534669777,581321240
267.879033945,625856217,6632310391,474707296
268.879482887,533427541,6193129604,416154389
269.879903232,538507699,6298963930,423933107
270.880324184,531817830,6082773107,425056718
271.880750516,547652495,5954009670,436603559
272.881176896,560695249,6182857139,450274183
273.881597519,537991003,6062730145,435700408
274.882057142,537343079,5998151052,440021535
275.882501,532577687,5959345057,430079694
276.883011556,538626188,6154046597,435814011
277.883512102,545498525,6074018899,438049307
278.884019206,567389535,6391023878,449702032
279.884534449,542348374,6087378166,443289152
280.885042467,551085920,6009172875,440984735
281.885557932,546999221,6033943408,443682751
282.886096538,556801120,6023614646,453486594
283.886522379,471170014,4482017318,326259582
284.886897295,614740790,4303115985,411470638
285.887297578,299951516,3052579325,237759096
286.887709054,297198353,3025817853,238704869
287.888120218,288326537,3101057515,234755951
288.888503074,369975999,3015631666,243855362
289.889019042,355966453,1309518259,194310862
290.889545213,13495799,70593395,6558937
291.890061843,418321,3950846,192227
292.890555081,3041458,24920593,1372003
293.890956082,170830,3200636,115340
294.891344023,226171,3283181,137108
295.891785937,31192232,129120085,13871975
296.892126209,822381184,4081396261,329162043
297.892446845,1173945264,6026511800,640474923
298.892870243,854555542,4781110862,476314378
299.893411671,528022896,3141156177,285483758
300.893970709,15894903,88645711,10361345
301.894436239,397249616,2514829268,212160009
302.894850527,1303980073,6591048378,697589126
303.895243232,945725784,5108020647,490648651
304.895777419,360102284,1665077472,136457278
305.896356873,7870205,33971577,3382427
306.89676436,364550169,2321594034,183557159
307.897179291,1287874267,6819203274,660264262
308.897559997,988935082,5163872923,515568975
309.898120847,714024053,3062949204,358287746
310.898561268,21220608,129797353,8729970
311.270548014,5315283,25527799,3081972
