time,L2 Instruction Reads,L2 Instruction Read Misses,instructions
157.091236946,223776442,67338702,14752737126
158.091860426,238239005,67911627,14902497550
159.092488426,250831694,76198918,14683619313
160.093095097,232424940,74481473,14986717370
161.093638561,224849502,70991451,14180990879
162.094229537,233515621,73083128,13397499231
163.094881316,235580906,73941298,14235253612
164.095444385,198142388,61183716,15266828422
165.096068933,229888646,69906744,14805581793
166.096689763,238838769,72162369,14718651158
167.097330696,238074356,73763016,14639135481
168.102557362,232420775,76194089,14431456559
169.103173613,202943336,66281144,12747748016
170.103742356,225652501,68346837,13740047784
171.104320661,224183338,70051011,14717393798
172.104890452,207944103,61533774,15452182589
173.105517272,245990565,72907311,14901628340
174.106121779,269740218,81302800,14521063082
175.106726429,240459360,77595298,14591632190
176.107283928,196357899,65468772,13717710733
177.107839579,172660076,55332264,12553430544
178.108355324,170544897,52170732,13610430608
179.108859709,114589576,35774696,9925806769
180.109313259,80489899,27632954,5710824390
181.109822607,12032690,4364345,1730645026
182.110404628,1274670,479370,50125437
183.110902222,903183,337993,18113745
184.11131666,113444,51150,763300
185.111709701,115064,52024,771716
186.112178579,933437,347626,18643209
187.1126412,1269271,466406,77980542
188.11299155,47768181,13998691,3487980500
189.113309513,58939236,16970395,6763987469
190.113648958,61641806,18814152,4574953675
191.114144919,43428895,12972987,3452176461
192.114705205,3819139,1364194,238390047
193.115185981,29954186,9518126,2170196992
194.115596072,61609271,17877138,6827263273
195.115994426,57748876,17303989,5779819321
196.116540058,29245557,10217693,1696195868
197.117091229,398919,152917,12513148
198.117651173,1373831,508167,38623635
199.118058305,29454589,9038707,2414962065
200.118536552,68052512,19729952,6569444020
201.118964627,63763642,19171744,4873561588
202.119341793,51158798,17639987,4817523896
203.119872358,1200835,443204,65426001
204.085079407,2470534,865829,103614397
