time,L2 RFOs,L2 RFO Misses,instructions
99.060069128,83848910,14632723,10578469356
100.060665192,137944093,25643544,16956323851
101.06126534,134779845,26551133,17893244324
102.061905819,147206780,30324612,15948267466
103.062534854,157015576,28364439,13701619532
104.063100276,120142510,30949466,13258849506
105.063760364,144693465,28151138,13919437105
106.064385943,97325904,18035086,17630646241
107.065031071,38118673,8809992,19638523635
108.065646086,30499369,6664111,19245424887
109.066268585,36822796,9004143,20149343986
110.066892728,48199577,11469619,20229498907
111.067507641,39542052,10634679,22219719018
112.068125335,25963209,11607335,22138904659
113.068730968,29099719,5032907,19305006453
114.069285951,29520489,7916847,18373976639
115.069817081,19414012,5323946,17620210923
116.070398254,18388771,5362469,20227029760
117.071021121,23428588,4670607,21477783150
118.07163776,24980328,6348586,21904346577
119.072201931,40708286,10798634,21881234202
120.072779799,30428799,7479164,17932359854
121.073237715,20549224,6575461,13630733720
122.073833874,136630708,22299265,12439703360
123.07441913,132283952,27366835,14142253670
124.074934251,163077449,31169389,14340476075
125.075550463,145863349,36526294,14101478460
126.076127335,131327552,27273136,14448119862
127.076744553,98429319,23027870,14385125361
128.077404089,94212731,23456729,16354931923
129.077926069,62746836,14131322,17826291395
130.078556786,23763503,5724403,15929882878
131.079165682,26378035,6128204,16690233018
132.802165743,46039942,10440769,29067918823
133.802713464,35232991,12202731,19919360726
134.803235945,18204220,4800599,17800103179
135.803760724,25521569,6310951,16428169301
136.8044023,15067212,4076843,16508644468
137.805019708,11055751,3422814,16608934748
138.805631333,22906453,3813008,16797510920
139.80624733,27975168,6293197,17009086320
140.806777722,33631199,7518335,17919541773
141.807366297,17275146,4878315,12738019775
142.808071273,15502463,4888132,6960456176
143.808698323,91988864,21649472,15627792650
144.80930819,124233293,25823972,19682052311
145.809927189,130803680,25899376,15963346048
146.810550757,124317375,24466615,11900244610
147.811183158,128412448,30742309,10630202715
148.811706026,133516165,21248735,13232715777
149.812242849,45877183,10631487,16153953976
150.812863641,19848604,5134080,16531920945
151.813492592,16962842,4392056,16412771575
152.814085453,46603845,9605147,17318312906
153.81463859,33053165,12676912,20232977610
154.815183401,11913704,4417192,17685472950
155.815796343,33858171,6886834,15878891837
156.816334342,19243230,4999140,14206002980
157.816869601,14677041,4174801,16575323444
158.817586521,12257092,3476894,17346150407
159.818201543,14856652,3383214,16506466469
160.818729265,33744699,7022436,17339552421
161.819251755,31884896,7077240,14843119211
162.819770566,19417510,5381015,13176736109
163.820238511,16034034,5177806,7064311739
164.820693466,73837732,11496163,6817538907
165.8212932,90386477,19217432,8970387719
166.821834737,139757879,25016237,12338389622
167.822479651,121250863,27673344,13101793970
168.823052523,136221685,26355005,12389613107
169.823669693,110753332,21028241,12347592758
170.824292379,68654950,12237265,15340751895
171.824836559,25478162,7839800,16353266712
173.313187311,35124644,9896993,24619795457
174.313759185,32050137,9666022,17666897336
175.31439288,25086309,7019054,17183114244
176.314993369,21600810,7626533,18505122193
177.315610979,28762534,6486152,16355426180
178.316149027,15619632,4907314,16090566946
179.316682851,12023855,3260033,16527207293
180.317243925,11383667,3853860,16851398928
181.317856865,30545744,5060159,17117757654
182.31837679,36979604,7611363,17724648006
183.318882789,22746784,6998722,15514031860
184.319396602,14780656,5021684,10176762823
185.31986581,73689102,11600621,6914778506
186.320466604,91866796,23433167,19254317841
187.320963888,98201921,21712513,19281121442
188.321493308,88843545,18586090,8925821037
189.322121718,138945576,26037302,12059659961
190.322751727,116612319,22432653,15349805311
191.32334052,74264489,15337157,14752608415
192.323880989,40526585,12603289,15537186544
193.32444168,26511065,7407460,16630143353
194.325075295,33679849,15172794,18393939022
195.325654542,17840487,6380984,20044877525
196.326171417,22389564,9044489,16360883319
197.32750834,23852418,7281412,16849124926
198.328095469,15109049,5407924,17817272806
199.328611933,21050002,3483862,13825643401
200.329213328,25268347,5844673,12475327909
201.329692422,14896999,4200238,10109215766
202.330428154,12478653,4342485,6759804733
203.331056387,101101481,20490271,14288801773
204.331668552,133190837,32597309,15259164563
205.332292484,180791204,36382360,14482964479
206.332864084,123505790,26300829,16828098103
207.333494859,106986657,25505788,18113450061
208.334209951,73553309,18676612,20149638836
209.334765204,56998717,12619804,20062685395
210.33537191,43444366,10968055,20291935733
211.335992402,36588517,9501716,22553656254
212.336576952,38434447,10405063,22151177581
213.337208204,36482087,7997841,22407028186
214.337815763,37783805,10674175,21737138042
215.338424905,33443208,9147721,22491355944
216.339037087,39567799,10116374,21309253499
217.339655153,34838612,7506115,22996553782
218.340281091,45657413,9568610,21606235069
219.340913959,74882512,14259242,19630630365
220.341554973,92521364,15567967,19324368534
221.34218911,67054781,11527553,20964242672
222.342817127,46872383,6986015,21957765877
223.542946764,52538412,7348613,26122016104
224.543595445,38348839,4555594,21908552241
225.544244149,49089911,6528195,20347108734
226.5448793,43645789,6291053,21911581466
227.545505246,41603383,5127431,21741585841
228.546140373,41719690,4890131,21642469405
229.54677471,44105175,5595129,21948322494
230.547409239,43501254,5422689,22181737895
231.548037906,48410682,4942079,19770524780
232.548652247,45146730,5618540,22189710143
233.549211884,49625836,5977475,19476519318
234.549835953,43612629,5048685,21446367007
235.550442097,43802010,5561243,22223191409
236.551073674,42986414,5399428,22211705205
237.551702595,42165641,4640585,22410772082
238.552353279,42239998,5328421,22230649246
239.552987657,42805486,5348948,22111375413
240.553627912,40922031,4574487,22192670759
241.554255402,30462854,4267216,18338505510
242.55480891,13649852,3238785,19582356263
243.555326368,6453427,1400720,12075923101
244.657365482,9471613,2395043,12915358315
245.657880882,7819091,2222141,11535086792
246.65842645,5452564,1088728,11610656783
247.658965441,45465726,12645022,14739172421
248.659529657,73353919,11264490,15705927895
249.660086346,101638856,17755549,17454417308
250.660689753,94579054,23615018,17129376169
251.661161993,86433489,16118954,15165438155
252.661627719,48700414,16020815,12275662995
253.662077963,18684176,7601905,10775299346
254.66271687,20227830,11478538,11082493739
255.66328689,15334282,8017452,11934296341
256.66373973,17857874,8393950,12116499765
257.664168461,17421450,8192249,11119494176
258.664674615,31554243,8409885,9925110218
259.665088214,73345411,13266124,8743953870
260.665524009,58923818,6708581,10198341429
261.665965614,9339257,2441956,11348259387
262.666387347,7581073,1724354,11359359198
263.666817031,6050808,1586333,11450625153
264.667234418,7464571,1523744,11427170494
265.667723385,7649973,1463375,11361093684
266.668229673,6805203,1473159,11371625080
267.668740428,7899186,1580068,11370496116
268.669170957,7983006,1521068,11463152413
269.669669007,6933310,1518740,11383039474
270.670190887,8259463,1693475,11547742554
271.670723162,7654376,1658613,11605768908
272.671158869,6707607,1568228,11418067599
273.671580918,7495344,1520513,11439786060
274.672012693,7383905,1475767,11377027777
275.672439352,6732451,1485040,11439014420
276.672854379,7132138,1397310,11549692687
277.673275723,6863746,1352296,11472783008
278.673780793,6566292,1417220,11594742886
279.674333489,7162167,1422259,11469866822
280.674779481,6946057,1365460,11531319016
281.675199995,6501376,1436472,11516803249
282.675616167,13317588,3585080,9190615930
283.676150746,12463839,3152008,3028546982
284.676543407,1103646,240942,72807057
285.677036815,15702,5953,852919
286.677421579,12569,4550,720210
287.677869927,159539,94963,17614971
288.678317811,14119,5016,784068
289.678809256,477619,146584,73987582
290.679177777,24691657,4996132,2648087576
291.679527321,69282135,8688159,6190785391
292.679850385,40166913,11174648,4727202335
293.680399296,53646862,7561924,5306744751
294.680959394,2337725,456926,292108662
295.681359595,8117330,1782816,944937914
296.681767339,73055238,9599247,6395363988
297.682138431,59883621,8276055,5913110110
298.682625998,33374644,9433589,3006472940
299.683190625,1072211,153161,36833603
300.683580224,11513463,1970224,966265404
301.683959196,72392144,9465660,6704425131
302.684359616,60853290,8606087,5537454722
303.68476704,32515830,7264280,4471963697
304.685236773,1601647,186792,85604036
305.685667309,1663442,168784,57875584
305.934436358,5135,1302,149474
