time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
175.045309096,114733,12680624,27261,5739790
176.045461993,3033680,273921901,428426,308970003
177.045599281,3024443,190393218,205776,304572401
178.045757862,532182,45462044,97838,54032427
179.045890347,748639,80596678,91318,129110419
180.046039261,463154,26618115,78241,54309670
181.046173639,461620,26170658,83335,53820800
182.04631587,467496,29589355,108973,54365677
183.0464512,474997,28825454,88029,53729922
184.046585614,530520,54650855,85512,54215672
185.046737009,461864,27510849,83772,53734983
186.046871366,480408,33516526,88924,58293408
187.047002078,470511,28136358,100919,54138898
188.04714214,552555,53119900,103433,56617019
189.047314629,690458,72137849,175101,74185034
190.047517649,655405,39968939,154520,70187866
191.047718687,8221390,483628055,1083188,686915597
192.047895161,44633,3175369,2307,1578364
193.048071052,41845,2597777,2139,1253923
194.048258109,41160,2635384,3828,1245787
195.04845139,42045,3056565,13387,1256821
196.04862131,42730,3771946,15478,1261972
197.048784614,42280,4018269,16448,1247878
198.048932195,42748,4110054,16767,1247602
199.049076231,454121,25430436,94029,51240031
200.049277568,859770,41681592,100473,101926100
201.049447284,451753,22459789,69559,51459298
202.049598315,459638,25571756,90085,51643487
203.049752065,642387,46559694,174017,69926099
204.049899768,455993,25698700,79906,51973591
205.050046779,454827,25598433,82684,51645676
206.050238343,450404,24851202,77340,51532733
207.050440427,462730,23550892,74303,53119642
208.050619922,456394,23002854,69207,52655754
209.050776432,471982,29632501,85959,52688022
210.050927627,614379,50458543,116408,52647757
211.051069388,617677,67092921,129537,69257171
212.051210237,478272,33525655,87356,52850289
213.051386075,464039,25551821,76288,53769899
214.051595446,7912056,507635682,994286,820502453
215.05178975,40437,2600840,6167,1241342
216.051954944,41412,2519801,1877,1263066
217.052121765,40508,2481287,1249,1243168
218.052296639,40076,2410016,1343,1228173
219.052502674,40832,3148443,13854,1233988
220.05266752,45264,4665281,16432,1240792
221.052807779,40819,3883674,16939,1236009
222.052965823,40688,3808199,16410,1227911
223.05314227,70900,5106198,29975,2529550
224.053357598,1306436,68979435,187492,170477705
225.053515924,469688,28388599,91704,58330467
226.053652875,537885,49117883,108467,51253507
227.053799866,530680,47970818,96437,51253970
228.053936103,578714,49156222,113744,51262898
229.054132675,448266,24004194,78206,51435467
230.054332309,517311,30349315,82261,71289576
231.054538934,468084,25731421,74611,57830981
232.05472837,666167,56125110,188531,73422434
233.054870994,458263,26148561,85144,52947113
234.055003245,596910,38008114,92066,83316970
235.055183484,507728,36299593,108611,66001552
236.055382044,509854,30268353,77281,71709285
237.055567423,5803169,332842974,463575,530926970
237.1562768,1151291,63692994,165827,67874845
