time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
53.644359381,1807667,157802,926325,57417236
54.644496978,1608377,139596,916640,57881970
55.644633126,1793631,143391,924784,57525809
56.644772132,1651949,140642,924646,58018490
57.644930717,1599131,139044,904920,57473086
58.645094576,1997856,203833,1007753,73861363
59.645203784,1652690,141121,875454,57326378
60.645345112,1699903,147744,860098,57930334
61.645484706,1985041,201113,1017739,79166409
62.645632294,1819565,138922,966772,57779859
63.645787945,1913500,164780,987985,59202720
64.645927514,1839979,157812,957663,58277726
65.646066613,1809109,160739,913703,57957711
66.646202078,1866629,160998,936565,57254806
67.646381773,2411243,282379,1078740,88027761
68.646545844,1945644,169878,988211,57693957
69.646678966,2125000,240931,1138806,74363234
70.646815085,2124264,202318,966870,70921381
71.646957182,2069623,202915,1018513,72624746
72.647100639,1713993,167794,913218,65618930
73.647249229,215970,22063,118003,10454683
74.6473958,1622733,140948,866982,56158909
75.647544593,2041543,186826,1017095,70776006
76.647716395,1781101,161196,894285,65684067
77.647866015,1624832,139894,921143,58433812
78.648013659,7305615,1177868,2436503,275097588
79.648162345,1818496,177856,967391,70782209
80.648312279,1630015,141613,916659,58516729
81.648452701,2011097,165181,1021797,58434069
82.648606335,1680408,153579,924064,65359991
83.648742002,1823203,138464,966587,57923064
84.648874779,1606497,139726,904746,58001021
85.649015127,3268912,462672,1193242,136681205
86.64919623,1910683,190063,973054,71209668
87.649334185,1730786,162880,902566,63625656
88.64947358,7228401,1235624,2377083,311265774
89.649621442,1627240,145099,895313,57941625
90.649764729,1682562,137600,840214,56536344
91.737506667,1698539,139062,845838,62066037
92.737649945,4686525,693734,1572032,184803027
93.737776606,1669612,148488,865089,56760997
94.737936103,2447203,279334,1088792,92703260
95.73806991,1946365,215952,953731,79607138
97.305626911,2383875,293059,1007640,99184780
98.30575816,1466118,138081,799201,60086675
99.305916759,1978637,237461,909402,86268442
100.306058344,1855718,207806,830029,78226490
101.306192886,1598867,137927,786872,56280412
102.306324542,1577939,164017,818690,66988520
103.30646147,1410855,132831,774147,56013097
104.306619599,1564592,157155,817457,63826970
105.306758771,1391224,131786,759116,55559161
106.306898751,1574970,144690,778742,56383913
107.307057932,2302905,266747,1111801,72160380
108.307229936,2212219,261757,1025908,93085650
109.307378972,1386201,134919,746262,57151092
110.307523979,1362213,131836,738269,55373654
111.307678591,1355630,130367,736236,55285220
112.307830916,1380345,132560,748792,55662049
113.307969302,1523654,154874,785601,61350532
114.308114346,1373998,131938,746127,55649742
115.308248977,1610459,166093,741951,67589946
116.308386015,1351257,130451,732623,55789432
117.548051769,1512066,126882,735578,55190753
118.548212533,1370707,130977,743648,55623464
119.548340811,1343497,129158,728332,55169880
120.548473841,2698830,457033,1017510,132194756
121.548610603,1738031,205389,830338,77902059
122.548746409,1447062,143631,764746,60351130
123.548900859,1550805,134554,741162,55440822
124.549046532,1611499,184560,791321,72558848
125.549199146,2304140,286352,1017964,88761747
126.549332554,1463505,144877,779560,60463149
127.549475931,1763449,182228,828178,64595719
128.549638209,1415988,143529,743049,60491849
129.549777229,7119979,1372766,1897705,327041846
130.549920304,1318064,128249,711243,54976337
131.550079551,1880138,207855,872501,74809041
132.550242913,1536398,139934,787693,55212227
133.550384974,8319312,1537229,2468483,341571320
134.550533691,1825737,197751,749278,68588515
135.550664065,1342638,131944,640379,54328794
136.550807932,1497255,135525,714681,59101888
137.550935876,1462669,164097,738603,67609578
138.551078517,526774,65007,261876,32232207
139.551249176,759070,61795,429731,22555492
140.551378911,1264640,124259,680348,54241349
141.551514956,1276724,125312,691017,54706933
142.551655616,1275892,125333,689966,54663230
143.551788889,1889420,224429,936387,70093969
144.551930638,1487363,140732,780167,55429555
145.55208077,1426842,153161,716104,62909216
146.552219993,1470297,149700,673110,55651193
147.55238015,1265657,126342,679732,54854059
148.552534538,1257729,124743,674070,54193378
149.552677687,1343489,139719,699185,60295024
150.552816626,1355395,145812,699232,62125427
151.552953073,1323283,131464,631839,54276408
152.553092597,1281765,127245,682767,55781466
153.553198917,1345525,132043,639995,54602539
154.553356526,1443312,129549,697625,55282804
155.553492133,1242066,124310,665460,54525302
156.553634626,1687486,216225,783198,87595670
158.238021531,2921053,289218,1460559,121314577
159.238156391,1250963,123789,673033,54543028
160.238293037,2379596,339044,1052064,107670467
161.238431831,1570775,130037,801549,59885516
162.238565551,1239771,123444,666548,54405140
163.238700469,1321447,136238,688029,59878006
164.238839607,1505542,145794,716693,61836309
165.238980537,1131062,133156,562884,56249098
166.239113424,180572,7792,111181,1833117
167.239259752,1418002,141958,650366,53983586
168.23940911,1224174,124124,650187,53911731
169.239575026,1231073,124310,655068,54536284
170.239733523,2211127,273175,959728,91206205
171.239865836,3954400,745061,1248243,167903558
172.240008079,1449084,105418,775059,54599732
173.240139287,1410335,152808,707860,64315731
174.240275622,1203608,122199,641670,53821585
175.240407632,1202939,121802,641851,53782221
176.24054217,1241971,123281,658429,54315497
177.240702785,1514641,205280,727889,83373407
178.240842462,2275130,297033,1027211,103678752
179.241006488,1231904,123512,656134,54783669
180.241162398,7175132,1308726,1897253,303853797
181.241296962,1262928,124632,651720,53775898
182.241442471,1501863,150741,737491,54979735
183.241583483,3498701,504236,1216483,149010617
184.241723259,1410269,151752,679106,61716328
185.241895712,1895628,215994,843062,72312007
186.242048125,1479629,142770,703460,53864433
187.242193088,4280455,690153,1515472,178269542
188.242336014,1505051,152602,716795,54565012
189.242477064,1453168,145770,699917,53687258
190.242617502,1193824,122192,630892,53784501
191.242762955,1404754,138196,680462,53778317
192.242903039,1453488,145572,705168,53742006
193.243050782,1472045,142020,696969,53756311
194.243200383,1952037,233425,934287,94047859
195.243352469,1522112,141646,724865,54073023
196.243499198,1464785,140653,691955,53737173
197.243642374,1429368,138327,675532,53316881
198.2438113,1189307,121607,628123,53727248
199.243954485,1372234,138155,646975,52609547
200.244103435,98697,5304,55699,1226520
201.244270975,1448248,139474,687910,53237102
202.244419351,1856432,205998,810312,70155168
203.244574451,1791030,194009,788919,66737868
204.24472035,1464427,144730,702911,53675492
205.244867148,1497695,151059,716121,55231742
206.24501282,1457658,146311,687421,53631159
207.245174213,1285514,128337,613887,53242999
208.245411784,7254382,1239723,1880645,305527036
209.434063963,68147,3999,34783,679800
210.434212656,1398113,136886,667708,53690803
211.434357623,1487301,205046,711143,72869001
212.434499123,1562098,151986,832264,62191403
213.434651603,1354345,138017,616176,53376922
214.434797142,1239539,122713,647396,54213553
215.434940254,1224486,125423,627451,53821110
216.435107852,1174621,122512,617200,53686119
217.435258553,1350248,122251,631766,53357922
218.435417061,1359853,154850,670848,64584002
219.435550191,1168228,121700,613640,53540306
220.435683771,1941300,280712,802746,100379069
221.43581361,1195098,122590,627370,54154862
222.435965197,1370411,136061,674610,53752040
223.436106674,1494654,150809,709649,54786468
224.43625144,1734684,190870,772219,68784695
225.436389064,5731347,1123435,1494207,279990845
226.436537034,5164425,932674,1479237,248285041
227.436671955,1586720,219086,776389,82123772
228.436818096,2635629,363878,1026769,120822678
229.436947887,1359036,136972,648611,52889348
230.437076363,1388590,140039,656863,53506720
231.437217038,2462679,309565,987559,97583156
232.43734453,1375297,140873,650051,52834605
233.437480367,2407921,354084,916730,119117579
234.437632102,1522982,206175,666837,78082797
235.437773192,1082619,117252,558116,52546552
236.437913273,1107918,119026,562797,53030042
237.43805695,1082654,117380,558387,52527448
238.438198674,1104955,118679,571562,53048894
239.438356018,1240338,147948,598619,65594756
240.438500541,1081946,118182,554879,52447039
241.438641634,2907250,532628,985501,163423372
242.438783153,1351819,199926,622731,75628195
243.438923129,1305370,120314,719754,54303940
244.439068693,1102834,120478,566780,55032504
245.439210528,1062374,116542,546365,52364951
246.439365878,1073186,118544,549452,54472533
247.439511498,1213116,129993,598659,52792892
248.439685659,1399314,139876,715752,56706698
249.439903622,648024,80602,305660,39484723
250.440122648,1299451,118459,669034,55173383
251.440330572,5304,428,1187,103028
252.440501913,5014,395,1107,96660
253.440687714,37407283,3636865,19136678,1181417296
254.440856558,156047,7632,91434,1886190
255.441013983,133191,6554,73567,1274234
256.441192229,151978,7731,88926,1936948
257.44132785,170984,9709,94422,1999349
258.441506831,3142070,383832,1510344,168638945
259.441711365,1152953,149960,527605,63307673
260.441878254,971483,113361,483622,51043677
261.442031107,1117494,123768,522843,50972459
262.442165616,1013904,114262,504100,52055669
263.442329769,1186323,139467,575664,65332628
264.442532739,1025095,114465,521407,51904190
265.442695229,1149388,138257,553426,60313944
266.442851804,1022168,114624,521309,51768818
267.442986149,1031454,115127,527321,51924778
268.443152772,1409702,219481,639747,71353124
269.355652028,23630679,1906624,13030205,556360505
