time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
111.017804111,7006,3143,1225,2425,1348022
112.017942748,7203,2870,1075,1883,1325293
113.018115182,147917,34008,13316,38328,164776190
114.018332236,52844,13730,4953,12275,54392574
115.018507971,44250,9509,4078,9488,51281634
116.018655341,8052,3148,1219,2035,1604466
117.018800392,50980,11752,4914,11126,52686204
118.019000916,50758,13563,4825,11835,52671415
119.019219967,55120,11930,5019,13240,54825594
120.019430824,62332,16062,5267,19978,68513313
121.019626325,53343,12381,4955,13300,54365477
122.019777819,59186,20989,6436,17736,54414025
123.019938891,64812,17859,5620,22717,72803825
124.020076355,67555,17366,5501,25249,85769477
125.020265455,115172,27136,8860,44343,181587667
125.802075517,790784,156331,115601,271676,450006759
