time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
106.01639477,626740,63002249,162560,55506420
107.016546734,483095,48203541,106385,55915013
108.016689453,457779,27422517,87179,54288088
109.016842261,34345,2756359,5823,1047080
110.016995679,569900,63530163,135760,56201729
111.017138934,563847,58567750,98122,56262438
112.017278464,570655,54179694,97941,55249790
113.01742214,494083,29753407,91933,55681302
114.017578777,516908,36269194,93262,61691817
115.017722761,553200,56041175,85411,55209160
116.017864271,491835,29058134,88627,55675046
117.018004998,492494,28948586,85251,55693620
118.01814456,491893,30548496,89815,55223289
119.018286171,706464,54289396,183183,84030839
120.0184465,564906,41226367,105097,68562734
121.018592701,482978,27902433,84160,55139836
122.018750804,2475608,138514531,223989,322635952
123.018895696,491214,29915285,87147,56326053
124.019030219,482143,27891200,81229,55079300
125.019164985,2493689,120020024,113414,325908263
126.019299193,878415,52111442,100687,132194394
127.019433891,476543,27725788,81401,54616925
128.019581929,496619,31448095,87705,60029685
129.01972457,576456,40005928,98586,82715246
130.019872485,680777,67176367,158193,72803339
131.020024792,744412,80782497,177129,73981227
132.020166497,589752,69436966,232811,55266436
133.02031554,674791,74463121,189459,64394738
134.020462505,537489,49861850,160436,54582570
135.020609615,674123,72964138,169408,70451487
136.020764981,597461,69420867,216509,55106119
137.020909377,999893,116419681,348519,93922125
138.021068116,557569,65913959,211803,54812603
139.021229726,609088,67585092,223072,56185281
140.021387205,537334,47159007,173042,59585238
141.021530751,705358,85532936,235115,69187480
142.021692327,414078,46531400,138353,45065661
143.021864143,190060,21257614,65064,10038919
144.022001691,586548,65123690,170203,60052257
145.02214334,595270,67000479,189042,57184119
146.022299668,585699,66557531,184642,55942860
147.022443461,595362,61231934,162629,54842926
148.02258897,507262,39774082,111521,54878125
149.022743755,600162,54047919,143386,69035803
150.022888577,491890,36438670,152408,54880949
151.02304241,605729,67581872,201113,55214642
152.023196287,584428,67401097,205559,54880049
153.023354227,480757,29803972,102307,54806270
154.023494746,515874,40869534,118405,55284822
155.02367108,673344,47372151,192196,69928764
156.023873228,485299,28222025,72917,58375746
157.024071946,10787118,754678431,958426,1313989325
158.024245606,50649,3393906,3335,1957538
159.024438151,42030,3000189,8618,1343180
160.024587751,50070,3414170,3885,1941713
161.024776079,42250,3116129,13452,1339416
162.024957506,50400,6542476,17810,7006815
163.025100205,42598,4301494,16155,1304766
164.025284677,14199,1704015,9792,377365
165.025437007,32445,2676633,8519,1041660
166.025615336,1431898,87328136,262995,178247729
167.025798869,479547,26614669,76183,58765891
168.025961992,673667,46908887,186335,73255978
169.026130225,475942,30808758,98106,54054625
170.026289659,461132,25702048,79515,52007423
171.026477506,637702,47662070,84965,104011124
172.026682488,544357,39545508,79789,67133666
173.026888115,479746,26776108,57771,58967855
174.027043672,1228695,69688445,100417,167902494
175.02722861,475142,28162031,98874,53629160
176.027419668,469082,26157760,82584,53533337
177.027596429,570772,37842545,86895,82865703
178.00230545,6224980,390377499,615083,482932632
