time,r01c2,FP Instructions,SSE Instructions,instructions
80.017481253,68118281,87797,19310,59146494
81.017619553,146138670,113050,60123,126834687
82.017754588,133457077,101285,28161,98992344
83.017887585,91055364,96483,27271,78461309
84.018026973,67637479,88972,19699,58877012
85.018169465,360251568,195149,184908,311024374
86.018327588,73792252,93251,25150,64237424
87.018465634,65640429,88620,18358,57252089
88.018597142,65197380,89392,18852,56903571
89.018738749,104349730,104085,44010,90523268
90.018887011,65214462,90418,19362,56910065
91.019048724,153821229,121532,66789,133581348
92.01921225,64788129,88898,18180,56584669
93.019372469,73011322,91696,21688,63358029
94.019504173,64315586,87735,18213,56028872
95.019630748,67856566,89285,20724,59145510
96.019769355,77287175,92090,24832,67252637
97.023516869,64106315,88515,19072,56000795
98.023654494,174232813,137497,77872,150260432
99.02379889,64079185,88521,19220,55978676
100.023928416,183832501,100949,22772,108913595
101.024083049,65975392,89743,19357,57498023
102.024228887,108691050,100919,38362,93396937
103.02435248,82370048,94568,26322,71363771
104.024493116,72453295,92855,22149,62968247
105.024633085,98219635,98907,37895,84891082
106.024801069,82476714,95095,31246,71878888
107.02494178,63626491,88763,18140,55633034
108.025084386,97128500,99656,35178,84100473
109.025231396,59280046,86829,18924,52301122
110.025395449,5232984,2299,321,4026076
111.025552111,64320473,88455,19181,56227690
112.025693029,88726059,98230,38506,77055435
113.025832985,73439533,91790,23683,63696462
114.025969506,64897556,89681,19854,56712895
115.026106571,70455166,89831,21574,61401023
116.026240821,63039153,87859,17965,55163338
117.026375916,63651873,88877,19193,55666950
118.026501356,84231255,97490,19467,70062114
119.026640536,65575576,88136,17952,57100652
120.026795941,63091853,88253,18166,55208997
121.026956471,77669581,94032,25822,67505305
122.027119432,63083167,87880,18717,55195512
123.027276229,63125188,88027,18603,55233879
124.027418077,63040531,87796,18160,55155393
125.027570111,369590098,188321,148068,323341603
126.027704839,63923893,88204,18899,55788847
127.027853561,149787816,109113,51423,131834279
128.027985501,63688697,88514,18208,55690457
129.028112996,374399944,192861,166613,327062518
130.028242296,96195824,103762,41774,83275029
131.028392404,104045371,102980,42641,90093448
132.028542312,64716035,90350,18958,56493754
133.028688372,63423572,86546,18371,55414262
134.028840492,74133818,91163,24280,64494901
135.028987685,98811291,103122,28585,83009781
136.029139506,65618045,88772,18360,57136247
137.029295061,80951382,94504,28315,70368039
138.029456109,91696036,96988,27649,79235732
139.029605,62987365,87974,17920,55083465
140.029749593,65009293,87953,18801,56702353
141.029904232,62201284,85564,18163,54550713
142.030057753,89393446,97769,26325,76971567
143.030215668,22097547,29704,5994,19771949
144.030364445,40964790,58365,12353,35304263
145.030505105,68989738,88403,20212,60222546
146.030645058,62654783,86718,18187,54930231
147.030792559,66202118,87178,18570,57874334
148.030937665,62202772,86827,18030,54410039
149.031086711,63365099,87666,18652,55331469
150.031227593,76566466,94388,27857,66742579
151.031379381,62872429,88194,18511,55003092
152.031510141,62587368,88478,18502,54838236
153.031681421,78656677,94996,18646,66317958
154.03184463,65622881,88326,18298,57162740
155.031979444,62532089,88135,19475,54800053
156.032155072,62556287,87967,18760,54813341
157.032366799,61985601,87036,18584,54336308
158.03257627,1070611623,828144,240679,884321467
159.032768441,414547033,147102,170853,348558618
160.032957348,1738020,1062,37,1329056
161.033139715,2498339,1868,38,1966480
162.03333579,14489523,5731,7364,12119339
163.033494743,1770474,1184,36,1349952
164.033637856,1712646,1048,39,1307742
165.033778346,1713467,1084,39,1308938
166.033963363,1717045,983,42,1312668
167.034162374,216349905,278569,58673,185809925
168.034346752,66163497,89340,23711,57962491
169.034487456,59425273,84796,17805,52332767
170.034621495,59073907,83863,17496,52089913
171.034795277,59169643,86689,18285,52126990
172.034991458,61474683,87979,18755,53964073
173.035190266,79374304,92955,28079,69186033
174.03535746,154312179,118352,65146,131831870
175.035497928,193395235,127317,87524,168113375
176.035641697,61211178,87379,18017,53737245
177.035783011,86465803,96180,31911,75284081
178.035966967,71630673,92510,24899,62573373
179.036133546,367014909,306156,43050,309456695
179.192135231,222385044,106907,20681,181065449
