time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
125.028690859,284653,54950,25216,101862,323173007
126.02883904,77065,26081,10682,34957,56170855
127.028982623,151059,43946,16029,79510,132710590
128.029140676,391712,84748,29933,142884,323084225
129.03036947,80360,28501,9354,46258,73571030
130.030524371,92887,32641,10328,51017,82547630
131.030681997,91506,32242,10030,49581,72443268
132.031865245,86938,23195,8410,36763,75018673
133.032011048,68956,18158,7295,28816,55952821
134.032169809,77816,25094,8273,41404,66547333
135.032341687,77573,22043,10109,35462,55181250
136.032509867,67748,18770,7496,30635,55214902
137.032674459,19349,4462,1561,5010,16677418
138.03282567,73384,17027,7344,29861,67822174
139.032983123,105542,39215,11527,77251,105723252
140.033144375,66760,20404,9192,36901,54482301
141.033307434,67746,22905,8327,33849,55017725
142.03346138,71324,23015,8156,31386,54525693
143.033619747,77006,19598,8318,31619,75367454
144.0337984,65378,14214,7090,22724,54884716
145.033948357,73551,25216,8298,38088,60011212
146.034107131,61864,12909,6491,19246,54867220
147.034243903,66914,19900,7604,30762,58181868
148.034433436,61206,12991,6300,20099,54791284
149.034642716,1626146,419738,140335,959026,1319931820
150.034803955,9122,3071,939,1933,1348968
151.034993229,11646,3844,1218,2810,1959804
152.035180663,9180,3070,916,1909,1344630
153.035346544,8949,2976,921,1982,1302196
154.035548058,9422,3122,1020,2106,1313196
155.03571862,9792,3104,1159,2235,1299462
156.035871457,10056,3228,1171,2518,1314794
157.036023022,9837,3180,1194,2282,1309289
158.036198743,12804,4429,1678,3184,2176553
159.036419716,148145,33050,13657,48317,154671978
160.036595133,56613,13494,5399,16472,52219203
161.036744983,59768,21391,7560,33539,52121497
162.036895205,57486,16244,6026,23554,52078088
163.037088123,62330,20573,6484,28621,54454882
164.037308283,60714,13409,6202,17908,53970358
165.037518548,64697,16034,6702,22599,61523456
166.037691391,59642,13388,6394,18110,53547814
167.037878064,60582,12837,6538,18151,53537787
168.038034775,86106,18615,7644,24982,82598412
169.038247721,63051,13291,6871,22961,55775964
170.038446973,61844,12971,6838,18901,54853364
171.038612219,1308958,214943,131192,383721,686485042
171.070728393,314300,14879,80517,13089,45190588
