time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
75.338111771,562060,47726152,114695,72560844
76.338247021,588821,67026899,105263,68032696
77.338420716,2240480,143555285,139837,275098018
78.338566117,510370,33365273,103734,57962671
79.338713361,988243,68117422,129193,142126790
80.338846002,631950,52049317,111047,78844317
81.338977627,510869,33453497,96213,57581934
82.339117519,756288,74392204,139896,68508798
83.339255425,2512864,242167520,228177,296215398
84.3393926,529962,39604967,156790,58776269
85.339548716,654223,77996043,210318,65643789
86.339690015,508306,36888079,127510,62552158
87.339828692,697215,82880765,178785,96499138
88.339969175,728738,78515238,219643,74649748
89.340104001,689546,72762808,153695,64041977
90.340235157,1659033,119880164,144798,194390692
91.340375903,551631,43123892,105607,63562650
92.34054127,586437,64716478,118634,56436655
93.340687067,551184,56962629,131887,58805962
94.340849676,757782,65093629,115801,91794675
95.341003264,630543,68265840,99918,77517810
96.341142169,576421,64838201,95680,60456653
97.341282019,517547,55569187,111812,57676682
98.341433103,685423,83881245,132725,93307089
99.341574125,578089,43742892,100346,72382832
100.341735108,344751,38069102,63004,40560284
101.341865279,218211,22420895,44043,15788068
102.341998985,540670,58925878,93421,55773383
103.342132721,547899,41843833,92499,71273722
104.342295879,488320,31193871,99705,55315561
105.342437336,531653,42397505,153116,55820115
106.342571026,530297,57395047,141814,55452770
107.342711135,683165,49358366,201287,70494119
108.342860698,702755,68477051,157178,56032778
109.342986389,515345,36879690,99467,58003968
110.343119254,481764,28979332,86161,55254185
111.343346791,538896,54896773,86903,55288451
112.343490439,519494,41901881,114766,55787212
113.343626425,519269,47687257,109718,61442176
114.343769916,533798,39285591,106938,64031497
115.343899161,588352,51053750,101378,75834959
116.34403272,491125,30521308,87147,55183307
117.344186522,480783,28697179,85966,55124836
118.344330536,481304,29113050,91034,55149913
119.344464707,488251,29681789,90967,55664055
120.344604389,887163,53996465,102769,132264073
121.344740827,495292,30618087,92664,55521548
122.344878257,607336,44319978,94755,82480432
123.345025706,3375273,269280082,281715,324084694
124.345182829,696764,77176210,181732,72836647
125.345323421,793081,85813603,240126,71269695
126.345456384,756194,78303215,168024,78847819
127.345606192,2961078,224948688,159391,346950901
128.345750361,557529,60476496,88727,62625323
129.345903125,543901,56552072,84760,54454989
130.346044014,547421,56194362,85322,54409719
131.346181947,684081,79733490,139607,88991654
132.346333191,479938,33009966,94495,56060460
133.346478881,478115,28923219,90507,54746745
134.346622186,714028,95188710,157340,88877880
135.346764495,40119,5695137,25245,1722648
136.34691353,485807,52001345,98847,52603161
137.347053126,469219,29525997,84532,54173543
138.347180548,486604,31289756,91511,59358242
139.347321475,512618,33881161,91648,58382744
140.347462817,470419,27746845,83031,54175848
141.351106487,489912,32704228,94784,54912744
142.351362145,473259,36418176,105787,54637012
143.351504721,753262,80372045,231631,69473552
144.351642903,489649,43523646,136698,54816358
145.351790936,583681,55803014,109755,54144793
146.351932145,577673,56857039,106229,62587362
147.352089131,469454,27645384,83560,54129662
148.352224586,485567,34315974,94012,54666511
149.35238065,476145,30623383,93676,54924750
150.352544407,476967,29158509,90438,54572588
151.352677675,548882,57946869,97189,54589152
152.352820193,490521,48884845,92937,54529215
153.352965021,472603,28360453,85732,54071699
154.353107477,474386,28731355,89912,54622169
155.353242007,485132,30564319,92774,55414596
156.353379416,500533,33088044,95126,63350831
157.353517107,534319,40992490,96162,69387002
158.612967559,483178,28619482,91846,54593896
159.613102161,473683,27836450,84453,54463447
160.613233372,673417,74934226,167876,86364114
161.61338089,771196,86628955,168724,77141004
162.613524881,635309,67861837,137519,82398856
163.613672548,522656,40881059,99934,62530485
164.613823694,504577,34650218,97766,54043867
165.613969212,472849,32222596,120212,53937051
166.61411911,514474,54636592,146908,53956431
167.614262541,1272360,68121169,101428,181130249
168.614413915,477639,47562767,88026,54100735
169.614565497,486980,48821098,99046,54345131
170.614695051,465109,28990265,97181,53849940
171.614935656,882630,60720823,106542,135068551
172.615167802,576441,43538872,99224,80884362
174.184245687,474594,28720146,92478,54192967
175.184382394,462461,26979468,82009,53668039
176.184512754,473373,28489951,87249,54188289
177.184647444,652760,43915391,165359,67602738
178.184778939,494531,33108216,81731,60359347
179.184927365,510942,39062537,96438,57156875
180.185076442,582065,65199539,192722,53653246
181.185223793,3044457,206153690,323530,312941344
182.18535786,555676,68864479,169125,54855819
183.185501798,1220917,144442350,111090,149003140
184.185648883,515303,58667352,130690,53829508
185.187491046,515589,61350161,138039,53897245
186.187673017,637226,74435238,96872,70669361
187.187822126,1482902,162745367,129011,178740371
188.187969753,534072,65637874,139879,53976956
189.188117657,528184,58954503,96915,54372406
190.188257732,536445,59164025,121531,53314334
191.188409295,539726,60460849,121030,53811064
192.188562287,570420,59157602,131297,53743438
193.188718727,706383,80666399,179572,70656281
194.188871052,556070,61377844,99702,55712250
195.189023981,612267,66934212,106028,70187450
196.189173958,535562,58565897,99697,54024725
197.189322005,1279105,141392964,111493,163745460
198.189483951,462558,28435961,91428,53560059
199.189644127,465955,29633766,89478,53546818
200.189788752,527532,57734299,97318,53648821
201.189940405,218958,22242307,60478,22446137
202.190082504,386000,34444877,71903,30909768
203.190232132,464097,28173107,88262,53598097
204.490742634,1339768,146820777,201531,166867041
205.490892452,528013,57231882,96434,53606867
206.491050256,519431,56660571,95117,53188912
207.491196436,470620,50763535,103766,53749974
208.491331455,469490,29378621,96089,53757915
209.491483969,1597841,158341228,299463,182667689
210.491636106,1302597,93641231,138251,190697033
211.491779381,193163,20267015,55703,10818536
212.491915728,515963,60469411,121170,53723956
213.49204883,518523,58877466,86776,60123394
214.80799571,1049197,116920025,169351,115143742
215.808151967,498615,53319015,81645,53182401
216.808290243,508064,54559381,84357,53667007
217.808425502,461585,27783457,86373,53644529
218.808566588,2274269,179232598,140803,239063513
219.808706443,1239653,95972794,127111,127434976
220.80884219,473646,29598294,95945,54225130
221.809121143,737456,62842135,113344,99124105
222.809362757,372310,22520201,65105,48598429
223.809503567,101402,8041948,22623,5693073
224.809646546,486269,35894963,89798,62751646
225.809844445,451976,26674084,80519,52786089
226.81001465,716129,117851709,184083,115775671
227.810157555,463870,28278408,84619,53836617
228.810305975,455177,27605600,83271,53424042
229.810449185,451472,27682962,80360,52778091
230.810602463,495774,34466180,98273,64405987
231.81075212,508516,53819164,82381,52810890
232.810892062,509401,53557704,82650,52722613
233.811039185,513110,54383528,85394,53180526
234.811183987,506982,53381757,82049,52716234
235.811334286,458522,26887190,84192,53161358
236.811473213,552962,37181850,88564,78286834
237.811644073,481071,35132715,85855,61798945
238.811787726,516480,35380089,90846,71504064
239.811949729,451022,26306328,81208,52658930
240.812094397,493516,34129469,93941,65566826
241.812255049,697115,72297438,168467,66767781
242.812392395,678458,70728957,93066,86639281
243.812576777,450281,25824340,80454,52568195
244.812757461,542765,35945545,88242,78793169
245.81290812,8576309,567567255,835393,909587551
246.813076936,1749253,156152598,130126,319436114
247.813271747,51206,3450104,3234,1890610
248.813458338,41998,2802575,5523,1277736
249.813644949,51384,3523858,3878,1924508
250.81380591,42149,3271007,15017,1271836
251.813950665,43196,4204410,17235,1298855
252.814100676,42142,4230940,17079,1261804
253.814252088,40254,3897237,16422,1262132
254.814440349,1528444,91911504,281384,186321887
255.814602929,445228,22572392,64922,51037293
256.814742731,450168,26563104,89203,51262675
257.814887534,494537,45516641,108210,50982067
258.815092784,493760,32666254,86608,64519355
259.815296273,453404,23665366,72329,52351591
260.815475825,447604,23312064,69105,51908442
261.815629001,452564,26315131,82957,51915297
262.815774931,452198,31823736,120075,51909610
263.815908596,449950,25959208,82379,52047713
264.816077947,456452,24520419,71953,52984681
265.816265927,5546622,311601853,420002,380708025
265.889580811,813332,64054972,261626,67002754
