time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
53.457901549,66165,13907,6203,18985,56700696
54.458053526,4371,1455,588,756,843612
55.458224835,71245,12405,6380,25872,58574333
56.458371299,59929,12154,5911,15327,57814435
57.458521644,86716,14247,7829,22002,57845325
58.458674876,74699,11665,6121,19956,57376675
59.458840822,68027,16250,6617,30491,73509162
60.458997292,78387,11082,5670,22618,57854695
61.459148361,81674,14188,6684,30174,68220112
62.459304167,76181,18649,7615,41993,75816328
63.459454791,70154,13001,7111,19144,57598292
64.459599922,61682,19069,7038,18994,58681850
65.459751814,64788,26017,8028,18292,57762447
66.459925495,72217,30212,9622,21186,58898587
67.460412044,63033,19987,7551,22782,57193688
68.460581847,88396,30649,10195,46771,88616513
69.460740746,59115,13905,6821,18800,57053378
70.460891458,81559,22625,8862,28484,75817182
71.486637132,65954,18626,6160,39503,78163797
72.486805107,92854,18884,7523,30744,74496005
73.486943056,61245,12784,6064,16349,58224439
74.487104461,57493,12235,5758,19185,57649461
75.487258606,82243,16939,6914,35342,71289473
76.487417367,64974,13516,6452,18353,64790331
77.487578374,268638,35035,23434,68055,278000373
78.487724787,68745,13088,5758,20300,57663508
79.487886575,76034,21765,7797,28040,71281089
80.488046958,60624,11596,6160,15325,57924427
81.488208531,17604,4444,1938,4539,16693651
82.488350306,45654,8668,4647,12543,41345738
83.488496333,65428,14557,6353,19639,65524367
84.488640228,61986,13624,6505,17128,58964522
85.488779134,118616,32733,10834,57334,158047363
86.488939547,64795,15815,6777,21152,60233057
87.489090323,72617,26864,8760,45922,69513580
88.489254338,234638,74255,21590,160034,295123080
89.489401275,82171,23370,9174,27738,93481459
90.489555856,72478,18451,6934,23901,61702774
91.489693722,144902,40918,14580,77875,152625010
92.48986801,84840,22488,7614,38524,95733193
93.490007427,56068,11191,6043,14810,56278994
94.490161946,60044,13669,6712,26095,58447828
95.490304041,61015,18572,7900,21849,57476875
96.490454623,112919,35359,11582,59769,136430344
97.490615518,55416,11370,6121,14216,55815258
98.490758332,63415,13232,6682,18136,66064094
99.4909267,86607,18956,8245,36492,107651925
100.491076173,66908,14677,6662,22780,72647977
101.491213798,101304,14665,9654,21161,56282385
102.491353957,54026,12039,5822,17054,55739523
103.491507166,59983,14214,6155,17699,57467688
104.491645752,57037,12238,6061,15949,55992972
105.491788906,57410,11433,5849,14279,55713361
106.491951418,56302,11644,6042,15149,55529737
107.492097679,80186,17602,8465,26907,78322355
108.492262883,64670,25202,7379,18039,56150968
109.492403518,88756,19372,7383,20926,56450238
110.492545997,55968,12025,5920,14770,55553437
111.492704702,65566,16519,6745,22750,66086705
112.492851359,55669,11924,6552,14285,55406315
113.493000707,61226,14508,6112,22691,61018479
114.493157627,10936,3142,1305,3760,9848748
115.493330629,65815,17421,6582,38322,62252971
116.493499218,66813,20205,7163,25769,68163203
117.75410432,113062,23720,13014,30095,115803312
118.759774069,55167,10972,6245,13884,55167205
119.759936008,55909,11417,6220,14033,55257954
120.760070762,92302,20329,9459,33283,132703932
121.760201756,65421,14238,7219,20060,77642764
122.760336211,59751,13369,6586,15970,59927803
123.760474391,57304,12818,6463,16080,55482963
124.760623553,48906,17329,4847,32574,59706342
125.760765853,29204,10485,4201,10119,13724072
126.760922455,73157,14220,7437,19822,73889577
127.761082553,80429,29670,9577,25942,78692786
128.761247836,65885,23156,7991,29236,64654709
129.761390421,262331,35920,23012,67757,331636337
130.761527187,56656,15850,6981,16955,55061614
131.761671188,60115,13485,6105,20976,54876605
132.761816021,88024,27864,8402,49248,85272987
133.761982922,249973,40127,23792,76323,340948390
134.762134517,54413,11816,6238,13982,54617270
135.762302391,77149,20855,7855,40773,83291717
136.762454063,52575,11613,5986,17663,54301887
138.18671465,111711,25418,12141,30372,114283370
139.186868668,29879,6409,2942,6627,36223202
140.187015072,27103,7324,3455,8870,18513669
141.18715089,56394,19486,7010,18710,54195539
142.18729333,57755,13958,5874,21281,55001280
143.187431311,57984,12946,6285,16260,58339972
144.187594701,69422,17467,7052,19059,72113241
145.187739537,55214,11628,6548,16108,55292477
146.187887765,61465,12821,6574,16134,63388326
147.188050738,54720,13300,6370,14675,54138002
148.188210265,56139,18372,6784,22383,54387139
149.188375689,55289,11866,6385,13351,54207573
150.188521767,54764,12941,6328,17159,54123191
151.188685375,55023,12575,6144,13472,54134013
152.18883331,78202,14562,7810,25538,56576655
153.188977069,56853,11868,6378,13692,54557308
154.189110574,54998,11587,6408,14106,54391532
155.189252301,56832,11845,6452,14872,54584738
156.189397909,55411,11754,6365,14437,54596956
157.189535227,59685,13434,6512,17627,62757990
158.189672387,64197,15988,6968,21755,66594086
159.189813624,56384,13579,6554,15057,56925151
160.189973857,54332,11880,6308,13319,54039920
161.190123166,76280,18392,7096,26042,82076848
162.190265251,55246,11438,6385,15208,55126961
163.19040611,57401,12845,6292,16738,56379788
164.190543251,58949,13833,6704,17307,62693024
165.190691296,54912,12064,6163,14908,54199205
166.190858347,54455,11335,6202,13623,53981763
167.191007269,55568,11802,6319,15091,54430791
168.191158632,133523,48600,12989,49409,170875654
169.191292458,87904,18027,7525,31190,81696307
170.191425095,51799,13429,5961,19627,53922452
171.19156236,73764,17990,7806,32897,92490662
172.191705232,58018,13787,5776,19534,54208843
173.191857432,55098,12241,6116,14112,55189743
174.192000487,55379,11671,6434,14749,53806903
175.192144409,64980,14372,6781,20161,74271850
176.192286221,58408,14801,6343,18719,59688904
177.192439723,93535,19969,8666,28959,114058595
178.192584723,57756,13752,6662,20494,58398011
179.192723176,58077,14901,6398,17253,57226369
180.192865306,52785,11179,5980,13392,54363538
181.193048127,17943,5713,2289,6056,17450098
182.193199543,361478,60304,29326,112940,296334527
183.193357407,63657,23379,8740,18907,54794858
184.193513121,129590,51778,13147,96606,149612841
185.193669923,56002,13259,6412,15526,55241399
186.193815587,61213,13333,6533,20192,53488715
187.193970974,58325,13257,6065,20564,53945977
188.194125637,139835,42533,14863,97964,196064389
189.194342829,52791,11345,6041,12643,53352678
190.194549164,83874,14395,9549,22243,54572015
191.19469626,53519,11738,5899,12355,53791325
192.194843695,60105,13596,5981,20800,53813706
193.194989666,61736,13294,6095,21426,53765073
194.195148034,78902,24955,10304,17052,65724046
195.19530635,54605,12186,6406,17142,55236385
196.195463179,57703,13802,6063,21036,53838081
197.195633517,2513,1009,295,439,242825
198.3765711,67855,14631,5962,25888,57862940
199.376728602,61570,13037,8352,21278,53448608
200.376882769,53006,11841,5981,13636,53727390
201.377045547,65466,12826,7091,20750,53757077
202.3772016,78842,19566,9735,35854,69799964
203.377356234,61253,13437,6008,22025,54053599
204.377512557,58161,12603,6399,21112,53756351
205.377673422,75569,17251,7086,31397,100847596
206.377832044,68690,15792,7396,35351,66785165
207.377998899,101042,22726,9407,38171,163254956
208.378165121,52350,12188,5958,13530,53606918
209.378336802,234032,35725,19452,58615,306483603
210.378500406,51532,11750,5896,12554,53339023
211.378657934,74633,25700,8996,18563,66871953
212.378812311,61418,15011,6880,21606,55596294
213.378962898,65588,13757,5946,19734,53264820
214.3791126,74440,14656,7382,23239,60585422
215.379257851,74879,12827,8944,20043,53221227
216.37940032,54504,15309,5931,29297,61503587
217.379541537,53002,12676,5891,12561,53686430
218.379704514,52667,12252,5946,13020,53834694
219.379848243,51826,12120,5882,12669,53265662
220.379997568,51723,12298,6010,12142,53236854
221.380149287,54798,14634,6053,14468,54761869
222.380295727,52329,12064,5893,13169,53517837
223.38044487,61735,14977,6461,19491,72822433
224.380596794,202420,36721,18359,93308,266244576
225.380745195,82137,19148,8221,28444,121478474
226.380895753,68475,16850,6884,24166,85360804
227.381045604,88771,20253,8278,29692,110154824
228.381194342,52611,13826,5419,15540,55577530
229.381366992,50805,11756,5443,10968,52720736
230.381526469,50514,11898,5473,11478,53155678
231.381676058,60681,17680,6109,21040,65310116
232.381828216,52323,13099,5586,12930,53171422
233.381999979,51429,12642,5535,12281,53251534
234.38215281,51114,12164,5418,12093,52689898
235.382306862,50485,11881,5452,12025,53147881
236.382452759,50311,11938,5363,11753,52701002
237.382597713,67807,20783,7109,32124,81501780
238.382749342,6280,2199,913,1551,1984696
239.382907949,60417,17526,5785,23770,71271626
240.383057864,50415,12395,5454,12280,52667269
241.383204055,50395,12140,5461,11991,52625006
242.383354232,60633,18441,6441,22682,67622521
243.383504522,75025,17827,6691,20527,85166873
244.383703048,51970,12854,5557,17128,54436719
245.383928583,50700,12219,5260,12068,53136723
246.38414597,1110399,294617,122796,658800,1116242731
247.384326394,6651,2723,1029,1734,1288604
248.384511215,8726,3385,1121,2162,1892501
249.384671296,6523,2692,971,1344,1283701
250.384883021,6727,2744,1081,1821,1270322
251.385057873,7445,3039,1166,2029,1295973
252.385238401,7421,3491,1249,1627,1262371
253.385398832,7146,3082,1165,2026,1267446
254.38558692,160868,41834,15260,47529,189434527
255.385802988,29570,7087,2789,6497,42185208
256.38599769,20474,6357,2369,4142,9007085
257.386150724,49003,12516,5398,11737,51148051
258.386326201,47704,11989,5130,10783,50992316
259.386515244,53131,19963,6425,14713,50983918
260.386729345,61150,19240,6569,28695,65603030
261.386907329,48547,11825,5116,10363,51938613
262.387062543,48954,12164,5392,12344,51928121
263.387236924,50637,17440,6456,17503,51932784
264.387428898,88300,33825,9096,53700,99407288
265.387625923,53571,15092,5497,13615,55567097
266.158973745,822107,155460,143296,258413,434772330
