time,cache-references,mem-loads,cache-misses,mem-stores,instructions
92.014835852,818548,0,116010,7788435,55993937
93.014976173,1002281,0,118077,11330838,83626249
94.015118161,1135293,0,240151,7761456,55815067
95.01526991,703742,0,132693,4169344,30197968
96.015429149,1228292,0,196072,8503652,61996225
97.01558955,1097972,0,173523,7831650,56282446
98.015742037,998919,0,171282,9085076,65718884
99.015909041,1519173,0,319483,11577657,85108104
100.01607079,1254434,0,153215,11143588,81785482
101.01622196,826992,0,147974,7845939,56387182
102.016383006,1064944,0,122428,7948268,57115438
103.016585362,1037727,0,169692,7756741,55767465
104.016797116,817048,0,94562,7814007,56150402
105.017012677,19731673,0,1311848,186979477,1352329566
106.017192867,113990,0,7024,357918,2012849
107.017377082,90976,0,2386,254579,1334415
108.017580169,110119,0,13173,347062,1959349
109.017787407,90167,0,19152,254416,1336029
110.017963642,98649,0,22472,255754,1342875
111.018135035,104319,0,24413,252571,1326928
112.018284301,87893,0,24859,250723,1316865
113.018442615,1061395,0,150598,10362879,75706423
114.018637434,1204357,0,87002,11197056,82836811
115.018816241,813050,0,102049,7325633,53598024
116.018965976,791975,0,114298,7226846,53020944
117.019115829,879196,0,111525,7185753,52771531
118.019314227,889628,0,115470,9325697,67497567
119.019525612,919973,0,113842,9243587,67278925
120.019747116,792070,0,67002,7516219,54438457
121.019922997,958598,0,111498,10435872,77713449
122.020076787,787806,0,101526,7512237,54416947
123.020227635,1149944,0,326664,12123586,91272022
124.020403857,1559447,0,156244,19289480,157352909
125.020627407,815384,0,96615,7762004,55817544
126.020845401,1092334,0,136985,9747672,67719674
126.581882528,9108682,0,537104,50762939,324826322
