time,r01c2,FP Instructions,SSE Instructions,instructions
49.008304139,92218614,95333,19083,77247056
50.008454308,90127750,93937,27790,77803575
51.00860627,347327,577,7,238769
52.008753903,71064345,89072,20625,61798105
53.0088906,72527882,88623,21519,62982474
54.009050797,67709073,86836,17758,58976454
55.00920814,66396171,86598,17796,57835304
56.00935086,66423094,87201,17607,57904420
57.009481165,66418038,89006,18747,57829284
58.00961481,65729633,86544,17878,57350747
59.009761464,89885805,92735,26888,77702378
60.013304154,68133670,89286,18433,59339699
61.013436896,74920819,91336,20775,64882682
62.013576019,87898432,94752,26681,75664751
63.013713656,66035902,86572,17752,57496724
64.013845171,68121097,89582,18660,59265149
65.013980556,66128059,89859,17614,57634905
66.014133289,66012597,87264,18154,57430252
67.014287226,65857334,87681,18102,57239328
68.014444049,67758385,87125,18128,58936407
69.014587522,88577558,94864,18313,73631663
70.014730366,69505671,89705,18868,60376907
71.014877007,90665003,94702,29284,78295386
72.015009366,102240170,100562,35434,87896134
73.015183947,171516357,92314,19648,147738155
74.01531593,201689814,140815,117933,177384170
75.015457587,17459400,32746,8280,14023623
76.015607729,102294723,98824,32763,87942131
77.015757279,67366681,89613,18462,58615302
78.015895008,67168462,89655,18230,58469887
79.016035297,81648389,94409,24517,70471696
80.016189475,66765854,89953,18199,58113349
81.016341762,73978740,90678,18573,64197530
82.016482484,66741190,90517,17765,58096237
83.016609582,73924557,92637,23012,64191559
84.016748053,66244841,89184,18148,57691972
85.016880912,70794539,89046,20328,61483034
86.01701598,180709565,128001,80958,156197325
87.017150875,87154184,95195,25770,75190597
88.01728853,87720837,96597,19399,72457944
89.017440073,284635923,170368,140027,247139966
90.017571425,65204908,86368,18342,56854094
91.017702828,174475547,135863,74659,150466732
92.01786325,65729675,88343,17265,57180591
93.017993947,75640453,92676,23021,65514709
94.018132095,83665241,97899,29532,72841562
95.018277731,64163476,88833,18639,56074656
96.449367453,114621034,107751,44710,99572681
97.449499494,63829307,88045,18286,55815526
98.449635206,76869339,92908,23520,66787081
99.449773318,98839747,101187,37032,85463746
100.449908755,95934737,101250,40101,83191606
101.45004654,64020178,87160,18235,55855957
102.450180784,106651649,103147,37250,91786075
103.450315233,65267220,89740,18835,57025166
104.450468366,64019607,89389,18250,55984182
105.450621528,64127665,86837,18278,55997892
106.450753606,101735317,93191,18709,76300446
107.450907525,66209885,87918,18290,57473018
108.4510515,159911983,128587,77248,138166733
109.451188537,64807116,90332,18598,56621939
110.451331634,63057289,87807,17812,55198931
111.451472005,63130244,88107,18218,55244550
112.451612042,63699130,89147,18637,55729276
113.451773995,63781930,88915,17972,55752648
114.451910196,74672031,93753,23798,65105433
115.452052388,77630329,94744,26024,67482712
116.452186009,63164200,85731,17964,55190391
117.452325974,78830590,91869,26531,68566874
118.45248647,63910056,89300,18314,55864287
119.452616052,73549829,93429,22842,63983161
120.452745779,150599132,111352,51753,132490197
121.452881058,95541957,103740,40656,82695177
122.453030397,63268970,88612,18063,55383500
123.453176127,16683634,26750,5765,14577426
124.453280311,46847082,60381,11910,40952871
125.453421496,105651603,104197,30000,87810400
126.453578991,85814670,98089,30393,74430068
127.51221468,68305543,89926,19323,59449604
128.512354949,74121168,90417,24232,64478083
129.512507727,69305136,91596,21291,60429449
130.512635718,62692816,85998,17860,54775104
131.51280334,62972793,87355,17942,55093035
132.512966017,142263431,113039,53600,121781476
133.513104599,62210385,87577,18372,54534165
134.513255077,63357894,86492,17684,55523285
135.513383586,80334154,91216,27040,69967650
136.51350933,62230439,87470,18738,54547463
137.513646485,62144418,87195,18301,54479688
138.513800876,68413328,89994,19990,59712161
139.513932332,62185705,87484,18012,54509880
140.514058032,62774660,88619,17790,54994746
141.514189558,62694636,88182,18249,54934236
142.514323949,84872103,96445,18867,69419065
143.514460911,65585169,88567,18186,57150970
144.514603308,62766195,86029,17586,54941173
145.514751847,63095779,88904,18017,55252668
146.514894043,72091830,90161,25567,62967646
147.515027605,62711928,85522,17920,54820897
148.515183667,472386499,217051,194311,414473927
149.515341112,62312051,87229,18420,54545217
150.515498175,62150469,87603,18357,54479184
151.515645197,70087521,92136,22435,61190262
152.515796881,62587971,88331,17960,54848916
153.515939775,493969476,224372,208741,432862813
154.516075579,61814165,87386,17686,54230113
155.516208042,64990821,88418,19330,56884490
156.516342578,61558136,87470,17481,54019816
157.516481368,68526553,90580,21765,59899335
158.516622592,62139706,86058,17985,54424240
159.516755323,83843955,98005,18459,68517459
160.516893194,75951267,91700,23618,65864683
161.517022279,72447048,92520,24823,63121921
162.517169977,67352965,89744,20075,58855505
163.517299572,84596427,93285,26420,73339363
164.517426297,61701876,88586,18169,54118068
165.517568949,26842908,38391,7739,23827749
166.517703889,34615498,47973,9970,30030838
167.517868684,61281780,86007,17512,53727902
168.518025277,196964083,128926,88971,171178718
169.518176284,62929325,87708,18379,55092508
170.518320033,66210444,87626,20208,57737485
171.518467203,349970525,152358,116729,306053727
172.518597448,70783192,91474,21063,61717079
173.518726034,74515869,92482,23549,64897683
174.518854934,61023087,87596,17751,53547740
175.51898274,61528350,88160,18113,53978660
176.519120248,61591600,88352,18318,54027345
177.519254017,377423529,174773,128334,321495325
178.519396966,62464139,88016,18229,54688739
179.519533577,113983906,106835,45747,99180705
180.519661849,65554179,88088,20472,57387876
181.521832601,66947495,88240,21185,58553134
182.521981136,64710407,88439,18419,56476047
183.522136212,166033542,123048,73158,142693800
184.522277747,65595501,87602,17581,55026210
185.522418711,62475965,86531,18355,54708381
186.522554182,61504387,86971,17595,53853614
187.522693247,202626849,133789,87250,176008970
188.522833765,71298889,90650,23176,62132722
189.522979318,61354992,86054,17286,53721437
190.523125557,61438992,87360,17877,53782535
191.523267526,66866192,89661,21452,58425019
192.52341271,61269077,89500,18312,53728547
193.523545165,213648007,137585,93383,179735094
194.523695033,63242900,90562,18413,55267625
195.523843533,61184913,86574,17711,53585926
196.52399245,60692270,85546,17673,53183022
197.784582267,61534686,86934,17683,53857787
198.784734143,61249382,87484,17662,53633181
199.784908547,61210282,86932,17776,53613257
200.785069315,96837354,100325,36179,83513216
201.785242592,61308140,86585,17316,53676796
202.785401704,62544710,86520,17716,54598398
203.785552963,61112064,88573,17838,53574569
204.7856971,62834279,87807,18600,54988401
205.785849412,61140895,86177,17732,53555681
206.78599712,61625884,86934,17879,53942033
207.786164633,47729708,64814,17238,41948689
208.786314248,22011490,26707,4618,18868079
209.78647645,60715093,85779,17755,53281917
210.786618537,85945064,93631,18268,69741401
211.786760597,61970490,85005,17698,54144157
212.786892865,60792961,86463,17706,53331655
213.787037883,61182140,88650,18163,53688137
214.787190254,60775951,85285,17851,53247371
215.787349223,60752341,85224,17563,53250139
216.787500434,61177750,88068,17729,53688193
217.787633939,61330266,88417,18035,53784985
218.787767388,79689019,95427,28965,69286854
219.787923344,116388787,114164,66565,100921370
220.788067481,61850428,86920,17763,54217485
221.788214211,62038573,89198,18479,54316350
222.78835535,65680365,88983,19937,57431763
223.788490156,176114871,125964,83596,154070109
224.78862876,61505997,85701,17389,53884117
225.788779788,304104925,173952,141424,265020677
226.788916696,128240533,109561,38653,104176620
227.789052766,101610678,102309,36277,88295897
228.789396525,59895487,86764,17929,52678866
229.789653008,59924254,86951,18103,52677354
230.789803344,60334566,87643,18420,53043528
231.789940406,118673571,110479,53415,102957516
232.790097565,59644773,87166,17789,52478313
233.790243459,60370857,86080,17327,52973528
234.79038216,59774187,84177,17213,52491302
235.79052054,60131403,87734,18146,52877233
236.790662773,59609319,86747,17961,52441575
237.790808658,68067333,89085,21301,59450705
238.79094888,60229920,85180,17760,52877294
239.79109185,59610897,86913,18523,52442725
240.791247549,76903391,91542,25261,67071813
241.791389665,133109399,112834,44806,109410754
242.791529574,94298821,96877,34004,81698870
243.791674171,59378209,84605,17645,52267045
244.791879285,59978070,87349,17391,52754639
245.7920635,76482865,108059,21489,67388627
246.792246917,1307456916,843866,398983,1081876625
247.792416414,2405936,1851,44,1893662
248.792579952,1692915,1201,40,1289884
249.792753739,2441852,1938,42,1919328
250.792949517,1695342,1185,36,1289258
251.793109248,1717048,1114,38,1308105
252.79326617,1677137,1166,36,1276298
253.79340932,1687034,1207,40,1281708
254.793572197,209467612,271017,56936,180449552
255.793779177,58161720,86074,18065,51283841
256.793959435,58158256,85409,17651,51297260
257.794104478,57890228,82727,17369,51030406
258.794242214,72376363,91103,25610,63385403
259.794429847,59727236,86915,17998,52481788
260.794638059,59068724,86286,17680,52002020
261.794820256,59032485,85870,17604,51983244
262.794949357,62688899,87206,20044,55049149
263.795097001,53864567,83127,17607,47967845
264.795291311,21168238,8785,4437,17532577
265.795472504,60497084,87596,17900,53170262
266.22823636,480592001,365652,40847,395183116
