time,SB Resource Stalls,cycles,ROB Resource Stalls
101.540213951,214118825,22149967832,202453761
102.540869077,133775888,22254153325,327647356
103.541540222,92526436,22295186425,434338965
104.542218329,140797625,22174526719,334540793
105.542878828,212695512,22226170002,262387388
106.543528763,251148266,22031815995,232568860
107.544195256,230265415,22186846016,208216683
108.544869248,217781155,22098236071,203630292
109.545532879,252683491,20245256891,90762754
110.546196275,281841464,20059455790,69568379
111.546859828,234995623,21000066037,130271452
112.547491984,180002901,20694867882,223565450
113.548166602,223565520,21703275971,263012336
114.548818581,221175131,21166929573,238210767
115.549488924,179699789,16924493376,177091124
116.550164799,219847363,20305555854,197357911
117.550837063,218425509,20256599629,156563524
118.551498302,225159068,19969507136,154458797
119.552163649,291347565,21588388444,158631018
120.552835786,261134724,20090153141,87230784
121.553519581,394720253,20548837854,95812424
122.55417707,258362096,17275501690,141171416
123.55475584,137279146,13802141911,110655022
124.555315384,194674540,10577723249,162915614
125.555884275,103237393,6297597244,116635884
126.556464682,94101246,6825262533,16215395
127.557018828,114631157,6418905072,88336467
128.557710371,182069238,6812292270,51345406
129.558366772,262395666,13368951016,57553340
130.559028371,201803048,13146556607,44028287
131.559702891,214276324,12608545999,64509698
132.560359577,240972276,12762360432,73279935
133.561061797,587911969,15791341394,55222404
134.561685982,555636204,19414244766,89478768
135.562195972,177330484,14402043884,30981529
136.562777484,86952801,12973378556,20920590
137.563364771,81984191,12213416898,21325349
138.563961409,91489380,12360653674,22738147
139.564565908,82669939,12195841671,21003998
140.565142788,66242121,10329014229,17483637
142.023594129,113375202,15925957095,28772950
143.024212898,85454233,12591544597,20697676
144.02480768,84407639,12264589470,20742463
145.025406374,94459518,12210335327,23154818
146.025992136,81776610,12201135720,19705460
147.02657529,81735080,11838256212,20837003
148.027174751,91997398,12828515310,20987383
149.027775212,81660244,12141777212,20456179
150.028347473,78072719,11462831603,18505916
151.988386774,84163483,12414688994,19540076
152.988975148,80265085,11999695493,20575330
153.989566994,81942212,11807949366,21234832
154.990149919,86170007,12177856668,20168911
155.990630657,75076307,11771024626,16366515
157.770412645,150588285,21701903191,37978724
158.7709127,83474937,12059183541,19943005
159.771386434,84682690,12157679184,17752740
160.771987678,90687697,12382006181,23314951
161.772558002,70184007,10618530710,18385766
162.966189312,91767879,14559060953,20725450
163.966647877,92789503,12633223151,19134254
164.96722398,78290373,12480321244,20442453
165.96780993,79731232,11902535201,20493149
166.96829334,38028470,5060286993,9363125
169.168218237,88879956,12200629429,19246478
170.168796089,83232202,12457614845,18665937
171.169389393,79506939,11960041849,19359468
172.169897863,92897532,12404806952,22308836
173.170381757,79079013,12218783150,18400395
174.170878764,76493891,12259581380,19599031
175.171450201,84533099,12321786655,22307801
176.172047564,80477280,12005334866,20726541
177.172611753,84582447,12281475157,21331067
178.17319403,90802704,12402074530,22648323
179.173787384,79571329,12319007759,19891485
180.174377186,82436268,11900609191,21143804
181.174969381,89607326,12201566765,21613237
182.175557809,75781780,12287797994,19783273
183.176148409,77987688,12147683589,20482521
184.176742681,87750107,12554969632,23036092
185.17733319,80157757,11970946109,20970441
186.177935069,79544045,12124837569,20949006
187.178447133,95035557,12530330346,23218268
188.17903045,87853144,12481607835,20567642
189.179533531,76345444,12114822932,17877281
190.180097496,87320062,12616320945,18382929
191.18060006,90104690,10753442581,64850203
192.181080925,103860334,3205030058,25402407
192.706776807,48062185,1026774059,11725762
