time,cycles,stalled-cycles-frontend
90.452921174,22177477998,13280781107
91.453408706,22230647843,13535932750
92.453917804,22181019643,13562142693
93.454424307,21908843288,13291243745
94.454936363,22002750996,13728431340
95.455452451,22065320115,13580980510
96.455983364,22012799618,13589918258
97.456494561,21934611042,13274810505
98.456981105,22171333730,13308498337
99.457495464,22204874781,13192778219
100.458007101,22183067161,13268479592
101.458514941,22192193339,13479784712
102.459018384,22157158069,13367366368
103.459512535,22153029134,13136885963
104.460020265,22164745210,13450119516
105.460447682,15235334874,7890208776
106.704281553,22080119607,13065699430
107.704780061,19977932435,12012171148
108.705276573,19663954671,11514009604
109.705779462,21139400780,12646036392
110.706284148,10961691708,6558894439
111.706795532,21624579450,13138632354
112.707300786,20017613332,11663647933
113.707790761,20997122158,12340311841
114.708273685,20621279441,11936738710
115.708765848,20091265664,11631394460
116.70926672,19880058872,11917577976
117.709763389,17799740841,9901007910
118.71026281,17642815169,9588355884
119.710763428,19590491968,11232685210
120.71128697,19910864526,11651382241
121.711800489,18762346775,10948527682
122.712283486,12398539774,6641923808
123.712789247,6129272802,2639824168
124.71322987,6275557659,2328613916
125.713660425,6244570905,2258880321
126.714158102,6430791551,2583971231
127.714659143,5966892611,3118680332
128.715124111,12784721555,6027105339
129.715612374,12792073669,5663421613
130.716069173,12391492740,5922189491
131.716486768,12518204164,5401815378
132.716983451,18636131596,12410101268
133.719297865,18042876425,11085137390
134.719747519,12474395484,5117586280
135.720199655,12790685245,5685763833
136.720652342,12571216458,5057130051
137.721088392,12216399753,4733924128
138.721546466,12653475156,5189879082
139.721997181,12080826845,4575474447
140.722424699,12201467815,4713740228
141.722860286,12472866258,4965413320
142.723255056,12379602637,5442557301
143.723705686,11952335800,5952028844
144.724162298,12377597761,5418719881
145.724627709,12676713658,5173302119
146.725087975,12014821782,5262293956
147.725547425,12200960098,4674417886
148.726010935,12537723189,5712411320
149.726469047,12395655393,6305255774
150.726997057,3168323599,1540852362
151.860101662,6159641074,2303560091
152.860546405,6294187002,2308809395
153.861006415,10570345081,4504567487
154.86146016,12483626933,5391982928
155.861922368,12450472263,5859017384
156.862365958,5287011338,2620941292
157.862812703,12909550155,6269741730
158.863209669,12667527689,5231536456
159.863605929,12108306612,6068133422
160.864072552,12378135851,4999098922
161.864546402,3059669884,1339023339
162.86499617,12200880863,5274234239
163.865400001,12883791569,6523984526
164.865784904,12360915660,6160064439
165.866233009,12032574258,5110505165
166.866686344,11738799005,4456611542
169.242955288,28761695380,11533051858
170.243329678,12161864042,5420412350
171.243702006,12245661302,5925644653
172.244091665,12377576787,6279341303
173.244545111,12358876796,5361826912
174.245002409,12098565487,4780074211
175.245476276,12030221135,4550491428
176.245929475,12418508655,4895333255
177.246392053,12954792298,5980885688
178.246854333,12732895941,5501012486
179.247275768,12337927895,4806191513
180.247739107,12003506822,4488576058
181.248168813,12804991319,5265994309
182.248627907,12641233219,5085243680
183.249100099,12008712158,4470748076
184.249556155,12445549837,4961732441
185.250016451,12166029325,4632709993
186.25046068,12041046415,4519111627
187.25093307,12457418722,4947500431
188.251317131,9495954456,3449627613
189.251698553,6031148421,2130961654
190.25212758,6324672045,2355350506
191.252475571,5107397393,2078897598
191.938216422,1323397558,746173026
