%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,85.01,12.85,0.00,0.00,2.14,0.0,0.0,0.0,0.0,0.0
0.00,90.36,7.63,0.00,0.00,2.00,0.0,0.0,0.0,0.0,0.0
0.00,94.21,3.90,0.00,0.00,1.89,252.0,252.0,2.0,0.0,0.0
0.00,97.11,0.63,0.00,0.00,2.26,20.0,20.0,1.0,0.0,0.0
0.00,97.62,0.50,0.00,0.00,1.88,0.0,0.0,0.0,0.0,0.0
0.00,96.88,1.25,0.00,0.00,1.87,0.0,0.0,0.0,0.0,0.0
0.00,94.87,3.63,0.00,0.00,1.50,156.0,156.0,1.0,0.0,0.0
0.00,93.48,5.01,0.00,0.00,1.50,8.0,8.0,2.0,0.0,0.0
0.00,93.85,4.52,0.00,0.00,1.63,52.0,52.0,3.0,0.0,0.0
0.00,93.12,5.63,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,90.39,7.74,0.00,0.00,1.87,0.0,0.0,0.0,0.0,0.0
0.00,89.76,8.74,0.00,0.00,1.50,0.0,0.0,0.0,0.0,0.0
0.00,90.11,8.64,0.00,0.00,1.25,48.0,48.0,2.0,0.0,0.0
0.00,89.66,8.84,0.00,0.00,1.49,232.0,232.0,19.0,0.0,0.0
0.00,87.56,11.18,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,87.72,10.90,0.00,0.00,1.38,0.0,0.0,0.0,0.0,0.0
0.00,88.72,9.52,0.00,0.00,1.75,0.0,0.0,0.0,0.0,0.0
0.00,87.61,10.76,0.13,0.00,1.50,76.0,76.0,2.0,0.0,0.0
0.00,88.61,10.14,0.00,0.00,1.25,84.0,84.0,11.0,0.0,0.0
0.00,88.15,9.35,0.00,0.00,2.49,0.0,0.0,0.0,0.0,0.0
0.00,88.55,10.06,0.00,0.00,1.38,0.0,0.0,0.0,0.0,0.0
0.00,87.72,10.90,0.00,0.00,1.38,60.0,60.0,1.0,0.0,0.0
0.00,90.38,7.88,0.00,0.00,1.75,4.0,4.0,1.0,0.0,0.0
0.00,90.49,8.64,0.00,0.00,0.88,1576.0,1576.0,137.0,0.0,0.0
0.00,88.36,9.89,0.00,0.00,1.75,0.0,0.0,0.0,0.0,0.0
0.00,87.97,9.52,0.00,0.00,2.51,0.0,0.0,0.0,0.0,0.0
0.00,87.88,11.12,0.00,0.00,1.00,0.0,0.0,0.0,0.0,0.0
0.00,88.75,9.75,0.00,0.00,1.50,164.0,164.0,2.0,0.0,0.0
0.00,79.17,18.57,0.00,0.00,2.26,340.0,340.0,49.0,0.0,0.0
0.00,91.23,7.39,0.00,0.00,1.38,0.0,0.0,0.0,0.0,0.0
0.00,89.72,9.02,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,84.34,13.41,0.00,0.00,2.26,0.0,0.0,0.0,0.0,0.0
0.00,82.69,15.06,0.00,0.00,2.26,156.0,156.0,2.0,0.0,0.0
0.00,87.56,10.55,0.00,0.00,1.88,556.0,556.0,55.0,0.0,0.0
0.00,86.04,12.08,0.00,0.00,1.89,0.0,0.0,0.0,0.0,0.0
0.00,85.12,13.50,0.00,0.00,1.38,0.0,0.0,0.0,0.0,0.0
0.00,88.11,10.26,0.00,0.00,1.63,152.0,152.0,1.0,0.0,0.0
0.00,83.46,15.04,0.25,0.00,1.25,4.0,4.0,9.0,4096.0,4096.0
0.00,88.75,9.00,0.12,0.00,2.12,92.0,92.0,79.0,37536.0,37536.0
0.00,87.95,10.66,0.00,0.00,1.38,0.0,0.0,83.0,42336.0,42336.0
0.00,88.08,10.41,0.13,0.00,1.38,0.0,0.0,76.0,38912.0,38912.0
0.00,88.10,9.90,0.00,0.00,2.01,0.0,0.0,81.0,40960.0,40960.0
0.00,87.97,9.52,0.75,0.00,1.75,100.0,100.0,54.0,26624.0,26624.0
0.00,88.26,10.49,0.12,0.00,1.12,24.0,24.0,39.0,18432.0,18432.0
0.00,90.58,7.66,0.25,0.00,1.51,0.0,0.0,29.0,14336.0,14336.0
0.00,87.88,9.62,1.00,0.00,1.50,0.0,0.0,40.0,20480.0,20480.0
0.00,87.83,10.92,0.00,0.00,1.25,0.0,0.0,32.0,16384.0,16384.0
0.00,89.71,8.41,0.00,0.00,1.88,52.0,52.0,38.0,18432.0,18432.0
0.00,89.00,9.88,0.00,0.00,1.12,76.0,76.0,51.0,20480.0,20480.0
0.00,87.64,10.11,0.87,0.00,1.37,0.0,0.0,66.0,33792.0,33792.0
0.00,89.08,9.28,0.13,0.00,1.51,0.0,0.0,40.0,20480.0,20480.0
0.00,88.61,9.39,0.25,0.00,1.75,0.0,0.0,40.0,20480.0,20480.0
0.00,87.59,11.15,0.00,0.00,1.25,52.0,52.0,42.0,20480.0,20480.0
0.00,85.19,13.05,0.00,0.00,1.76,20.0,20.0,41.0,20480.0,20480.0
0.00,87.09,11.28,0.00,0.00,1.63,0.0,0.0,51.0,25376.0,25376.0
0.00,84.52,13.98,0.00,0.00,1.50,0.0,0.0,10.0,5344.0,5344.0
0.00,70.59,27.03,0.00,0.00,2.38,128.0,128.0,1.0,0.0,0.0
0.00,65.79,32.45,0.25,0.00,1.51,4.0,4.0,1.0,0.0,0.0
0.00,57.99,41.13,0.00,0.00,0.88,624.0,624.0,49.0,0.0,0.0
0.00,46.76,52.12,0.00,0.00,1.12,0.0,0.0,0.0,0.0,0.0
0.00,31.70,67.04,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,28.79,70.84,0.00,0.00,0.38,0.0,0.0,0.0,0.0,0.0
0.00,20.18,78.95,0.25,0.00,0.63,160.0,160.0,2.0,0.0,0.0
0.00,70.87,25.98,0.00,0.00,3.15,244.0,244.0,24.0,0.0,0.0
