%steal,%user,%idle,%iowait,%nice,%system,kB_wrtn,kB_wrtn/s,tps,kB_read/s,kB_read
0.00,97.38,0.75,0.00,0.00,1.88,0.0,0.0,0.0,0.0,0.0
0.00,97.50,0.25,0.00,0.00,2.25,116.0,116.0,2.0,0.0,0.0
0.00,95.50,1.00,0.00,0.00,3.50,8004.0,8004.0,39.0,0.0,0.0
0.00,95.86,1.38,0.00,0.00,2.76,0.0,0.0,0.0,0.0,0.0
0.00,97.00,1.00,0.00,0.00,2.00,0.0,0.0,0.0,0.0,0.0
0.00,87.44,11.06,0.00,0.00,1.51,0.0,0.0,0.0,0.0,0.0
0.00,96.13,1.37,0.00,0.00,2.50,192.0,192.0,2.0,0.0,0.0
0.00,81.27,5.49,11.36,0.00,1.87,80348.0,80348.0,159.0,0.0,0.0
0.00,77.19,19.67,1.75,0.00,1.38,13300.0,13300.0,54.0,0.0,0.0
0.00,62.39,36.35,0.00,0.00,1.26,0.0,0.0,0.0,0.0,0.0
0.00,42.09,56.66,0.00,0.00,1.25,0.0,0.0,0.0,0.0,0.0
0.00,31.72,68.03,0.00,0.00,0.25,208.0,208.0,2.0,0.0,0.0
0.00,29.35,69.40,0.00,0.00,1.26,53932.0,53932.0,88.0,0.0,0.0
0.00,48.25,49.88,0.00,0.00,1.88,38880.0,38880.0,73.0,0.0,0.0
0.00,46.74,51.00,0.00,0.00,2.26,0.0,0.0,0.0,0.0,0.0
0.00,43.70,54.16,0.00,0.00,2.14,0.0,0.0,0.0,0.0,0.0
0.00,29.15,69.35,0.25,0.00,1.26,160.0,160.0,2.0,0.0,0.0
0.00,14.11,85.52,0.00,0.00,0.37,44040.0,44040.0,74.0,0.0,0.0
0.00,13.53,86.34,0.13,0.00,0.00,0.0,0.0,1.0,4.0,4.0
0.00,13.02,86.36,0.00,0.00,0.63,0.0,0.0,0.0,0.0,0.0
0.00,14.16,85.59,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,14.61,84.77,0.37,0.00,0.25,156.0,156.0,2.0,0.0,0.0
0.00,13.39,86.23,0.00,0.00,0.38,51092.0,51092.0,80.0,0.0,0.0
0.00,13.64,85.98,0.00,0.00,0.38,36964.0,36964.0,56.0,0.0,0.0
0.00,14.93,84.82,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,34.41,64.72,0.00,0.00,0.87,0.0,0.0,0.0,0.0,0.0
0.00,44.91,54.59,0.00,0.00,0.50,148.0,148.0,2.0,0.0,0.0
0.00,28.27,71.23,0.00,0.00,0.50,44064.0,44064.0,54.0,0.0,0.0
0.00,31.92,67.96,0.00,0.00,0.12,0.0,0.0,0.0,0.0,0.0
0.00,27.62,72.00,0.00,0.00,0.38,0.0,0.0,0.0,0.0,0.0
0.00,28.89,70.61,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,28.16,71.34,0.25,0.00,0.25,112.0,112.0,2.0,0.0,0.0
0.00,26.95,69.27,3.15,0.00,0.63,49168.0,49168.0,54.0,0.0,0.0
0.00,27.12,72.38,0.00,0.00,0.50,83272.0,83272.0,127.0,0.0,0.0
0.00,28.12,71.63,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,27.50,72.25,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,27.81,71.45,0.25,0.00,0.50,108.0,108.0,2.0,0.0,0.0
0.00,27.11,72.64,0.00,0.00,0.25,14404.0,14404.0,27.0,0.0,0.0
0.00,28.89,70.86,0.00,0.00,0.25,29856.0,29856.0,39.0,0.0,0.0
0.00,27.99,71.52,0.00,0.00,0.50,0.0,0.0,0.0,0.0,0.0
0.00,28.18,71.57,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,27.86,71.39,0.25,0.00,0.50,104.0,104.0,2.0,0.0,0.0
0.00,26.82,71.55,1.25,0.00,0.38,14300.0,14300.0,28.0,0.0,0.0
0.00,28.09,52.31,19.35,0.00,0.25,104292.0,104292.0,116.0,0.0,0.0
0.00,22.99,39.32,37.31,0.00,0.38,103072.0,103072.0,136.0,0.0,0.0
0.00,22.61,57.54,19.47,0.00,0.38,104812.0,104812.0,202.0,0.0,0.0
0.00,16.71,71.32,11.85,0.00,0.12,68528.0,68528.0,109.0,0.0,0.0
0.00,28.50,71.12,0.00,0.00,0.38,0.0,0.0,0.0,0.0,0.0
0.00,27.78,72.09,0.00,0.00,0.13,0.0,0.0,0.0,0.0,0.0
0.00,27.32,72.56,0.00,0.00,0.13,0.0,0.0,0.0,0.0,0.0
0.00,28.12,71.50,0.00,0.00,0.38,0.0,0.0,0.0,0.0,0.0
0.00,28.91,70.71,0.00,0.00,0.38,32.0,32.0,2.0,0.0,0.0
0.00,27.90,71.36,0.00,0.00,0.75,0.0,0.0,0.0,0.0,0.0
0.00,31.59,68.16,0.00,0.00,0.25,0.0,0.0,0.0,0.0,0.0
0.00,17.25,82.38,0.00,0.00,0.38,0.0,0.0,0.0,0.0,0.0
0.00,14.59,85.04,0.00,0.00,0.37,18400.0,18400.0,29.0,0.0,0.0
0.00,36.97,62.16,0.25,0.00,0.63,11740.0,11740.0,24.0,0.0,0.0
