time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
55.014497121,249222510,25982762802,20355319308,478535287
56.01474066,235261155,25756035463,15356282668,441295162
57.014967715,469694179,25397660795,15312837404,779504166
58.015179474,215686951,26514649838,15589685953,427806789
59.015421815,261107095,24495091419,15911270697,517397209
60.01563793,422864970,26781599353,15526485402,652892116
61.015881467,841810708,26064434492,14131887302,1177152197
62.016111675,856284970,26005164858,15931775587,1268482691
63.016328808,785501278,24420899647,13834879171,1181796779
64.016570642,714597927,17944015647,14792877958,1079998720
65.016796694,349578681,14959362009,16484781940,729319454
66.016978383,562611503,18778959360,26531212011,1201425337
67.017197594,812580362,18694811923,26264773361,1697765970
68.01740189,917956094,18468562846,21002615513,1959480118
69.017606426,1405374297,17198580746,20302830379,2684025399
70.01786018,810146993,20014329589,21255666015,1645445373
74.218298999,475280280,41996799298,31395289971,1310038299
75.218512199,146276952,26682474763,24115385414,438529752
76.218739839,121543974,27416674256,18449443220,342928456
77.218979686,459794974,21690762303,16667646323,818013005
78.219167465,190747436,24586187218,19259501090,481982409
79.21940942,142430531,29185815077,21621207876,400553871
80.219638635,107295215,27612443768,18820891226,335176794
81.220576251,470014019,26983193854,17597891511,697185960
82.220791135,475286246,26235913803,15978157378,753779168
83.2210123,662949582,26605574800,16518126439,1105254549
84.221220589,487689327,27049578806,15534271214,779304096
85.221463673,298894190,16994267801,9250931731,463221854
86.221677722,481589928,20545985297,15627134917,785622261
87.221883919,590024853,25550944667,19695995627,992296286
88.222095667,706263142,24451495918,21001046358,1235833477
89.222313592,802128376,19987308962,15006688074,1192476052
90.222520908,1138527359,19775866657,16019445993,1800504391
91.222743893,926887717,16996555227,18092993475,1819359637
92.222941738,857952970,19682225532,20338344464,1750277281
93.223152144,938636676,17285147666,18699981907,1962251764
94.223397383,438334007,16752720861,17803790432,915330523
95.223630248,1446561438,14754590799,14507217171,2894334793
96.223843469,164741510,13465641345,11993997105,440334953
97.224065766,448486853,22614940987,15955973422,858870736
98.224304174,275631501,19548897208,13190736221,572916852
99.224551683,519585767,24153337296,14719748828,787145061
100.224806965,177512268,20272300504,13008005892,404031843
101.225009162,217579916,19901088732,12639536024,476137090
102.225217766,136863570,17367479733,9733252330,286024546
103.225461932,394301491,16256786422,9134414875,606636845
104.225670731,228088940,16082024615,9828147783,454384045
105.225898246,440371148,17211385208,8893207193,711834963
106.226160714,413602417,13585170570,7771314866,605616541
107.226425123,328165108,12168410511,6732455935,531675182
108.22665711,422406834,14399100248,8835130339,706361198
109.226912306,434253155,12403911396,10329025562,732092999
110.227153195,343230438,12635455324,10032547584,610497137
111.227381053,836299467,8832506485,10191914698,1490222531
112.227618837,535048922,12839730048,12485400494,1121769057
113.227889467,743326441,14563718435,13708940597,1408857463
114.228159961,375354754,15007490970,14402689713,836998057
115.228388722,563893104,14480293827,10735962769,1134162166
116.228582589,130166309,17574340344,13391966163,364394511
117.228837081,350378247,18831287787,12576564527,723874088
118.229050372,183365317,18936706701,11866951774,379662014
119.229342343,250304621,16063470951,11257236834,467063986
120.22954845,257850301,16331214004,9127452010,479295934
121.229781819,225100099,16220632246,10939725471,458441173
122.443672359,152174586,19028975104,11831595462,370937187
123.443928502,241275936,16280878177,9069200313,380601432
124.444176793,370549772,16320565460,8950211488,584040225
125.444432894,425856708,17638111550,10188395939,737627414
126.444701344,505856186,16649188349,8752747246,799482319
127.445117674,430118918,10779996638,6167466134,632362232
128.44535892,898819209,24526816250,16798601302,1382114474
129.445588757,578508324,21037452076,17698615273,999702866
130.445826074,748969612,15100169738,13445412954,1231473140
131.446049242,785589576,9202254891,9350171958,1343295509
132.446396742,774889327,9354898677,9876989665,1535076106
133.446620907,426707507,14042024372,12867355193,1000735766
134.446828883,323589615,16102060596,14080555602,752088743
135.447072681,278694746,16094485562,11814596197,653371556
136.447292163,553808166,15293906369,11427076820,990451224
137.447490398,222336158,20841930671,17155514217,519413111
138.447689176,170275336,19154152856,12522943552,435408801
139.447935923,245549464,14509363416,9184688410,432441385
140.448200713,262475454,16203612906,9372930384,511356039
141.448428946,138503543,17736822792,11005927827,390934286
142.448655618,106000963,19511451689,12200388127,286029814
143.448915503,175116508,15967733436,8895488012,286952877
144.449109762,573017291,16533037877,9824783993,806958057
145.449348167,420428948,17501186065,9491686849,669192422
146.449608696,500292024,14581993491,7492604126,799936600
147.449871997,257542533,7602905203,4640039108,417904794
148.450103697,297357428,10458049636,8383856235,527179305
149.45034358,310769327,16478556440,14939313716,616827988
150.450577052,888580273,14304209180,12882806462,1567448171
151.450841552,821220023,10499397717,10485502302,1521562806
152.451127079,679531819,9171540009,9725239690,1253006807
153.451330361,404276483,14732808283,12728016794,871493061
154.451554777,395823268,16182641515,12706737933,917478349
155.451813926,234927130,15720206844,12535525022,617982201
156.452078372,511863689,17578578071,12173890209,929823448
157.452312427,266661106,18278409328,15182342172,540298087
158.452557409,233377078,18647122294,12531944089,451572206
159.45276701,140620936,16415378564,9371275029,330586732
160.452983072,260546893,16351576142,9468852400,498827330
161.453201085,93411048,17717323448,10402136559,295512640
162.45342935,200655044,19586177564,11694979898,349383466
163.453667413,281335660,16562967778,9504522844,432457409
164.453904565,621229422,16470846917,9679972344,865956083
165.454166001,492492919,15802772382,8106965346,746670080
166.454434414,304523925,10094235067,6335302815,578277360
167.454688005,325336141,13554961433,9419610105,537577928
168.454949203,276743164,12883533365,10650623243,511398478
169.455186896,1040711610,12475009786,11087316957,1634029608
170.455424046,558600851,15415690173,14108949042,1037332496
171.455687075,549612146,13485124128,11282572020,968124976
172.455910899,1083363078,23433852263,16018769030,1663112333
173.456160097,559282100,19110843346,15083041384,1068459740
174.456367284,436485318,17493062962,13177470956,923241884
175.456623394,319461708,17120303045,12885283329,707847807
176.456914083,133892461,14699196354,8605785724,349548077
177.470748561,904442767,18109512457,13586830288,2059415013
178.471019821,579844764,17909894768,10244339817,854286878
179.471276968,314279062,16975255700,9173525091,552660416
180.471483953,372349047,16742472408,10504926077,591070786
181.471689122,483234549,17618728837,8709466647,671985901
182.471963352,536591980,17150524131,10002227032,806983656
183.472271478,511186969,16690285364,7428564610,717282704
184.472650403,382778652,5240684288,2953202277,555708958
185.472890628,506215585,18886997441,19292536654,919747967
186.473119176,515253920,18260299482,25821391854,1090564272
187.473345066,327329336,22487030187,29181830001,822596612
188.473560391,822684128,23573564770,24692408745,1848626244
189.473769323,394596948,27275457407,20222039045,794488295
190.473982622,984557539,25663473402,21111470783,1967922948
191.474223181,509744394,28678853019,18873571735,929247910
192.474463424,537281134,29528813267,19148019430,887308467
193.474690407,511452385,30236366511,19251694460,817190466
194.474916676,529353435,27031378444,19027248144,986706684
195.475140493,483462387,29523750668,18062065031,779751028
196.475359406,385969942,27521265387,17949181284,667317783
197.475582866,558558191,27842058019,18750768105,911240485
198.476758109,484041814,28477005463,19909646277,753182354
199.476983708,131792025,29012428747,19332530148,321119789
200.477212639,147580888,29279265010,21242013811,380946732
201.477468025,123464343,31440929746,19290188851,290813134
202.478180574,97753552,31907517168,18339397732,244869287
203.478389911,140063571,31393318595,18944722237,359794449
204.478612862,96736844,28445804576,18742989400,252848060
205.478842138,92085853,28992307214,18740617231,244475895
206.479061907,232594751,27146654256,18612567547,483310845
207.479285033,180182614,24427157821,15867823984,337434781
208.479515556,131470409,31636444269,18375208553,290778990
209.479741672,155941434,27367218638,19046606341,385508064
210.479970134,96892106,30181023041,18153694895,243574741
211.480201793,97641014,32433377374,17569596717,242315484
212.480426826,117280831,31834910811,18372992445,294665334
213.480649069,312910094,31132185348,18696922704,514409281
214.480897822,850748010,19706620514,13421273658,1226392987
215.481123528,286128995,13219557197,7670004347,446476158
216.481345716,170166210,20738435780,17645047471,442077189
217.481614715,133736396,21268324723,18450891194,384821829
218.481837654,803310884,18126402238,18545979906,1696401598
219.48206307,503085938,20962199393,13187350374,801813546
220.482254771,444943671,20831255700,12918589480,694650669
221.482504595,502574623,22330261585,12227648180,754586326
222.482747852,535185232,20784667311,15288073983,906451504
223.482999124,769126802,20080963105,10566087370,975686215
224.483258327,563395356,17145560671,9668480546,801319432
225.483534692,461626702,11159351523,6770952382,635112525
226.483755603,120963387,7583501495,8736694292,294608436
227.484036461,258394719,13468199061,9777258704,421034427
228.484297871,53529341,11837711598,6534610262,174384859
229.484611048,38978709,11410033886,6155579605,141264602
230.48493119,46953163,11585848377,6204125566,162753046
231.485183395,49481954,11382838285,5884135884,158848402
232.485461938,37140491,11374134290,5764205118,138247390
233.485741004,45892807,11394704806,5987337995,163652440
234.486007151,50583245,11457228317,5943859338,160790153
235.486276865,38782604,11516748358,5867403233,146616720
236.48654655,51184607,11535991844,6204755558,179144399
237.486824908,55505398,11462881896,5997241705,178174578
238.487098712,38779837,11543634236,5871476594,137035719
239.487380594,46741514,11605324055,6467654642,160230480
240.487659233,101449609,11467033696,5860871689,358977922
241.48795871,38078923,11401912856,5755681683,138578215
242.488241488,46675401,11520985776,5923236862,160921086
243.48849571,90964891,11527533452,5945394905,319691941
244.488750632,38422001,11386506058,5810017045,142953686
245.489027629,45074832,11433579262,5817368383,154028920
246.489312028,112080810,11517801783,5854548808,394618366
247.489592171,39920440,11518022924,5977564943,149118263
248.489865149,47513364,11477077353,5970389254,161961055
249.490191573,345226971,9174763875,5492101057,468069140
250.490661625,341656669,2540567678,1979456151,457005932
251.491342776,14059201,76427607,88737910,75912181
252.492234325,97621608,1332795892,1385523609,307522281
253.492633488,6905343,3136354,12689070,53420405
254.493376282,6970034,1989741,9594236,51250543
255.49421343,10868926,16312865,27289193,58244260
256.495229992,44600622,52071379,60680257,101264719
257.495521367,360223215,1756238077,1690376352,479949584
258.495855552,57987939,6075458413,5928197871,179731200
259.496122817,71167464,4725844968,4300886461,267241732
260.496436481,46189635,5271416487,4929751167,164409148
261.497413142,45872389,449661576,411036321,116908142
262.497769258,39353986,672252768,655400990,121186430
263.498016342,81885927,6306434462,5863608331,229070875
264.498345835,56168955,6152939718,5666972522,199818742
265.498802845,100595665,3261694193,3687139694,360649644
266.499337967,8814036,72562295,83283890,61756950
267.499629943,52347755,714790036,666330157,140245540
268.499904521,81689908,6622944847,6120989268,225448101
269.500150857,65805250,5708804625,5362069516,217171035
270.500456623,82897092,4948282944,4616224212,278853466
271.501280725,30285911,93529823,109249476,100291306
272.490642112,40617000,476261697,663646359,145196654
