time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
42.01651914,24843538,7115664,2330020,11218087,19553315149
43.016774262,24598209,5544422,2169205,11168461,21946266182
44.0170278,19216928,5007067,1714205,8219093,24135362069
45.017317967,20920825,4525184,2118703,9322618,23770857138
46.017588518,14291481,3258334,1320069,7108632,25795842921
47.017854716,13713087,3441394,1334927,7784980,27390109239
48.018117629,14593057,3332277,1523911,8412024,21586020887
49.018404555,11198365,3455514,1249526,4949380,10509236690
50.018644731,15436614,6483107,1387919,7145529,10622168981
51.018883825,26427658,6069694,2317028,11726451,17630267704
52.019183605,23984006,6354958,1942127,12203744,19276564411
53.019431573,16994074,4488058,1486233,7479884,17807340444
54.019706203,19230757,3912901,1812357,7299271,17960097933
55.019988101,17168867,3141054,1634280,7204907,20010871108
56.020258374,7703569,1953747,691029,3728056,23825959173
57.020515144,11613649,2425050,1179489,5900955,23636102317
58.020760979,11034193,2220780,1382696,4954774,10968320026
59.021009598,18205485,3152975,1549801,7086585,12477610803
60.021262965,23141130,4513876,1818662,10359686,16182277749
61.021537275,18605948,4587066,1459278,7750254,13829731609
62.021814844,16340985,3615618,1658665,6493825,10532130078
63.02209229,16001150,2810700,1574531,6244250,17155456186
64.022344104,9447547,1902370,763584,3721942,22266572834
65.022592998,7331633,1553361,626561,3478273,20654618640
66.022860484,4720765,930191,599237,1976075,7548276261
67.02314634,10471273,1880217,1017288,3876744,7549280068
68.023396803,16124586,3097319,1323108,6776927,11424606312
69.023652607,19410263,4028283,1573035,8240229,14244859327
70.023963813,20179502,4370118,1776341,8875983,13699537951
71.024252537,16514461,3806920,1465112,7183201,14196097765
72.024543208,12269758,2330856,1042494,5088526,17693735745
73.024845441,10464377,2108131,876370,4893703,21071976701
74.025135293,5426472,1183941,595841,2738041,12673721677
75.025438707,4157972,854367,440305,2066470,8507616014
76.025722118,10343976,1754090,999553,3750224,7815504152
77.026011858,16642324,3315153,1397461,7257275,12118090789
78.026268833,18114983,4583278,1414613,9188680,11687978661
79.026523489,18305758,4582237,1583619,7127205,12922398024
80.026774431,18227224,3807229,1719524,8174853,14155299246
81.027003438,11801801,2476042,1033467,4079247,17380623608
82.027245211,10638487,1673667,1034845,4688623,21167246284
83.027579796,7032877,1460826,676744,3240198,15407947330
84.02786278,3860772,792492,412299,1773167,8731016794
85.028249446,9460235,1435264,831199,3152304,6816661942
86.028538511,8822737,1756341,651908,3785662,6965400357
87.028794332,14030371,2868018,1141428,5174396,10145805274
88.029029561,23172556,3862037,1572927,10077511,15320155421
89.029359579,13793313,2776762,1023986,5463782,14587411215
90.029659109,3741311,864584,262393,1517124,7830251908
91.029913187,1393857,376910,158035,919755,7396026579
92.030247639,1486887,385956,108586,895524,9635715208
93.030587594,981080,163227,57815,241495,6829965705
94.030916879,1379619,171725,88567,666929,6465793415
95.031181714,2023634,427084,217812,732574,7403617052
96.031471789,2505575,397659,215773,1189097,6948663405
97.031795989,789691,178701,118994,282302,6871477289
98.032175213,1776907,345031,191485,620256,4076628160
99.032443837,13851698,2467689,1042863,6575657,14004730830
100.032677815,21493980,6996642,1762560,10556171,16102543762
101.032928139,32607321,8796149,2427194,16102035,19071142539
102.03317084,20381822,5524879,1852783,17264153,22941365495
103.03346416,16097794,3412585,1582002,7009365,13406473068
104.033713732,14413758,3272934,1548576,8602360,15165336324
105.034022262,15232224,3754939,1538059,8511799,14985074507
106.034283956,11142863,2348118,1020498,7030185,14992700473
107.034560565,13658407,2984321,1368970,6260107,10296190703
108.034847147,6855627,1079074,651579,4023186,11562839972
109.035353213,2979408,473569,374593,804814,2377201136
110.035695987,1985557,494353,210387,929671,1476789056
111.036798305,69352,33111,12999,10414,12265313
112.037731526,69083,30734,13086,6603,12482393
113.038205263,85462,35170,13616,26302,26493658
114.03892089,59708,27651,11200,5705,9447066
115.03976315,335840,55829,82964,26227,103579467
116.040076456,2671718,771294,377362,1289701,3304099958
117.040350109,5620418,1005949,716781,2559957,6839800117
118.040665435,3876743,1076305,407435,1763476,4687088061
119.041116824,3336950,778454,323180,1487260,3471625180
120.041826024,518990,157433,56768,134062,479966266
121.042164704,1638308,610355,185687,1146018,2240493174
122.042420995,6101525,1244136,614559,3655466,6689753775
123.042703639,5053923,1249523,529013,3299467,6263998212
124.043226252,1934277,668680,216090,1097321,1825535237
125.043766882,241995,70019,27999,85307,224378092
126.044111002,1455471,447004,156655,936382,2228870344
127.04438813,6703904,1111801,674506,3151735,7038141611
128.044654703,4979906,1222317,493588,2963391,5680873315
129.044922238,5058706,1105824,436363,1491510,4796730446
130.045934497,531610,97393,89675,103904,400545243
131.046336706,851233,232870,128488,335871,470797627
131.078667926,278871,22632,70045,13216,44275860
