time,LLC-prefetches,LLC-prefetch-misses,instructions
66.021586908,75837016,19799882,21186768054
67.021781095,46068215,12034816,18045044334
68.022002828,37725311,14309083,16879201879
69.022198244,41959202,8238084,16321019247
70.022404904,51431538,11246800,24271114149
71.022608635,47521597,13911929,30145048906
72.022817216,40934586,15596256,33433465719
73.023013922,40600473,13782565,30668733169
74.02320031,37842902,12978727,28544841296
75.023380805,51526973,20214002,29898672981
76.023568538,67384748,42833139,33571198171
77.023789466,33164206,17717720,31356646898
78.023990209,19246272,6663907,14705311224
79.024177801,46435455,6145001,17265499005
80.024382182,74684194,20020376,21674209757
81.02457223,83017284,18742807,21601764371
82.024778524,49108832,15152681,19240925408
83.02496355,31917933,11957835,16076846980
84.025157504,44010668,7956920,17854191781
85.025346842,45973153,10164579,24199047041
86.025551107,46225683,13147037,29417405251
87.025761371,40792182,14280491,31402435674
88.025984803,39920087,13413514,30100710974
89.026186416,38372682,12753213,28419403704
90.026399398,55348263,24181279,31197035347
91.026592509,65529442,33716863,34843144649
92.026784878,36661209,17493740,30191400650
93.026962323,37672366,8033560,17062276169
94.02715642,50639176,7715480,16506107975
95.027344914,67857452,17026002,20591289071
96.027550633,72698313,17481510,20271081272
97.027761787,53527932,14027093,17874040483
98.027957339,37659271,10460970,15157085254
99.028162592,43496539,9014546,18665177036
100.028567226,47115150,9794612,23904890348
101.028781932,36348591,10810924,23995600502
102.029002442,32095531,11048393,24540755863
103.02924651,34441697,12152545,26945660980
104.029471433,41212009,15071782,25848729680
105.029665364,48645084,24169067,30817074760
106.029887278,44318865,20185999,26730344840
107.030089581,22400146,9397811,16999156033
108.030277194,39267051,5164100,13781035416
109.030476572,66247706,12337854,18202465194
110.030660283,57494810,14406200,18595489786
111.030888818,57731719,15073242,16298759053
112.804194749,64572586,13757642,23819881270
113.80440251,42319641,9952598,19415862225
114.80461129,30538596,8890284,18953361342
115.804787031,22272100,8311589,17605969969
116.804974773,24043322,9480254,18381158516
117.805184073,35411381,13748853,19856570113
118.805409011,31878627,15255824,19967136665
119.80562425,16781041,7396230,12824545392
120.805840702,32395902,4250782,9530337389
121.806024793,62459679,11311538,16284823965
122.806243959,56749697,11818330,15269848712
123.809647409,30874603,8829608,11228488941
124.809878674,37892360,5470693,13190507070
125.810137163,37392707,7312947,17624353628
126.810357553,23560415,7862845,17181102332
127.810573223,21796879,7652165,17036046056
128.810791557,25403899,9073006,17958972624
129.811019984,40957858,14308003,19554693609
130.811247012,31360061,12812716,19432593097
131.811495629,18268432,7687486,13482109023
132.81169921,25289614,5219793,21728506801
133.811875117,40705065,8235288,24398238264
134.812062559,43487346,7493121,15424228788
135.812256249,40923841,9257247,12669067135
136.812458316,41908442,7559941,13054374289
137.812642983,34923666,8277481,13666267725
138.812827013,32647635,6007060,15984021716
139.813064927,26507259,7914042,17798203491
140.813328496,23856325,9073659,18028151619
141.813556476,26242489,10049437,18245728178
142.813753759,31546296,12010009,18911482385
143.813995717,32588000,12998912,17586040832
144.814229377,14434655,5792290,11517091583
145.814462431,17128810,2556326,7105923872
146.814653132,45051375,6565250,11410737783
147.814867261,38905056,6927627,12447367127
148.815079475,48968224,10403730,14268766771
149.815272064,36025200,7246511,13282950184
150.815502348,34084422,7108987,14618855507
151.815730872,32252552,6738456,16915077022
152.816026458,26353470,8481207,18052263757
153.816235643,22663167,8105767,17729023948
154.816445168,30745159,11200390,18679723851
155.816679967,27395007,11238551,19233606735
156.816918037,25897970,11595912,13966020435
157.817205705,10702182,5361107,8939659577
158.817491543,15992279,2145808,5416254000
159.817658637,32241025,3876014,7723999399
160.817943155,22423006,3125925,7802746461
161.818142642,45008665,7519459,13273623796
162.818335079,55332450,11601540,15893633180
163.818608951,23627454,8971964,9337596790
164.818867528,14238191,6016979,9459812132
165.819086214,9008504,5076503,10045455876
166.81938293,18425329,10107619,14207867129
167.819624909,10966156,7879874,12634132018
168.819914856,3904790,2416199,6408813021
169.820211969,4107794,1644684,6611532560
170.820440032,6129066,1942229,7645533067
171.820617172,22871379,9324764,25483284089
172.820797481,39107901,12060993,17043477467
173.820998271,55431210,9874874,21488160540
174.82121611,53539206,16808209,24408221700
175.821387144,47642801,16872782,23756275232
176.821575987,47559974,18000822,24899016228
177.821772206,37738447,17403152,29197572135
178.821956255,36601596,17223220,28867968422
179.822133209,39006818,20555183,31954309492
180.822332575,43388647,20357736,28800400532
181.822556377,58685229,17038109,25583451850
182.822790383,55670879,13395381,19084931446
183.823009358,57478191,10651323,17350055318
184.823244984,53169206,13258795,16957594331
185.823497615,32621216,13648086,15567389538
186.823748813,17407341,7884003,16510387965
187.824023161,12084233,6059599,16666284489
188.824224486,35740653,6727792,17676981066
189.824393128,47054103,9549512,15154656045
190.82462046,38967748,9007181,14728102676
191.824860343,31983081,12486808,15200622780
192.825091898,15996542,6469343,11963545059
193.825313052,16405063,7141223,12881292538
194.825552554,18735215,9407076,17076409283
195.82575589,24928655,11350486,17499001070
196.825968965,31783797,11342882,16884609334
197.826386911,35539879,7003052,9459868417
198.827082904,597195,140975,154213581
199.827879132,3565303,885153,811042612
200.828961901,75832,8966,10118753
201.82986965,114399,23119,28610615
202.830809604,225380,86874,31448769
203.831933296,324003,144265,103283937
204.832256913,5557321,923652,2011874775
205.832455997,25198995,1244243,6281058174
206.832728593,17962027,1756751,4814499770
207.833077932,18244862,2175656,5297847482
208.834047942,1192374,437642,463732210
209.834308339,1780558,529557,839400210
210.834550674,26002647,1957163,6479252736
211.834802993,24159100,3891393,6114149982
212.835048631,15853719,1826886,4655804789
213.835317446,18638246,2540909,6311368967
214.835710346,3686692,773576,1710650401
215.836101027,195323,70100,48665538
216.836381608,2350225,353364,900578546
217.836658336,28093084,2625764,6793908589
218.836936483,21480944,3054014,5681904412
219.837182582,16026835,2140202,5319126525
220.837597472,22601182,3063378,6177222384
221.838015992,543404,170029,161592020
222.839027674,4633892,1040177,1103832242
223.839959954,116548,19184,27229598
224.840369529,71580,6233,10081412
225.840969546,71218,3772,10517666
226.84181279,125101,14784,27506344
227.842132826,1804652,492500,469040076
228.842366794,14420730,947032,4390415429
229.842622073,27501988,2085689,6338049038
230.842896049,17213686,1979609,5092185685
231.843300702,7274217,1240994,2526530483
232.843927977,526167,209557,161823405
233.844158683,8527819,908922,3138765762
234.844376428,36135165,3934631,8014156078
235.844633635,13035639,2559263,4428448373
236.844953472,18355207,1816824,5365808982
237.845305401,8591149,1662158,3980017156
238.845761943,175980,37997,40850758
239.846950339,357309,127733,104388975
240.847194235,11291588,691314,3370644284
241.847447763,34793215,4221658,7912802995
242.847751246,13343519,2300104,4762717281
243.848045852,20008081,3388904,4466050137
244.848389931,500392,150303,147222723
245.435440628,2534205,408166,774666944
