time,r01c2,FP Instructions,SSE Instructions,instructions
96.193005923,28315032979,215376554,7780237,24774541082
97.193217931,19391909551,173335100,3559261,17112373666
98.193442181,19237027588,122854786,3066324,16385075194
99.193642056,19059571319,80469920,5623536,16661463644
100.193867306,19926669167,107566221,5392924,16929439819
101.194105516,20950733338,251907928,1981415,17990008082
102.194309471,19011422330,37918552,2767894,15086914396
103.194521876,16738469990,27591509,3731148,12960016142
104.194743139,22164553274,29207230,5215530,17519346703
105.195023683,10930835365,8604331,3889578,8990676773
106.195257647,11853990393,8021210,2867511,9596540378
107.195492662,18087252411,10132418,7249550,15267001214
108.195738456,19773490559,15147955,7054424,16649315460
109.195978086,16943581134,12887154,6671812,14457731625
110.196228668,17171500683,14605323,6969085,14694992221
111.196462646,20236745358,39707951,8575259,17448605874
112.196743036,23747563237,115379772,8115534,20707851712
113.196992436,20221411359,113655374,6065751,17604343431
114.197232857,23157508170,111567595,6225270,20061833740
115.197489196,22236136810,197262832,5671876,19832331653
116.197744165,21133636971,148733910,4140285,18262075039
117.198023296,19389084908,171122568,3359440,16894494234
118.198240329,11658185616,28991436,2768043,9921654824
119.198495747,20447363878,142032718,4831354,17415371445
120.198719624,20803558292,70117482,4717049,17249935106
121.198920424,18432464893,136498928,3125309,14950011616
122.199141149,15145574501,77278540,1931447,12227235530
123.199363228,18226289927,19962720,4352928,14469966538
124.199578511,34102507533,67776606,11175386,26958786659
125.199823861,25425945365,45791415,7873888,20436884440
126.200087914,14615611647,9437064,5428650,12296831753
127.200336475,17499921577,12780546,5833729,14708306475
128.200593813,20829279710,14213889,9143467,17852045113
129.200800537,16880451059,15025821,6487277,14610726044
130.201034878,19249834530,14825983,8338475,16574899995
131.201287963,22041674337,87326034,7363473,18822309495
132.201486559,21687373512,115043634,7244141,19088695360
133.201737798,21065884111,130253540,5115614,18270329227
134.201946798,20664492848,115220692,5937833,17857169799
135.202170798,24005926612,153672620,5404738,20548545601
136.202417002,14967680711,136154706,2813696,12739506067
137.202637987,19256801225,152383463,3171150,16667618165
138.20283809,20353713613,83234064,5376955,17312427248
139.203089229,21120322993,150564520,4809913,18043443189
140.203331555,21530485038,142427251,2959719,17679137840
141.203557707,16167812133,65984618,2261372,12996326813
142.203841736,16408005516,25812467,3830275,12752264641
143.204080802,15310881454,17129039,3656429,12132720624
144.204369207,16469946071,12257575,5034348,13612712751
145.204607283,13018623334,8796180,4191617,10673226551
146.204829771,15475013149,9619841,5319356,12820306169
147.21211476,19860639133,14424260,7765925,16770009645
148.212322523,17527058170,14783452,7013973,15117875620
149.212566807,18253960205,14788039,7114554,15368432775
150.212826649,19905604138,19153358,8384533,17086883303
151.213051068,22860810766,121681876,7809389,19954656814
152.213274055,20684132723,168806126,5630983,18433461655
153.213525456,22599089996,122756128,5184746,19515971318
154.213769633,22934251158,158249280,5637477,19773686874
155.213973806,20900529107,139980442,5438500,18335206706
156.214223697,19340891549,173910733,3072684,16913488703
157.214463274,19690930614,116225202,4221367,16983869236
158.214676449,21122418224,119913916,4908248,17809963388
159.214894779,21929364982,131825582,3626255,17938605094
160.215142446,17427378169,88345359,2552173,14011579683
161.215516043,14950151769,22292129,3306399,11657862587
162.215741934,15653030899,16671225,3330160,12036525367
163.215967721,18318196690,15210731,5933072,14997590238
164.216182724,30134816549,58699021,11017402,24530013892
165.216399685,24575727784,40278879,8160888,19771520645
166.216597145,18000884613,11485330,6102903,14981271500
167.216853252,19377085581,14679310,6538362,16196699964
168.217099866,20191568944,23816931,5285869,16821911020
169.217347801,19867571233,29247079,5586868,16664940255
170.217574098,23232014649,83337142,5160873,19174404949
171.217779761,25508221474,199176668,4391682,22118277031
172.218008965,22381434626,202022639,2969453,18964754874
173.218226713,19657223672,143763779,3955861,16621017485
174.218469108,20428029701,63411598,5767034,17112507084
175.218736555,14939039401,171004982,1097017,12947417347
176.218942519,15874531006,62753498,2513866,12725202817
177.21925118,16582979934,27291069,3996659,12936813481
178.21956593,8705996072,14192621,1922057,6765637734
179.219784995,9080155030,9156493,2514837,7396737807
180.220000959,25897640645,37956411,9505646,21120627238
181.220216575,21750058130,15818968,5977892,17687028462
182.220440845,27438218760,20228337,7410595,22563352614
183.220635017,32309780069,37901644,6777920,26420181808
184.220845077,33726170249,32996840,4270820,25910835845
185.221060534,38417628411,58770228,7998481,31185223038
186.221280234,36734601256,49936826,6153303,29121048765
187.221500066,39583366340,64359933,8122234,32412588101
188.221711974,37463047388,55258969,6758943,30567950549
189.222010125,40238963377,67945264,8456729,32990297557
190.222265731,31470177732,32613116,4469276,25759631578
191.222481998,34667459309,42784429,6432352,28176146610
192.22270527,36716132288,48161766,6255714,30064918642
193.222907088,34068078775,34757407,4581094,28196736260
194.223129499,32505458454,31279257,4589932,26747897635
195.223349559,38128612490,38338215,4690121,31496392429
196.223575569,38482057933,39537411,4595706,31974471285
197.223807484,38976384214,40740269,4541401,32602837781
198.224034283,38935143619,40339270,4441861,32345405597
199.224281317,38111790610,39461055,4410200,31658756961
200.224479157,38858092404,40364093,4489998,32353900625
201.224703748,39112669032,41455419,4575786,32905670382
202.224931608,38902892638,40757222,4619664,32559333127
203.225158986,38957320340,40634611,4534784,32519831755
204.225386941,38674693558,39505605,4434988,31925757057
205.225623287,36278883132,37726363,4202430,30075868440
206.22585101,33459202467,35120836,3780100,27539303888
207.22607691,32410922120,31122730,3642760,26470393287
208.226287666,29079345042,26740772,4290608,24296374669
209.226495627,26699582040,20271973,6069473,22423732695
210.226724066,26427770526,22057188,6492656,22067877207
211.226924381,23237651602,24348371,3903246,18787632025
212.227157935,26600493953,42945455,6328775,21205791501
213.227368468,26385332831,43602608,5821952,21302334669
214.227596923,28167232016,50165684,6440641,22913220873
215.227808987,28159958961,52705794,6614058,22940490832
216.228055016,23900475851,45271641,6222416,19158994439
217.228312598,19949660061,46144715,5625980,16149641103
218.228540796,15748704089,30518727,4163657,12707182295
219.228805211,13004642366,11879604,3696071,10743539535
220.229070611,17745349620,13644943,3889369,14662831027
221.229322594,20022333573,16670858,4646256,16729505851
222.22959299,16684891293,17488391,2247558,13890985770
223.229843219,18181820359,20731969,2847256,14838893600
224.230110629,19612204215,29789838,3673936,15888024710
225.230342551,17705625765,22504886,2762103,14405961444
226.230550942,20788066846,35878744,4454944,17162723888
227.230757774,19703551623,28149825,3423254,15973661993
228.231017298,19894472924,31624517,3982344,16202907804
229.231270085,20201763975,32158330,3944200,16361366283
230.231483744,20399181859,32793914,4237809,16806816405
231.23173422,18065361781,18645502,3083640,15138450883
232.231985165,20976986226,20175845,2993421,17146303068
233.232242658,20330710097,21261135,2380043,16875393476
234.232498445,20006774729,21455744,2378311,16810253475
235.232757664,19880289415,21380721,2270109,16640776963
236.233010341,19861193873,21508627,2309097,16721035875
237.233246482,19852001442,21472258,2313424,16714128967
238.23346916,19782610951,21356396,2280592,16623974572
239.233717119,19962559734,21292808,2334842,16697339127
240.2339663,19916044966,21261086,2313701,16655686812
241.234228745,19855159627,21399325,2286350,16670012118
242.234497659,19967051489,21452042,2305064,16782130848
243.234726467,18928584776,19759948,2249029,15764195768
244.234999579,7487879630,7463959,855441,6232242508
245.235444435,6398445545,4389155,1190910,5369771537
246.236443003,133517113,167712,22379,92244769
247.237353168,1758461126,1251279,506464,1406775614
248.238440173,57223267,47841,2569,27863868
249.239357334,34104998,36154,420,10457469
250.240416745,32536448,33615,310,10225782
251.241394976,129597006,108863,8587,86162399
252.241682656,3438613484,2013739,612340,2734926236
253.241963488,7974484136,3804717,2860072,6756855472
254.242294253,5591723854,4392401,1931851,4701292115
255.242562041,5372585494,3232016,1739903,4500168484
256.243573361,755644695,692387,182945,600333200
257.243880904,1865396779,1600807,414016,1551466616
258.244240196,7967767952,4001301,2841927,6753929481
259.244504724,6167363631,4631190,2114867,5196342037
260.244943619,3711915080,4229304,1023429,3018472786
261.245577806,111506233,135090,19675,74698943
262.246491269,117439244,143833,21307,80594869
263.246827314,2035818156,1478289,530097,1682603596
264.247210335,7844154288,4001991,2734885,6647754304
265.247488778,6710767559,5086956,2247085,5679411814
266.247862845,4893611360,4644592,1884877,4118515279
267.248205745,181717390,184162,32859,131381220
268.124072786,848986012,572742,218766,691720463
