time,LLC-prefetches,LLC-prefetch-misses,instructions
55.013026032,69315186,12466119,19634596164
56.013233622,68298341,17389419,19998822171
57.013446697,47166037,13317024,16653524152
58.013651894,38996522,11653624,16598743426
59.013836254,46415328,13360773,19539303513
60.014060743,43497374,18524842,21570644328
61.014289241,40443713,19607488,21592631129
62.014530923,41113745,19658716,21763364961
63.014709752,37954750,17093555,19740433631
64.014906808,39134551,18223557,20644122081
65.015133122,39562581,19654560,21479033900
66.015419861,37854551,18567120,20080399935
67.015644186,32392532,11468363,14868322778
68.015833732,51400728,9129896,13798707414
69.016012584,45827487,8429598,13692267832
70.016204604,50554015,10441587,16003509493
71.016400949,57528785,12656763,18002458889
72.016612357,47978843,12318468,17363048245
73.016798434,30939084,11470906,14740387427
74.017019588,32689404,13755231,16356509880
75.017247885,31210791,14535354,16557856446
76.017470462,32528602,15477902,17075102398
77.017702262,30098294,15140192,16540765346
78.017938098,31555095,14856291,16670274240
79.018241811,28627788,13316806,14939605450
80.018437128,20618902,10083392,10974336905
81.018632622,23830900,6549711,9668432535
82.018868523,46023033,7628457,12352996251
83.01906725,40954041,6940612,10896085670
84.019231097,33518228,5877734,11429680467
85.019435473,39766720,8898047,13236758238
86.019638112,46554894,11077934,16214402891
87.019811038,32411810,12289491,14556704212
88.020047172,35783851,12959753,15745916416
89.020249511,33546932,14478175,16400668237
90.02050258,34228687,14764265,16807870369
91.02073288,32905157,15186683,16605638694
92.020937914,33278285,15409806,16732790007
93.02115753,26905295,12059958,13319225594
94.02144936,19281735,8310734,9081424996
95.021633327,25769388,6421446,9418244926
96.021803098,52078092,10063409,14295706362
97.022012035,44534050,7237901,11344116737
98.022215879,36056490,5701606,11285272851
99.022421629,47898951,10801798,14779902078
100.02264973,46813879,11332749,15871396401
101.022894101,34054825,12763878,14899051373
102.023137841,37054032,13000452,16033368150
103.023344937,34622332,14484105,17074367102
104.023555926,32547952,14951690,16872786986
105.023792961,31523662,15181759,16664012147
106.023996644,32638434,15414080,16996220936
107.024251349,24640737,11357184,12730072603
108.024546099,17110208,8261896,8889720627
109.024758771,22201797,6346856,9250876046
110.024983655,46126992,8009882,12597372655
111.025209939,34093092,5958065,9335470745
112.025414423,35309995,6694981,11305611590
113.025594321,47967835,9893349,14711064515
114.025826934,44281523,10114821,14837774814
115.026089881,30797570,12093252,14164602781
116.026323995,36354714,12205945,15840612646
117.026523095,32542599,14594649,16618414236
118.026756781,32912615,15032407,17041008085
119.026980445,30282776,14996823,16413513683
120.027227094,30437910,14749857,16354213848
121.027448683,28512386,13547602,15113154309
122.027734854,18980651,9489933,10251491690
123.027924711,21246875,6306676,9208220668
124.028180505,38037256,8378972,11228621666
125.028384913,21294808,3674947,7436101210
126.028575492,39394460,6506433,12102366937
127.028791468,54266723,10575902,15875297725
128.029121403,36583588,8218250,11541487952
129.029404114,12529074,5490992,5891915229
130.029687968,13969160,5499785,6163141401
131.029968086,11760402,4891504,5613564222
132.030240484,12506833,5294190,6045639410
133.030526488,12940058,5671291,6145422159
134.030784218,14141031,5303225,6042378791
135.030975599,46859725,12368285,11514182812
136.031170979,52216976,12905613,16399389792
137.031368113,70220876,14099165,19506346192
138.031586002,69302927,14553233,20631520482
139.031775898,59009191,14476653,19495452755
140.031995671,64483131,19684556,20247564460
141.032166298,53461797,14719909,16898524396
142.032362268,62457541,14929027,18561716286
143.032545877,75356191,15103126,20281965726
144.032732269,73751162,17841318,20395648092
145.032943274,56215856,14078573,18512300166
146.033133878,62434452,16978292,18569607375
147.033313912,58641464,14283745,16334193382
148.033503261,63775414,13252300,17488361420
149.033700748,61390303,12769081,17864055990
150.033907532,57834499,13954039,18139289081
151.034132447,65038007,14978363,18967407820
152.034361929,60474651,13440081,16666447387
153.034575115,51111050,12630833,16026099932
154.034781856,64798574,14016564,18004697425
155.034979547,63834677,13529633,18052830235
156.035180119,62065364,14078647,18835115593
157.035392915,65967705,16418275,18987975453
158.035605963,65556241,15096974,18688744452
159.035800308,68337892,15950585,18893371566
160.036033065,69595543,15849467,18108502028
161.036278598,41951197,10340494,12570252388
162.036467452,35005134,6766520,7455242334
163.037218319,1037292,365242,260577331
164.038153964,1257941,268317,333621078
165.039223856,6015057,1234422,1344627428
166.039640871,295358,100602,55895414
167.040337921,79751,15579,19681021
168.041321342,74632,3809,10226848
169.041637774,1054774,360484,288135724
170.041875211,16153999,1040127,4847103309
171.042216272,24971096,2099037,6098154645
172.042512359,17069814,2077821,5077213507
173.04293008,6746199,1110570,2465303239
174.043391962,964012,202167,270919712
175.04362982,9198652,885485,3349951594
176.04392189,35768709,4087100,8041137538
177.044193454,13321189,2648130,4384009312
178.044606859,4942009,1185377,1540298220
179.045427188,417906,117444,102009015
180.046259047,358230,134044,104080689
181.046481217,12318222,671635,3789663538
182.046760438,34634810,4268239,7804247890
183.047019352,13426053,2992349,4433615009
184.047440188,16375271,3012104,3121178917
185.048270113,611592,158521,174452192
185.65444768,1983060,401259,709386921
