time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
140.037077024,360408035,18004192852,22050286468,847294586
141.037266866,446875137,17913470159,22675444144,1168127503
142.037481087,438079750,17823574791,22209462244,1046925627
143.037702391,497888187,17044835200,20965416958,1231923148
144.037924832,453891598,17336199344,21721167599,1152199101
145.038145878,504531470,18471483935,24135393898,1168969854
146.038373951,530617397,19897779796,27275450677,1290628533
147.038636665,345843242,18484810020,24240902326,907435916
148.038860018,465151937,16545270240,21558630565,1140025635
149.039146833,248446433,12963824381,15680756812,626434708
150.03952212,143743047,8041378471,8020880035,367701834
151.039929217,97064030,4270604702,4162817348,289542601
152.040346696,14028543,78876969,91979129,76257754
153.040686459,95873214,1042010069,1121806308,268902084
154.041776095,19781225,463842197,465994378,101163364
155.042231559,6819106,3366555,13702011,53021796
156.042732064,7323167,3163127,12921202,51285901
157.043179443,37174666,50177981,64158369,92939787
158.043491656,190085964,880725874,817268015,354967212
159.043774423,67141717,5982567245,5591348655,186794616
160.044106127,64110241,5186345308,4597008526,209636996
161.044418074,53904404,5001756805,4820983008,228140497
162.04482829,18113726,1349807568,1278538406,97119036
163.045157203,17273507,317888155,315971464,82928544
164.04542875,100744871,5410482562,5142266233,247515177
165.045756415,205273975,6887051317,6174968370,793919822
166.046128129,96062782,3906572021,4445358621,378861861
167.046730539,29005762,72339502,88301052,96982293
168.047586924,9357333,73208044,83857860,65086513
169.047972633,36434339,208174659,210745074,106441509
170.048229398,80617050,5584507762,5265324900,205523481
171.048502874,53469253,6587470055,5960552536,214332618
172.048890931,61895512,4348270694,4442600368,207217277
173.049328457,74903970,2301957463,2049061781,233254015
174.04966483,21822338,511626097,656135405,107718244
174.154847054,32189875,239423182,272575796,59108357
