time,SB Resource Stalls,Total Resource Stalls,cycles,RS Resource Stalls,ROB Resource Stalls
85.028552838,933822689,3347559595,18497418061,1627357077,110655880
86.092711429,1110439145,5198886996,24279713222,2081334411,214677458
87.092926802,1024737297,4513023465,21045140435,1829049630,217963330
88.093169425,1061592879,4332368605,22473772213,1782967689,220192619
89.093381348,873991709,3243507252,20472703696,1349461212,141159883
90.093637096,746632518,2569487480,18155918309,1036269334,122522583
91.093853236,432632909,1508979409,14258178019,544342409,123503452
92.094080903,447211941,1607622352,13781439512,770831260,69012121
93.094293314,337447381,2136679357,14840699217,820142156,305133342
94.094500919,286598610,3196911864,16569944517,946941213,599842143
95.094781177,256220063,4409651566,13457672095,1486824320,919873685
98.163010474,572448830,4004167936,20661025910,1731626625,595430535
99.163283353,133743758,462913694,9091583786,197540635,17087229
100.163570823,51465750,2973088675,8956065376,868745605,666140092
101.163829966,242298852,3563005229,9882639241,1244780677,663140986
102.164065588,430206727,1941459350,11256100867,1146094949,106594173
103.164259888,328282328,1455153945,9527633065,1001782694,38935029
104.164708762,413031040,1580718390,9161458864,855277976,91911990
105.164985724,502740375,1314863149,5025671472,565857767,38645860
106.165208585,928635297,3591776545,17362210022,1493975262,149917439
107.165453923,930481270,4648484415,20366108181,1891509490,267057466
108.165701099,758073010,2841103009,14486579686,1288632438,149202856
109.165920556,628583317,2313350528,14150016121,1102597706,125957610
110.166175422,431186683,1424666584,13811386490,655660407,51454565
111.166462506,192507994,703221291,10740972082,332068040,26897394
112.16673904,165379638,506413799,9537643636,230844629,20021788
113.166986906,297645868,2039390108,14874690024,648962016,277073614
114.167241446,316322854,4174845388,15142056124,1384795956,899691444
115.16748602,286824489,4602387827,13305467903,1640542418,954603769
116.167738192,314913939,2439437889,10182075177,1014739621,401194242
117.168029424,210804784,884446963,9600518159,412392858,78184953
118.168267736,117034398,1289560452,9156114989,424031432,230586905
119.168535304,148790898,2945801373,9639993549,940318512,543681954
120.168761419,260779010,2802004489,9545743998,1138377325,441709503
121.16898666,393110931,1812034424,10530072464,1067336552,108058212
122.169227236,307741972,1271690041,10844179857,714923802,52195117
123.169635183,331674265,1316008394,7429347720,757838618,58452847
124.169838864,985942504,3416047333,18579188605,1667789586,127247511
125.170045929,1047573488,4804623788,22906810281,2044380248,196784842
126.170292809,901828746,4061005454,18836961459,1630640437,209709991
127.170519764,711008144,2810164317,14897341141,1218157243,159618797
128.17076578,591611160,3405733752,15152127687,1351906409,118552029
129.17101909,377740485,1631981527,14195058688,780750180,47475105
130.171275989,167358659,581141416,10244691799,270210201,23304729
131.1714782,191003575,646900474,10735118025,278083944,33691315
132.171714513,262494620,1865052277,15093629060,613713397,240727629
133.171982046,253951605,3561975846,15059001918,1134482839,660967686
134.172191774,214692295,3033042007,13187493005,939404461,515698396
135.172391961,207407866,2277878276,10305683653,840452312,385580573
136.172685468,224419051,1245841389,10029587510,592674512,142953119
137.172970489,150779055,1494192826,10028886858,524425675,235781160
138.173236042,114131158,2735010774,9476384991,873537569,533021030
139.173489367,323293598,2954277686,9970577484,1231363088,412515359
140.173713911,355484002,2133123332,10126292537,1140739297,200728019
141.173984141,330340697,1437016069,10506509230,876200196,46788055
142.174295754,205040075,828271137,4583715629,476045669,32062530
143.174559457,457308850,1533554032,7818241388,802391629,54079366
144.174818042,802664396,3086671887,13058088166,1247460662,142165353
145.175065237,747517380,3120871001,15148586356,1405666124,164251218
146.175331082,787344861,3363544053,17280420090,1456310261,138160974
147.175573343,566757414,2232342732,13665908243,954569447,119893377
148.175826472,422314583,2505215329,12371522376,1325360789,92489718
149.176057527,449982448,1629143632,13669197862,796395725,50965472
150.176274598,239086175,972482845,11434493532,446277590,93421641
151.176527967,240113644,2213428675,13077166048,747469809,415811406
152.176759319,245064068,2461336359,11613601077,847982231,472615002
153.17701685,325522311,3479171378,14239572500,1243680029,685273113
154.177294495,260636495,3194568437,12075478670,1027189349,667611252
155.177561465,219300626,2142451402,9682982504,768155421,367415100
156.177805439,205587430,2010463969,10297165380,691711935,348514866
157.178068711,98614041,450390053,5722365071,151320509,40767103
158.993399471,250345164,3687223614,12432176548,1135433480,624631130
159.993646309,271290451,2767337278,9540053541,1170590501,415532447
160.993871821,384559434,1600511988,10252560031,972322135,62282825
161.994131088,321423830,1364203607,9077765898,815302692,52143222
162.994510478,234498542,922151734,4549284212,552625257,48145480
163.994719578,1082085559,3804296995,18637250659,1887057086,130932841
164.994989841,862225879,4329724334,19171445169,1903630925,169548767
165.995243305,773467493,2920504410,15879810326,1202637752,117066862
166.995460433,799013776,3616241792,16848884705,1530229484,215718985
167.995713711,612155070,3000979693,18461770004,1653118486,83447582
168.995945341,528426817,1903052203,12205434622,792101460,119387837
169.996143687,419939673,1405051059,9479949558,484165553,133227871
170.99637906,373504325,1318128248,10369365070,698346835,67864387
171.99658866,576151994,3586758134,15105276153,1366814600,456115769
172.996850074,301728467,3410017117,12045967614,1447669312,511694604
173.997101092,357847807,3106185829,9672183710,1184214771,445230725
174.9973722,380308408,1810294730,9784648059,979608844,147501988
175.997595943,154988518,614164258,6985302071,321257931,28738210
176.997856076,183399164,1472590245,7323784603,643610360,192759009
177.998175043,217798310,1562513560,6538636129,751859759,201973363
178.998488882,207174269,772979260,4012554625,474080584,23846985
179.998746959,407721327,1467165970,8767759291,838442740,44631370
180.99905574,437158792,2096533478,9728362115,979344952,101059997
181.999281964,959589135,3903686119,19757559317,1769835137,234220994
182.99950687,1305045168,4447177358,26143576966,1862750213,199920892
183.999721061,873779129,3912548861,26504888624,1605782970,167520024
184.999964801,594867271,2856495706,22976110947,1416532951,100206346
186.000178406,761677003,3397100324,22995016844,1559820122,94018626
187.000417161,471289806,2421749262,21033120953,1266151104,117264621
188.00064924,569324343,2768740477,19102099259,1468636694,164882953
189.000854351,377530652,2087404155,19389745894,1230750079,58819645
190.001053508,332488309,2319117783,18857404783,1385333206,76622445
191.001294876,516086214,2324032147,21643222444,1158942755,85104639
192.001503294,364970383,1989531872,20773139334,1280713947,34175439
193.001713904,354782830,2096892350,20591727130,1250874964,61006744
194.001943254,219349438,1666536456,18619710172,1205930483,32401934
195.002184429,247404120,2195960353,19611720109,1223961210,79576442
196.002403008,319538938,1993493470,21000818662,1046720574,49574945
197.002647588,182240944,1511900147,19913196098,1006519556,30327768
198.002885527,124888491,1459913531,19263970584,1089819977,32604499
199.00310963,117006214,947821726,18484998106,613329100,19506859
200.003330743,106115431,1215222401,18259464373,889933975,27363449
201.003562356,120003677,1162953267,19135531064,827064143,22756579
202.003801587,106082885,1170381447,18477657409,822289572,23430211
203.004064709,138203385,1323720133,20232297751,873813829,30224347
204.004287299,128620635,1299332421,18544226658,949259469,29152477
205.004542616,96913169,1171197316,18641340859,838010591,28610961
206.004778098,116691022,1272164768,19294646326,878700697,30431477
207.005018332,107192469,1341036382,19023196915,1007374985,29072657
208.005269573,90699220,1322430348,18823517524,1013751849,25772805
209.005509672,105842204,1196960390,18360279247,877926473,21907223
210.005753062,212733983,1694629057,17953778130,955188381,117366100
211.006028823,442635659,2315272972,15555189511,1173156610,121535747
212.006285922,630040013,3144076841,18702824706,1440579260,130030798
213.006547399,767342256,3372241075,18749802064,1546117068,165595152
214.006789107,855041332,3045348877,16561741810,1401442968,171026760
215.007010534,521242263,2319951371,12598758639,1071406377,225205248
216.007251413,772223975,2789853891,13688383048,1341963674,171958382
217.007502026,316815762,1589803696,11100757899,1031267128,50357955
218.007784403,543926333,2020052255,10922271148,972517964,80237636
219.019261289,140111704,798805689,6002490279,537300569,25847714
220.019546419,567332099,2313034872,10872916478,1187708385,95474220
221.019832385,228229221,1094916235,7124846786,739663030,31255207
222.02004283,512264449,2226142639,10705123811,1067519520,157963579
223.020253809,418922298,1867665995,9936756336,1025369564,72850860
224.020560244,212588236,1135798090,7416134926,636050682,52497053
225.020777709,226933486,975300482,7730100918,584741800,36411603
226.021099878,97585311,847177153,7968235711,571613544,24803210
227.021399049,55678672,645225024,6403609015,452225146,19101315
228.021721519,53980760,612504329,6174946644,440956418,14592001
229.022037497,53150783,603002014,6363613519,437448319,15706456
230.022379073,49212383,570053700,6041355397,432176661,14054461
231.022700739,52071484,577932995,6312582517,443651955,14499347
232.023019953,53791650,588818257,6145673965,447012070,13749793
233.023335892,57573625,602351607,6519128737,451910060,13886768
234.023670564,56610440,605698020,6843546520,451939675,14298934
235.024045845,49565356,579616494,6024082539,442733511,14219874
236.024281215,55685336,606508533,6274460261,449027860,16631010
237.024597776,49364860,580788359,6052782267,443545027,14023515
238.024890525,52192250,587933760,6089824157,443055916,13722106
239.025188016,50201758,574013105,6204404648,438591667,13843565
240.025489785,48047799,571159481,6058224028,435941810,13304866
241.02576688,46518510,563966391,6189052177,430091615,12961270
242.026040885,49664495,578954331,6058677244,440832511,14586083
243.026321149,50501810,568031906,6040245701,437514721,13109805
244.026595713,48409736,572144156,6042751266,437966993,13351785
245.026848363,52330760,599656969,6169951052,445321930,18230957
246.027162954,47538440,476438198,3968036414,297834280,47098390
247.027475443,43487081,363726202,3332998037,260612953,11326782
248.028062457,149783071,974684991,4267218981,424869765,90957284
249.028415848,99276031,263259860,1201630406,110637267,8948626
250.029743809,42876881,105992248,607883904,37915296,2650232
251.030715524,21630453,37096306,203084811,4756709,745802
252.031726745,20821138,38769353,189975241,4685062,878283
253.032156866,20307747,34494352,170906514,3939822,236266
254.03292597,23929354,52198248,250935376,11897802,2778866
255.033267451,140096736,426739791,2317190208,170177027,36195466
256.03358251,298471220,1109526720,6122612374,562736335,36960488
257.033919985,271108378,1030569140,4649537301,469622227,56877222
258.034362427,242387147,946210024,5416035922,489218740,38508458
259.035731512,41238606,132457191,695271935,63546965,7264437
260.036037142,45516457,156463409,799207049,65626767,8193121
261.036248216,311374397,1144017709,5858271599,539037957,39471722
262.036543,287594617,1286580883,6086270718,608203610,64007982
263.036986575,250308368,880475893,4174254234,365631602,55129006
264.037874416,27412246,55623126,301666868,13434693,1698966
265.038176157,46496087,120925780,724660029,46223975,4105765
266.038449912,329276423,1157554576,6153045947,552786708,35660743
267.038766558,334539932,1349532382,6524651557,511130348,47633839
268.039032771,200655827,868721540,4733516485,428495054,49763612
269.039818658,101033299,497837607,1777947265,233222953,30420508
270.040109168,58928993,157482222,844535002,71242196,4128039
270.158613588,12432802,48430134,210403601,25184225,5183305
