time,instructions(system mode),instructions(user mode),cycles(user mode),cycles(system mode)
77.059532778,693898,510610,4684388,2646491
78.06016254,655574,505181,4601913,2589798
79.060783347,733937,657491,4837403,2744742
80.061432803,657571,655197,4783974,2665283
81.062048511,787024,512149,4788552,2835477
82.062687852,800408,1125231,7072443,3032229
83.063295384,826692,1789589,8748821,3210692
84.063935237,797481,1706805,8414280,3154836
85.06458896,769144,1063311,6677522,3230342
86.065464487,731417,563111,5538178,3122465
87.066106724,714231,525100,5218326,2978107
88.066715805,628214,527596,5135431,2800743
89.067346445,689548,659699,4739805,2689755
90.067963461,656218,658920,4913072,2657772
91.068581252,651461,521363,4870983,2673507
92.069250703,605674,509845,4783104,2513078
93.069870968,704692,514633,4735467,2777547
94.070477869,615256,505518,4753383,2546646
95.071144628,609944,658225,4944931,2629363
96.072008777,659948,526162,4952321,2748016
97.072649846,793172,1397862,7984856,3076378
98.073525861,768962,1374450,8643011,3325835
99.07416295,897752,1523286,7897413,3449380
100.074784876,690649,737258,5613509,2942177
101.075412607,776600,514281,5062710,3085522
102.07604873,674452,509742,4762717,2719900
103.07674098,761567,510845,4690125,2799598
104.077363682,642732,502985,4571838,2556149
105.077997264,600747,656314,4806448,2496240
106.078612823,662728,515662,4710018,2664889
107.079395548,627615,506046,4791538,2601254
108.080358827,680836,514521,4707930,2653764
109.08099015,656305,741891,5334436,2672331
110.081886304,722981,1124417,6331342,2872167
111.082497143,724434,1331472,7475346,2906929
112.083112488,759855,1373550,7916205,3188135
113.0837219,680626,909104,6342804,2951517
114.084328165,732522,594112,5369165,2971679
115.084933296,849507,666008,5062172,3172203
116.085562139,813923,515803,4677596,2839767
117.086176838,608202,506380,4607556,2489950
118.086787274,615937,511879,4678406,2429999
119.087649174,642443,660987,4760044,2606956
120.08850704,631106,691353,4872229,2521326
121.089375448,624310,511047,4648926,2503657
122.090222427,634196,509223,4644394,2537236
123.091120572,638649,586681,5103694,2551057
124.091770704,709327,1017818,6730889,2805182
125.092622249,781174,1540966,8258621,3104866
126.093238082,1012220,1869709,10756903,4153074
127.09386148,949838,1688553,9728829,4005391
128.094657306,819814,1337062,8678307,3528905
129.095540023,858815,1115200,8224839,3830791
130.096174216,1027852,1213597,7640612,3931656
131.096773147,943756,1843879,10315209,3833807
132.097716538,936540,1751551,10015428,3964231
133.098682771,973209,1421772,9597163,4031034
134.099597784,969369,1339995,8498115,3907958
135.100462326,842754,1037949,7465374,3569390
136.101365816,1276556,1611556,10208231,4965377
137.102002185,889312,1636547,9154802,3572004
138.10287292,1024298,1415061,9155313,4183953
139.103801245,959909,1569259,9866563,3992286
140.104656317,916757,1487092,8763707,3812058
141.105315046,884379,966286,8094171,3777928
142.106246941,994497,1520163,9087799,3763707
143.106867139,826921,1647965,8634892,3364974
144.107771118,1060845,1332701,9092372,4203085
145.108691743,952005,1564885,9646191,3851082
146.109609936,888317,1337041,8625623,3580035
147.111237008,939209,1414340,9205689,3854130
148.112105343,1008006,1342159,8571621,3973400
149.11276754,961608,1568365,9109470,3881942
150.113662743,964227,1566524,9551715,4105808
151.114556446,1018676,1416718,8795919,3881813
152.11545829,828130,1123494,7961160,3488845
153.116229419,911958,1156162,8647920,3659257
154.117069594,702039,805832,5950370,2783067
155.118109477,756203,1118966,6244252,2836832
156.118950617,654312,736156,4156000,2393458
157.119914099,922584,2504547,10351554,3570016
158.12072368,653935,672480,3802335,2499288
159.121718062,630958,802441,3549120,2368124
160.12253303,681104,831159,4029030,2593036
161.123499397,641521,669165,3997616,2483897
162.124384388,1514672,8016851,20131334,5414012
163.124995187,618468,717878,5397207,2755891
164.125649256,640202,654362,5038320,2748378
165.126666168,830447,2460362,9741490,3397912
166.127684169,644714,757140,4203236,2428252
167.128316985,673959,1289476,5684362,2613089
168.128960731,603485,566754,5142382,2726702
169.129615221,654389,641814,4929158,2795025
170.13061569,657041,703050,5066582,2686099
171.131486091,683490,725782,4216692,2536892
172.132506723,717503,833299,4748336,2795145
173.133139681,635581,837159,5002657,2609070
174.133796793,632893,524836,5016925,2843943
175.134459196,674189,663220,5179167,2952154
176.13507003,662014,565648,5476877,2762695
177.135921046,710821,987520,5359511,2576110
178.136886105,592181,502009,3351649,1983176
178.584607295,331879,219548,2001712,1393144
