time,r01c2,FP Instructions,SSE Instructions,instructions
163.047414092,17042535760,12508784,4654045,14687651059
164.047649837,15098954469,10400881,2684680,12542937540
165.047876496,18230053060,22737212,5197730,15094615302
166.048117504,14402395147,100797304,2796337,12290429207
167.444197681,23321227485,142414407,3296675,19171296342
168.444452042,7808839850,105246771,633949,6736319335
169.444704561,9442585443,125468525,663817,8378919927
170.444948058,14310012491,85074394,2970710,12337824260
171.445179622,12684989806,13296946,3022241,10367802572
172.445397525,28536598173,64311164,10190949,22310344556
173.44560291,25823047154,36560155,7689515,19989825487
174.445815647,26708367583,31963949,8192496,21168277800
175.446011687,32269726283,55085316,9392393,25732143423
176.446198792,30266342183,49606162,6470566,23887993336
177.446414377,29522370444,45170114,6198413,23332355526
178.44663986,35404680575,77536292,9039087,28565820567
179.446855631,37037944621,80602313,9038017,29879823337
180.447066999,37509975368,75607690,8706854,30626224144
181.44730014,34832213944,65220367,6926237,28301510059
182.447562295,31018068237,48943499,7884262,25791446269
183.447810161,28230657923,45108894,6794964,23217078067
184.448035961,26380329477,32643385,7115673,21849587630
185.448236982,24675837800,28179742,6808695,20343271212
186.448524955,20996998618,24663282,5826897,16839555580
187.448788831,20458138790,37471356,5295495,15910258508
188.449036359,19972856137,49509905,6372031,15619829424
189.449284429,23461001953,47841917,8373039,18729580665
190.449529815,19010861955,28481296,6894790,15673989474
191.449750504,17661345805,16763178,5015826,14449832067
192.449998311,19695360676,25493069,4249586,15483317191
193.450243804,21210220774,46024831,5813833,16965370620
194.450506551,20818522985,47609252,5734552,17010562276
195.450771148,18741441453,43813794,5166403,15276644575
196.451040105,19028090101,36214421,4486486,16017473347
197.451258964,20729778920,34728597,4816998,17149211534
198.451515295,11468018446,15094135,3398667,9589055217
199.451872316,983660625,497420,504046,805116334
200.452970924,169715569,151283,33802,121133468
201.453913085,1022306116,890400,135111,779166342
202.454994406,32086805,34702,296,9927162
203.455865649,71466422,50398,2779,37763059
204.456855335,32347714,34222,367,9946782
205.457277122,164109836,121122,13236,113508734
206.457568192,5473895157,2997755,1338933,4469318583
207.457885136,7694543572,4534389,3130474,6579305751
208.458151238,6143381163,4043968,1960274,5104116085
209.458594549,3249523896,2351695,907656,2731615485
210.460080121,184848445,232908,32001,142602782
211.46039592,3458030359,2436892,862626,2878544666
212.460639786,9078071219,4212782,3132250,7578939470
213.460956502,6086362084,5836992,2010376,5056123465
214.461246202,6869836413,3803556,2541457,5707604551
215.461644604,5602157531,22507272,771925,4551640241
216.462148367,111515040,135367,20678,75706704
217.463087893,118173744,144094,21470,81308824
218.463370555,3771837388,2099805,947686,3111585706
219.463603522,9251628891,4962143,3650221,7901682236
220.463930267,5980790002,6393667,1761226,4881790725
221.464248445,8015379841,5429606,3122455,6793311536
222.464709175,2446007693,2489014,384844,1923917455
223.465123116,474114500,293279,223251,388563751
224.465977673,1219010060,968258,229144,952549783
225.466945742,32039090,35906,303,9568080
226.46789931,43331947,36740,305,14499802
227.468927411,70734419,50587,2834,37797317
228.469385363,132189688,110434,9166,89284988
229.469713554,2447729148,1777519,510083,1964546500
230.469982775,7747067880,3580381,2710953,6529401036
231.470231484,5475173876,4481449,1874065,4619362468
232.470601814,4903082747,2811408,1683021,4115244189
233.471052829,1827833868,1376128,480422,1526652974
234.471330836,332016175,381829,95316,267721268
235.471581377,5658911666,3012514,1533278,4726392678
236.47187388,8859940402,5410249,3480879,7544202488
237.472124755,4646762712,4587163,1110225,3861391935
238.472389079,7682499555,13260630,2443834,6402851586
239.472816326,2777218296,11031881,460525,2196355242
240.473862259,130819480,138876,32056,91959167
241.474193722,223864273,228789,49246,170600994
242.474448121,6536972878,3063358,1795958,5468815272
243.474792442,7071422720,4609046,3146044,6004813805
244.475118121,5627264501,6005828,1709392,4684394203
245.475484815,5420685153,6021483,2218346,4460859584
246.475830053,176050461,174952,32548,127976669
247.044949901,932430804,565458,259227,769164325
