time,LLC-store-misses,LLC-stores,instructions
166.743239604,4623423,15136548,13756483461
167.743442374,6470931,21793201,9336229312
168.74364506,8889556,32615264,15936871188
169.743850805,11051988,29717371,16436896821
170.744099209,8117155,19745884,15292012164
171.744379048,4962856,12120445,15847149141
172.744586121,4088728,9901592,17330028684
173.744741773,7899814,24217786,18614445391
174.744928614,6004344,11023352,18161484231
175.745175823,1877834,3350596,13013857397
176.745387231,4197116,9092419,8186995011
177.745606684,5770802,11841808,18654707800
178.745869473,1533126,3383974,9816145938
179.746234456,1066315,3122472,4884470845
180.746429019,7141158,19940957,17876204563
181.746612477,7788592,40276306,18687016283
182.746813465,6468427,36136894,22606599256
183.747024624,4760529,23182315,25865382583
184.747225839,7432715,20471232,27304645354
185.747419992,1480530,7893670,28588756247
186.747615079,2074538,7102313,27000994762
187.747792,3455561,11026147,25122616122
188.747980478,1325522,6440235,24828418940
189.748161962,4469101,12601592,28238018797
190.748346833,1491597,6440486,30107623117
191.748548959,3496393,11267621,25923342031
192.748755156,1976134,6877075,26752339901
193.748994473,2315664,9589793,24325907845
194.749316199,1781159,11104623,29245766660
195.749510367,904041,9109882,28502864460
196.74971263,1142293,6602095,31533998284
198.947176492,919304,10092219,70170086586
199.947360259,877076,5007330,31769372217
200.947559404,199263,3788945,32254313112
201.947767848,536444,5361739,32115728715
202.947985643,948777,5595589,30249409462
203.948172487,254902,4502417,27821963922
204.948373884,584265,5727531,27216546491
205.948564192,931107,5298375,27430613102
206.948751897,244980,4519490,27452563717
209.530046071,1813601,12203136,71608141143
210.530341983,293536,2007683,13286439929
211.530651371,6239049,15442228,12926793561
212.53093995,387869,1467840,5900864041
213.531191032,1779157,7351462,8997304748
214.531401224,5396345,19513975,15407556985
215.531611302,9722616,28531285,15861921110
216.531841221,9266401,24083967,15746207502
217.532107333,3723645,8921980,15344449885
218.532364151,5591367,11726194,16016199156
219.532572774,4420177,9101395,14389899066
220.5328592,3964353,8600923,9801806763
221.533085272,3700964,7675620,6240164421
222.53333474,5550471,12256007,11269715482
223.533573026,5018731,10974762,11524682860
224.533775602,2780773,11622049,10934538000
225.533982522,3626502,15000447,13780850449
226.534200405,4318930,19927872,14184641837
227.534444544,3342553,13841579,15903357571
228.534662149,6660279,16006577,14569298402
229.534902708,1373141,3896486,16079800602
230.535189055,2401835,6220210,14661250578
231.535424833,3072340,7349753,17287598717
232.53564102,3243720,8054448,14679540151
233.535868766,2365452,6065469,17281088032
234.536096714,3349388,8371908,16022077092
235.536337846,1519589,3670046,17366565042
236.536566573,2206215,9346220,15520483071
237.536805869,735932,6600489,16762428172
238.537056024,308073,3208135,17013739097
239.537299952,683669,3502740,16964103431
240.537546903,296278,2635720,16948415309
241.53779871,201676,2202267,16967937594
242.538068095,642851,3276183,16909422718
243.538346829,282012,2459721,16988256990
244.538545615,183853,2155076,16921226939
245.538809462,663944,3265484,17119135592
246.539076869,292549,2499678,16919293455
247.539317844,201678,2155533,16983865868
248.539501595,1840257,5970014,16070821538
249.53980398,235790,1057956,6082498080
250.540229955,1313062,3690741,2483484926
251.540447777,1054673,4246265,1034217390
252.54094983,262661,931107,438988081
253.541750928,101360,143683,10612413
254.542836464,181621,236048,27071562
255.54391124,121003,170300,83705787
256.544905527,295248,446822,121740038
257.54520028,2076385,6140534,2918026285
258.545445993,3182012,11620387,6750428237
259.545746349,3943628,11063373,4557749064
260.546106065,1376496,6932024,4420931430
261.546967378,323004,918753,462633188
262.5472865,1114060,3854699,1881857992
263.547590065,3070615,10929960,6684999322
264.547836225,2581673,9938502,5830728807
265.54821858,2573820,7602375,2027176170
266.548913328,237949,414100,121846503
267.549265724,2355886,5652526,1980569393
268.549474775,2954629,11715314,6807583513
269.549737912,2952937,11323715,5930192822
270.550157246,1636880,6648454,3618521712
271.550413002,215015,563694,183027084
271.837970835,165861,1245530,363705585
