time,r01c2,FP Instructions,SSE Instructions,instructions
73.02092267,15282223179,14254137,4301281,13652759180
74.021209488,12374380391,9041447,3303671,10074337366
75.021429311,14062052937,8647440,4749917,12255082497
76.021652614,18234668726,12468124,4633744,16137335308
77.021928773,20461999133,14341343,5749251,18509533046
78.022222855,15627120255,14641751,4342365,13926674061
79.022505386,13327240693,11583114,2661686,12166053666
80.022791938,17659653789,13532799,4521010,15899232432
81.023003258,15711424919,10516729,4853123,14287401304
82.023243275,16362420681,13999986,4043826,14046460348
83.0235087,13955105084,10247177,4919441,11819574274
84.023730908,16972423566,11101599,4311960,15009079982
85.023946376,19957552641,13970440,5686500,17587998564
86.024236718,15768738335,16201228,3716523,13748833824
87.024531543,7560021350,9684817,712592,6883993270
88.024729509,14108197350,11586949,2810252,12189683584
89.024963177,16957708929,94320340,3609459,15034117954
90.025273185,9650240242,128017467,629932,8721438915
91.025542897,7044300427,130486042,79849,6450457838
92.025838797,8432715160,27718058,398966,6855581613
93.026080974,8258361569,80944578,650340,7085387551
94.026383734,8840914928,15574158,2145355,6876046595
95.026708626,8541743673,13799000,2089309,6675060812
96.026916353,12954996990,19647960,4476237,10373080450
97.027140177,22232172820,27843183,6624081,17975599752
98.027368436,23930243375,17619700,8661974,19743442106
99.027590358,29504026504,35614681,10713314,24583501026
100.027834836,12511115572,8479933,4024446,10683800171
101.028055536,17667473139,12755765,5332903,14656034703
102.028267418,19368508583,12467956,7448192,16191172806
103.028485051,18362737890,21870744,6037952,15190411686
104.028721481,10471098741,14602791,3484710,8623311919
105.028981968,13993229522,15547552,5266624,11594897262
106.029459149,6632307092,5082986,2820853,5491354801
107.030174161,247672227,209082,51999,185957210
108.030478661,1676471726,1200467,402476,1327164947
109.031249279,92930367,66916,57134,62202581
110.03213704,55937670,46401,2572,27120609
111.032584898,33349724,35629,304,10537879
112.033032269,153212706,116180,12191,104244207
113.033364688,2391663277,1681252,471806,1911907219
114.033633041,7150205808,3419725,2700034,6022766874
115.033909323,5320764538,3712013,1834077,4565889556
116.034169205,6232349722,4218400,1932941,5157247140
117.034616288,1249524157,1060786,311425,1057267522
118.034959604,533336196,612010,140608,442751911
119.03523822,6821918939,3327051,1765299,5718627800
120.035563446,7935683786,5260675,3263117,6761423880
121.035830708,4528079359,5154797,1190302,3676272216
122.036257174,226540936,191626,34731,162950790
123.036642045,410376806,443384,36526,320612582
124.036903658,7064787516,3560445,2012432,5932190499
125.037175619,7759435638,5406511,3054976,6594656125
126.037530896,5277314466,6127305,1481733,4350429704
127.037934175,3120823464,2119153,1368680,2498433079
127.792131475,636891078,497769,67466,506586658
