time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
81.574433767,99982287,11665034,48116470,20984128100
82.574658495,94008206,19432940,38468674,22231675890
83.574917408,83753371,33137705,18687734,22167033004
84.575168815,146093179,26338975,61973691,22265902063
85.575433101,145291661,15422817,73829470,21571676776
86.575663772,78574506,9506020,42182192,24372556017
87.575878967,166392081,18301835,87497556,19133947301
88.576096293,448561523,57503836,196602255,20204462167
89.576301777,548455499,68496045,245311105,20562252319
90.576510296,502284573,64223066,228340401,17544163790
91.576756858,514972514,54864521,253369966,16000148671
92.576998796,362380495,39589649,174482061,17599739974
93.577257963,218825718,27233222,99145966,21389880985
94.57749529,102542300,13387356,48164594,21502418997
95.577718027,96536718,12408970,44630367,20798331922
96.577917812,151900540,22147753,65522561,23405393936
97.578148501,127696263,28711064,41504069,22394181862
98.578421205,114837486,28798945,38294862,19282210570
99.578666626,88059998,16164086,37640596,16384207641
100.578918033,74938251,10424644,34367444,16590869735
101.579168649,74761712,15161755,30187476,16745573257
102.579415949,71293523,26421774,17470421,17228170105
103.579666616,115803489,20336745,51375030,17061348668
104.579907746,96913925,9676856,50373363,18647810946
105.580153639,41630363,3427894,22715630,11064052357
106.58045596,114436522,12199296,59778296,14587972059
107.580719198,247926793,30122176,118854147,10188041658
108.580945555,377177461,46386048,178234543,13159737902
109.581141063,417797816,48999714,191313640,13898482822
110.581381168,419705241,50926636,199042175,15148845767
111.581677658,281562124,31180491,140671821,15130840959
112.581957183,235692829,26269234,113819309,16409080280
113.58221657,102194099,12577174,48270219,16895780254
114.58246638,109172844,14903789,50216526,18661821284
115.582711928,127759779,22399621,48536194,21374971066
116.582911683,131633317,26002794,47212744,20646632560
117.583173271,115846836,24103163,39567818,20183231875
118.583464776,85205031,16073455,36008649,16723177852
119.583735818,76712659,13273899,32397144,16966331151
120.584008541,70613104,18312582,25164316,16857882349
122.000385309,107714892,26430398,39305382,21594589347
123.000658389,104880530,14835147,48115633,17562488432
124.000912905,84394745,8314461,44879911,18719106757
125.001192343,55449777,5097187,29012886,10560513451
126.001402297,245422997,27927252,119874812,24499493893
127.001654581,292045506,39551524,130114100,16994019558
128.001891227,350219595,51157105,151401709,11977586427
129.002108322,367494867,41593289,178916995,13593564236
130.002352743,422625743,44581410,212829622,12877071502
131.002598892,186300517,21475687,88058610,14015202094
132.002848561,252705567,30280576,118994037,17237010348
133.003122985,83067528,10402505,41879396,16160543144
134.003335877,107661909,15022157,50863621,17316943105
135.003583138,148027796,27634598,52075856,23213823195
136.003812121,89732822,24355765,28701119,18577982676
137.004061846,126258410,25249798,48896442,19327090323
138.004344483,79922046,16860687,32106865,17398503247
139.004592397,74749833,12169030,34546907,16307742213
140.00484703,71283174,22441924,22886399,17136507511
141.005125247,76001153,18351592,28900274,16911001902
142.005404841,118674374,18431001,53913017,17958116096
143.005685005,68238964,11349975,28884699,18253149533
144.005933417,90098900,8940281,47831736,13180367148
145.00614851,194270885,22671457,97971016,12023481842
146.006372854,347578414,40924865,165815885,14143614542
147.006648942,311232750,43543453,140282847,11987625169
148.006868825,413171036,43483285,207766537,13719675461
149.007107995,403343131,51251168,185951156,16818766982
150.007346613,179792364,21354982,83342387,15048851887
151.007587088,158868147,18095413,77679849,14716659773
152.007826595,184906459,22607212,88540035,17194051539
153.008088608,142071579,24074089,59137073,20561388457
154.008365913,109549685,24331645,34212023,19060957239
155.008565253,81680886,17908075,31537179,17008350924
156.008797885,135246833,19924048,57379418,18458676035
157.009050608,101633229,18390339,36618706,18769487755
158.009307002,80397948,22970595,28363963,16922266386
159.009575815,91842773,20985964,34890250,16726264872
160.009813361,82371277,14086021,35243630,17612059004
161.010076017,81917523,11704376,39094289,14509434804
162.152632382,75904890,16489320,30344289,17538718045
163.1529338,81405796,9837896,41672409,11525901553
164.153186627,210645806,26393782,102782481,12803810891
165.153400675,368115105,46463425,175084736,16959862241
166.153614751,326123598,45621629,139362302,26781163007
167.153821178,404176394,39625141,205752134,17474090298
168.154039968,329021321,45137625,132882250,14606142895
169.154257268,276851538,33186654,129095401,16844259426
170.154527097,137976814,18358425,63662252,17141674944
171.154783948,84508139,10512744,39171709,17019238775
172.155048801,114338691,20653398,42407580,20687535878
173.155309176,103805442,22919422,34783843,20475974440
174.155587602,90379279,21212669,31223357,18671596282
175.155838473,67868603,16736658,25147881,14343021249
176.156104821,71501117,14116872,30041814,14207643136
177.156367102,86254106,20020950,31933733,18200096181
178.156633173,77887602,8479877,40390683,12803150428
179.156877277,47209608,4391705,25721330,12224610114
180.157194015,32773669,3587767,17020943,5223018250
181.15742222,333057427,36571464,163727816,19523018172
182.157640462,697915006,74562053,315690549,19285578702
183.157875877,684749055,92221595,275783911,24450657155
184.158119716,411864201,54013001,180697391,26476645987
185.158348219,215547214,33761690,89062697,26437839918
186.158559041,205063216,27865564,89632340,28806798129
187.158770235,184213668,26553221,76473574,28624544824
188.158991545,194260000,29452849,82714889,30559250446
189.159216554,155837957,22866283,65495644,30870396380
190.15944458,186758039,27549394,79938260,28995767942
191.159652001,166453258,23725533,70468098,31430085174
192.159881613,186720954,27647983,77658896,30472372713
193.16014808,269292047,34103515,116380770,29768139054
194.160401352,346817848,51939722,133571553,28413914938
195.160629056,311535365,40309468,133108264,29931863439
196.160868396,225620857,33535539,89463691,30198462062
197.161080493,217832293,32567349,90081729,29393295347
198.161299864,240845517,36904280,98399033,27100221133
199.161551345,215571345,33525765,89793072,29393320372
200.161782312,207891287,32749207,86329365,31121620109
201.162003399,218907861,38045217,86201485,32269577473
202.162256177,298049282,47555092,115809245,26075783911
203.203900333,306413042,47603003,125832041,26356373658
204.204122399,272223534,42903558,111208178,25068953058
205.204356396,220380295,36381717,91038271,29586724000
206.204589784,211090557,33926324,88427763,32111999647
207.204830971,182980130,31644376,77250509,32839886658
208.528229257,283082729,47200740,113813093,38629383373
209.528465758,226379192,37350013,91360529,23831816216
210.528686418,360121799,50372564,151612798,20792043713
211.528910256,434065086,60169624,196510449,22935353577
212.529163467,368257044,52966007,166447187,18991055843
213.529428975,206008424,28622949,99839664,19565518760
214.529659735,162905439,25865020,68812692,18072455516
215.529891449,128593328,21736777,55976013,22372372740
216.53011138,122164859,20675933,52518632,22976268780
217.530307848,113988335,19700228,49147699,16374683337
218.530586562,166700338,27944823,63548065,20611020423
219.530834499,88235653,13302363,39934545,17480000437
220.531075438,136144404,17110062,65784825,15371961947
221.531332923,220605860,26089521,106662963,12055143923
222.531603604,166784681,19795400,78825406,11691080388
223.55180506,107937191,17006509,37901857,13288411811
224.552120953,59646891,9113447,25309556,11655019664
225.55239733,59211307,9106102,25015327,11499438385
226.552666947,67538209,11403983,26837529,11945777805
227.552961674,65454192,10612882,28381671,11629559792
228.553241285,64959986,10615898,27886036,11649264254
229.553544981,62988415,10642363,26826379,11606570944
230.553808239,65011888,10587440,28118500,11586435953
231.554081826,64733683,10430102,27984374,11455751294
232.554358435,62977362,10465636,26594174,11449923879
233.55464001,66479177,10916631,28277419,11630177989
234.554918824,64049396,10391470,27465946,11438157640
235.555187276,59700261,9855638,25723401,11428842925
236.555466023,64918552,10605748,27737079,11607329547
237.55574034,62264318,10059384,26885670,11391954878
238.55601201,59799304,10013832,25689914,11443691579
239.556302877,62561096,10174323,27106798,11504764247
240.556576488,61598992,9995407,26671810,11355754190
241.55685316,57424982,9500223,24803935,11163982342
242.557123768,62597633,10199864,27236810,11481818705
243.557420749,60675756,9875979,26460133,11394856393
244.557736538,76601860,13420530,25334237,7401869453
245.558231527,55198367,8666803,18120196,2403553360
246.558575222,6892235,520150,3580402,207655699
247.559074645,38070517,3707981,18695479,1102169858
248.560037653,1008466,92162,328567,27376149
249.560877781,552874,35269,119634,10125192
250.561950329,566312,34890,128345,11619837
251.563007186,3169464,556579,1167488,127116153
252.563345938,58206045,5632362,31515685,2446016210
253.563645697,200933580,25138205,91514785,6649903939
254.563913006,102978015,14275945,50549133,4759780507
255.564267332,120160144,12249941,61610797,4560841077
256.565194411,9126330,972694,4564288,478675613
257.565542285,37157438,3687790,20149896,1597169937
258.565869805,194116025,25628367,89216552,6752124174
259.56618686,155004106,19223598,75230041,5631153519
260.566552729,68055461,7002263,36724360,2746429275
261.566977222,2884738,213631,1568448,80357767
262.567268793,38483187,3451700,22039908,1523677340
263.567557177,193843897,25870693,88295852,6713229504
264.567824177,156818799,19349629,75730824,5694639494
265.568211437,106220000,17160550,41209499,4154347786
266.568533437,6493674,474169,3620802,182109917
266.817350297,19276868,1183382,11382495,325261863
