time,SB Resource Stalls,Total Resource Stalls,cycles,RS Resource Stalls,ROB Resource Stalls
163.048065511,107714416,956016742,3902022146,370614687,193209951
164.048270286,168588941,1136098349,3704064685,489708748,119900222
165.048530555,518444894,1401939410,5623199083,686642830,40706678
166.048722716,933770941,3419461951,19333356823,1721325399,125457510
167.048937729,1158653226,5167929864,28813882041,2052195223,233925007
168.04915101,1084753387,4597754486,29597708982,1961822360,137995195
169.049377229,457136875,1961359517,23661177741,934533615,53409633
170.049609313,513462027,2123299272,23743664896,965234353,79459750
171.049855358,324237915,1782727343,20523057571,971558225,97951087
172.050087203,285978116,1832875866,20078050379,1060727205,98426557
173.050321815,276431324,1810123394,19672912052,1139925242,41886837
174.050552523,181888787,1638877797,20305152551,978922319,84708396
175.050801084,384268683,2052892912,22759245269,1063942652,48382471
176.051058423,875517592,4807455907,26140734390,1966224701,193806307
177.051305514,715455387,3706180292,18401435555,1536934387,191986850
178.051512853,625366764,3092866380,16687253931,1380009625,142122385
179.05174653,1125203108,3233715427,14487693645,1180765609,107082530
180.052026342,712522315,2665357736,10531619804,1013879933,203105220
181.052225656,537216199,2202101848,9033859754,930999288,208771934
182.052446128,752667330,2912935332,13742024291,1438355260,150610285
183.052709439,666153726,3161796973,15604329676,1419489188,168126018
184.052972748,595933928,2644246142,16489004871,1232964455,86438620
185.053225538,780684617,2282505600,14689310699,961396611,92719342
186.053486704,327867685,1601167277,9765720160,721292222,132335646
187.053731285,301820746,1522986034,9562780665,669173511,134791949
188.053958676,235741925,1280451557,9699394839,769266910,40886954
189.054216873,208763103,1355152713,11205020043,784712136,72155018
190.054566942,253394226,1491900313,11643646361,748108922,69292877
191.055046286,165157366,822475431,3435827661,381251642,47590657
192.055323066,89177189,209489177,893798719,71135122,8670258
193.055972708,44817355,111129675,508217333,33092420,3015508
194.056948856,20801366,34472759,167780391,3277439,315179
195.05794139,21690668,38095082,199105026,4684064,626381
196.059191331,20650654,39803985,202822168,5907661,696253
197.059959817,23875064,54147054,278448142,13422266,3261425
198.060190303,157475210,583056824,3021623538,209099689,81813417
199.060501597,352035331,1459165439,7840348582,608700367,40592383
200.060826879,255434079,1261112479,5473966481,566943828,71519218
201.061206089,235581785,850654172,4948583243,458160632,34869742
202.06219883,39493279,114744644,603267526,51273693,6464265
203.062477517,57506040,182925966,1120406691,84029490,8853799
204.062737598,323677372,1191569759,6232022837,575706620,45241351
205.063006828,305228101,1238522057,6059229215,592663804,61190686
206.063329913,286635365,975178854,5017038439,502296450,37164635
207.063574677,219441165,1147595873,5540996153,504038722,89835644
208.064111499,105908065,403379434,1618062099,137446155,20086249
209.065067433,28111863,49600294,294258182,11505321,1158307
210.065368145,64630588,171349344,998189527,68666580,5991614
211.065637528,321144161,1328730319,6425098632,632207543,53088228
212.06593273,287153535,1138066711,5585717568,524213666,50889166
213.066156181,270884115,1054831360,5439303854,528108663,51539580
214.06638437,200269155,1158133093,5655395513,548157613,99437573
215.067036855,40585236,93713289,411498928,26580105,4694853
216.06747903,44859715,114099833,671578359,45603961,3575746
217.068025238,94606677,249783069,1081081728,92089466,9125235
218.069053582,21617379,35513782,169639576,3790855,365128
219.070179116,21972620,37410839,202930079,4998962,663812
220.070637154,20828691,34419749,179309116,3421151,307256
221.070999298,32691466,86857442,414441509,22128192,7806435
222.071300806,256719968,769287544,4487300289,370535831,31097624
223.071554903,268239522,1237945133,5851030932,610665005,56544968
224.07187309,252876719,968727263,4991248467,479250771,49028755
225.072221925,176652965,596112964,3433321618,283728728,20169612
226.073117163,25864525,57394142,301904113,18213919,1724364
227.07345601,156402734,464109733,2858336196,221207536,18052060
228.073695758,340216864,1553930975,7068086174,757464436,68121588
229.074052803,278377358,988731747,5202105858,456838930,51162170
230.074377769,274694855,1129063532,5541022248,556540864,72420206
231.074846083,177186730,725763012,4030016147,269301153,53059775
232.075862725,25877778,52301924,257008078,11570125,1020116
233.076217983,26805267,50982579,252063597,11955734,1065408
234.076505782,189818239,505717101,3094609865,231485919,16491268
235.076754764,320051988,1605195180,7605860073,773436328,73740377
236.077020125,275620501,985057779,5039466549,441070523,51862189
237.077462693,222491856,1077119192,5262938537,531150582,67794561
238.078163489,29173293,70025401,327516712,16950941,4681256
239.078509142,34914395,84659974,442885796,28287051,2234172
239.294129363,34764392,139817432,659836853,77026020,8671381
