time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
94.092687186,23939368,7227028,2300250,11665583,19259990473
95.092940721,26029355,7831186,2449433,13921964,20902330130
96.093182315,27014573,7372503,2488873,13609320,19045968955
97.093431979,26778970,7196979,2098080,12075355,17049847430
98.093665743,20472132,5605821,1978469,9642174,18073845443
99.093927369,19944663,3546641,1460663,10796490,20067697619
100.094185347,5634723,1210106,460472,6752318,23078557158
101.094425832,3198064,644049,293023,5250783,23130770119
102.094649793,4150085,1002925,386658,6110147,23018182233
103.09492419,4415351,1043857,489155,4881833,23917125726
104.095186387,5032232,846964,475028,4380857,24367330442
105.095441633,3342734,521775,374930,1074012,14846094146
106.095660593,9225241,1767496,1054625,4387734,16099036953
107.0959212,12038558,2203765,1428267,5552876,13038399692
108.096197709,15726414,3595659,1466169,6481808,14194332618
109.096451754,22960662,4939700,1900920,9597941,16943300350
110.096689413,22629598,5107974,1915513,10644139,17903426767
111.096982083,17563440,3888786,1350142,9003692,18545116669
112.097262408,10138361,1157136,835060,5772294,17672974005
113.097515817,3473694,676316,293294,4004749,18221339557
114.097791247,3395939,638335,298765,4037730,18204441815
115.098046913,2331529,476979,176326,2803482,18426072721
116.098366318,3895463,839284,359286,2836616,18413342115
117.098837858,2981529,381617,290350,1176047,14369381908
118.099098261,2761490,443743,347169,1101002,8778157805
119.099362511,7723580,1236205,816572,3007657,7181219091
120.099623177,13304298,2293709,1129767,5913166,11403258851
121.099878385,17945651,3666489,1539370,7121910,13964058376
122.1001174,20852193,4259223,1603540,8649172,14286734963
123.10039498,15144590,3293041,1187735,7138977,13921086129
124.100668092,12796743,2558237,879339,6863422,14235347570
125.100926295,11062304,2156422,684344,6887546,16870020693
126.101202597,3610349,813118,290047,4097788,18176216264
127.101468312,3380744,726180,282393,3761629,18565034289
128.101732321,3073169,739964,227690,3394368,18723708022
129.102016144,3623425,755408,400279,2340334,17443255759
130.102284406,2737212,373158,198820,1101713,14322711819
131.10253005,10903706,1754933,793899,5907554,17207923690
132.10276308,11011529,2244894,1014594,5085006,25720214309
133.103019268,11372315,2488078,1037306,4478754,21157651698
134.103248884,19343777,3793985,1560624,7703146,14390488250
135.103518433,19441527,3995966,1500328,8721035,16175487445
136.103768737,12016286,3219240,974912,6375614,14095911220
137.10402723,13727258,2202858,1080258,6389496,14625035698
138.104306138,9813361,1451172,906630,6375586,17367184862
139.104572563,4374220,839248,486397,4101329,18485343013
140.104794146,3066644,542710,344832,2836872,18518392989
141.105118845,4363695,979482,491983,3888614,17864949091
142.105377165,2516036,597138,253038,2069587,13206211617
143.105641453,2248150,322971,162474,1006338,13527385513
144.105900669,8027871,1274679,665248,3450209,12500542573
145.106183923,7334196,1362067,728374,3024542,8183264410
146.106428736,10381592,2000289,914360,3921057,8581025622
147.106703488,21732392,3967610,1622557,9164701,14519966257
148.106933726,17299994,3593312,1367455,7942596,16787282016
149.107174946,11031612,2968888,906491,5566172,12912066891
150.107458126,14042392,2594120,1211683,7092867,13904173346
151.10775267,9903501,1538729,786739,8001822,16606174123
152.108008341,3564003,814802,303005,6012308,17927294009
153.108290548,2776706,746937,232180,5123433,17884631540
154.108589768,3493435,751045,332219,4538180,16596708342
155.108852025,2553958,640596,290959,3051258,12723666278
156.109101858,7715594,1440003,689924,3633599,18313904811
157.109390034,8610918,1451204,827908,3258993,16698379000
158.109615786,4751512,1159025,559967,1475613,5694452283
159.109882921,13734311,2188497,1101236,5702123,9035841688
160.110171313,11868456,1940796,956336,5178080,13945894763
161.110444106,12066049,2568195,872543,5429910,13572199261
162.110710988,17128320,3326788,1267025,7459742,16527448064
163.110937212,10917842,1934279,1070280,5492465,14791029945
164.111229316,3812213,456531,297959,1715057,15762989235
165.111498777,2508727,355965,222219,865232,15384351856
166.970551719,3067188,704532,366678,1128116,11608162449
167.970805359,1274864,298306,141580,495490,5046468529
168.97104913,7985945,986161,762534,2609195,10067819004
169.971302727,10837027,1164057,631852,2694205,12748440909
170.971541215,9215260,985737,728447,2074456,10230786667
171.971848115,4140119,467102,297723,833531,10110620914
172.972100352,4794486,1013460,697997,1385351,26979561817
173.972322529,21417104,7151526,1824626,9448615,19583408129
174.972558994,35940730,8672108,2762947,17296624,20714016165
175.972791267,16620126,3610231,1365090,13094971,24592981418
176.973018604,11589970,2299382,1146138,11780078,25418583617
177.973270207,5785226,1302256,541421,10475207,27365904981
178.97349515,2678544,512025,240936,7956724,31846986253
179.973734069,2376351,412734,227722,7506694,30223105051
180.973981613,4154224,908483,480414,8493394,29765464585
181.974256374,6622727,1445695,581734,9689657,29583150519
182.974513522,21489089,3904467,1687106,13314232,25117076887
183.974772983,12733890,2486780,1178484,8314421,20029841072
184.975013876,13479104,2584606,1432474,7664324,18729881689
185.975241184,9622604,1818389,1271839,5195942,16738082064
186.975532665,5421791,902307,725493,3689509,15999966024
187.975749046,2892965,330761,281263,2115414,16075223944
188.976019436,1790113,226156,251218,1626917,16505746085
189.976238658,13840459,2680770,1220793,4968359,16942562430
190.976463981,16243708,3103037,1482371,6700982,15831836597
191.976720052,12926316,2566467,1050169,7803891,14908089758
192.977003586,5661350,765404,731774,4180027,16062366885
193.977256612,1636945,293697,162844,2957914,16699524561
194.977507835,1331174,205234,143896,2868916,16726277684
195.977754625,2555630,527082,246005,3480020,17455677789
196.978035941,7875378,1627751,538169,5215732,15446349493
197.978325877,7479480,934854,837205,4351745,12162543125
198.978682749,4812210,589716,478891,1644949,4789998656
199.979165296,186056,78249,30736,51345,90926838
200.979424375,651420,177357,85680,188102,441781422
201.98060344,629295,168766,87871,279024,381571773
202.981485241,93548,31904,24226,8100,21548738
203.982577381,62003,28790,11861,5782,9555391
204.983510829,299089,59124,67735,46696,110041469
205.983794973,1881404,500710,329497,731873,1910485250
206.984082287,4253202,1080719,593314,3022248,5780449945
207.9844175,4679577,1398324,513256,2525489,4572591928
208.984720164,4463868,1256836,472487,2264404,4969714280
209.985136232,1578656,436271,179153,1158909,1615792661
210.98554341,380047,81095,40586,81473,185272285
211.985835967,4054892,889340,507425,2641185,5018799452
212.986111216,5636111,1290401,610104,2780872,6720862595
213.986390033,3741086,1037821,370312,1879049,4178368298
214.986656592,5771404,593494,476216,2785763,6236698620
215.986998038,6494811,345300,304620,1032073,3350459617
216.987564666,180106,62634,24509,61655,100661826
217.988071865,168815,57709,23922,41996,88066153
218.988346452,3912630,774279,388958,2407631,4921064365
219.988659822,5489258,1242083,531751,2664482,6319646824
220.988959527,3877561,1017915,342589,1984599,4606087952
221.989258216,7536257,927740,514985,2785616,6889299024
222.989649229,1474622,373636,211339,566889,2115778863
223.989884125,1025287,260453,136632,398560,686110941
224.99039285,360969,128614,53393,152531,325258486
225.990917324,86346,36113,13435,27098,27312576
226.991599893,97865,31295,23421,7828,20355319
227.992509617,60100,28089,11407,5245,9158969
228.993009477,383045,66841,86925,68218,106098790
229.993336925,1862165,485260,264715,697225,1837455221
230.993589549,4701817,955543,620611,2812539,6196469283
231.993880929,4486752,1093096,515163,1487118,4909531242
232.994293355,4630985,1050610,467995,2314983,5286963265
233.995478521,517726,156481,57401,123818,474761789
234.995830692,757684,244678,91950,276109,717234240
235.996078168,5217325,1018354,521833,2892291,5813979723
236.996427368,4866196,1203382,485888,2848220,5618091136
237.996714152,4088759,1011462,329186,2023314,3958943722
238.996997865,4976360,531723,383698,2512341,6421019381
239.997502473,1681454,307144,189211,659781,2323582259
240.998548082,227989,68406,28839,71189,218813856
241.998830647,678419,198295,89630,360159,998837463
242.999108326,5292195,945170,641920,2651909,6622264581
243.999407807,4702990,1020599,558786,2640394,5845766327
244.99976399,4469229,935782,406361,2120580,5171897662
246.000266841,2913947,437189,307000,645386,2535122254
247.000628627,542047,176105,73358,218612,342412147
247.182631505,765120,133404,134140,222470,470488840
