time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
102.027116331,129851793,18634173,55540655,16798849875
103.027371157,114213800,15875919,50474370,16456438189
104.027589,122912473,16736598,54424867,16643766173
105.027842547,110581830,13772920,49503668,12635404379
106.028077031,161197699,16861882,83135955,11671111516
107.028335468,266515254,38449303,108416905,13191022147
108.02861286,236877717,24765827,126184164,12383573173
109.028840493,309471582,38475452,137697724,10422768673
110.02907127,284115561,32279040,140734777,13259100429
111.029300509,304093457,41116817,134480828,15237835647
112.02949335,328879760,39886510,157950528,15700660009
113.029743117,168119267,23771195,74027624,14689408303
114.029994337,228213830,27715227,111895275,15590501210
115.030247655,126021487,18983147,57445405,16043285172
116.030495902,133402388,20848150,58912357,17010201394
117.030747954,114409849,18091277,51335541,16439227936
118.031025952,99112032,13598660,46734430,12757719894
119.031288875,162324288,17868979,83315482,13193792077
120.031533763,283963823,39788839,117652687,15351355862
121.031804098,148480512,17288424,76903442,10254218405
122.032050986,215697024,20242994,113114448,11705705215
123.032269138,280164173,35852540,128685299,12488644113
124.032510283,264797400,31570578,127953624,13280654884
125.032715487,228455744,31136187,99470990,11944821615
126.032918017,187440201,23475413,89241508,10972345851
127.033215566,57358562,7112369,26259249,6036347585
128.033417862,48516862,6540407,20955330,5910085255
129.033720271,50387207,7388129,20337487,6070042122
130.033985627,74898920,9134440,34592957,5880182023
131.034231585,281666960,43805315,107771401,12047229168
132.034511211,355674026,47204822,148200816,13261431584
133.034724043,514558647,63587632,232686139,16697291464
134.034942438,750801972,88401152,318665299,20303172012
135.035166929,604828714,78582182,253677521,20620280740
136.035384065,616044364,84495489,252182219,20796125138
137.035662001,450107993,56694250,203111941,16945382744
138.03594899,399644883,49643641,180293205,14145837001
139.036192607,651409844,86683493,269025051,19596130102
140.036426541,636543887,81307505,274980559,19566128083
141.036649649,578856107,68984789,257999680,19350322725
142.036868966,592465169,76502535,240453049,19591056812
143.037089778,473347001,63082567,209285450,16536315309
144.037317172,462910274,63401112,201146958,16739478437
145.037546511,473681714,61937648,207513917,15928805723
146.037761836,476471397,59251196,217118496,16819667156
147.037988176,536611331,68351679,237274705,17960779021
148.038219665,642972479,78442927,278745414,19811889053
149.038432388,642484917,85398906,272080148,20176764494
150.03864993,546989873,67493972,238671856,18375919286
151.038922675,500957947,66897325,209135635,18281485474
152.039155644,479230046,58447122,218565013,17129462449
153.039398655,640706951,82257755,266874931,19268496988
154.039614771,583197778,76686398,250167212,18805492893
155.03983187,591376512,71631354,255367292,19208541386
156.040058606,584003510,73805930,247293265,19434209720
157.040285203,376712686,52800640,159396940,13551839945
158.040675885,229543871,35051950,90827355,9382908656
159.041176144,75201210,13409192,26431307,2686520162
160.041655182,3173665,224970,1626954,92488164
161.042043472,40519389,3348008,20941079,1038069024
162.042891699,11363636,1269228,5415265,410119098
163.043966201,558249,35475,132942,10351164
164.044952309,516798,31214,112449,9278063
165.04590024,2664773,423847,1069611,123366625
166.04624417,57936272,5315150,31280659,2272685613
167.046559967,201703498,26262706,87829701,6018094850
168.046880419,92166996,8997641,48142238,3933046944
169.047123412,131112778,12948321,69636631,5085535389
170.04804051,13645099,1173509,7415190,661098161
171.04838184,13196045,1446020,6358696,646283661
172.048651228,179524570,19920712,87032450,5854087926
173.048862836,174346554,25214020,79902024,6688577975
174.049273784,110098334,10421710,61100774,3827275616
175.049921676,4248142,479468,2085256,145113045
176.050898517,3096903,207535,1676973,84206490
177.051176254,13514145,1316390,7263598,610499641
178.05144229,193812297,23771384,91531184,6391185281
179.051705446,160920404,20753424,78572317,5951440270
180.05199931,99939106,13748313,42242041,4679639049
181.052867002,48800704,8866725,19989946,1612981739
182.053185952,16376094,1029500,9572549,336843651
182.325064799,14802928,1055021,8625747,338518820
