time,r01c2,FP Instructions,SSE Instructions,instructions
122.037534652,8867091529,5445361,3408362,7544536783
123.037780464,9520797636,7147832,2486614,7897332421
124.037995851,17065730023,9672031,5861831,14316890315
125.038265909,17747667249,9942236,10902073,15210456770
126.038542601,12348474844,7736814,9794666,10391139866
127.038816741,6824258784,3741068,8286263,5952521902
128.039137115,6558850054,3619924,8175994,5769564485
129.039389541,7166016366,3856233,8565210,6290570913
130.039666512,6814493495,3749078,8534742,5985160437
131.039979591,7046832842,3754100,8544386,6112307165
132.040194255,6087300415,4490585,4417716,5242218767
133.040473245,18831169420,17369931,6144267,15727955020
134.040705653,13528180130,7096861,4454347,11145509470
135.040935436,20661263164,10518763,6493575,17295150004
136.041163246,24302108029,13136617,8531804,20085302570
137.041380289,24488752884,15868259,8437792,20344927574
138.041607409,23264525529,14383912,7428002,19504284689
139.041830775,21259991614,14900209,7141715,17956723486
140.042052598,22115428379,13878412,6378390,18394975100
141.042304913,22802372989,13568954,7991452,19122938410
142.042526677,22713069730,13874133,7736760,19170629295
143.042758187,23830018557,14870185,7984861,19886910449
144.042983452,21987271401,13581403,7550854,18352590962
145.043197135,20275240978,13801460,6001203,16811029061
146.043405114,22749451997,12268245,7295192,18877466606
147.043632614,22654562664,12752229,8134310,18811934937
148.043858754,21235761881,13815856,6844519,17801417518
149.044089005,23442563319,14318234,7362776,19285356925
150.044311234,23486477199,14445225,7691504,19343206639
151.044552386,21999710924,12844875,7177416,18345735567
152.044785145,22616047277,13847624,7218940,18724118488
153.045016123,21759623037,13520173,7443664,18120085972
154.045231932,22001742117,13843227,7270661,18148039952
155.04545681,22102014378,13743436,7495181,18447631156
156.045667194,22282740953,13882113,7093618,18562785151
157.045889715,22169517335,13736364,6806319,18246331038
158.049292089,19591298810,12859734,6398840,16642040898
159.049542027,14810808753,11617085,4923138,12382652192
160.049932339,6283340857,5832861,2514024,5323198912
161.050290134,170175797,183027,31782,121335141
162.050665584,461049445,356354,152630,371312032
163.051854934,1576758852,1048315,414150,1251957966
164.052848477,61727028,50720,2646,30381649
165.053724536,47493439,39622,509,19871907
166.054651007,40740992,43539,764,15997167
167.055683281,761518993,575424,62304,555328979
168.055952992,4973876660,2676039,1401888,4132576210
169.05624455,7301803012,4334776,3048356,6244990026
170.056561584,5967444805,3920612,1906444,4979708269
171.057039338,3402535075,2475686,945020,2861599509
172.057756663,224936030,246157,53330,177562027
173.058048569,3414538262,2443456,821729,2836839380
174.058297542,8852827266,4184108,3040555,7412830216
175.058614504,6228731112,5670957,2114070,5208881137
176.059736483,1853012039,2155120,391666,1436431464
177.060785999,247475651,176524,84701,191176135
178.061831434,121938199,145288,21033,83872932
179.062097626,3463233830,2046195,861952,2854045286
180.06236518,9408480571,4842824,3702322,8042836008
181.062678079,5492624125,6363040,1449856,4569513940
182.063118934,4426179419,3763780,1767129,3713388959
183.063393719,196970787,178026,36120,146378287
183.417728174,683943827,441562,104533,556980784
