time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
49.295973676,14381304,8091945835,2467671,12281949231
50.296243401,14482682,8204758365,2576482,11943252853
51.296686223,10982560,2259505361,1971138,1040840005
52.296937697,5296908,1045476786,756376,515538146
53.297790387,11466119,2167554285,867721,1349025237
54.298844301,551050,145635046,157919,29830844
55.299799912,359518,97633300,77075,9995872
56.300269363,444562,115413506,112556,20906360
57.300766467,1254711,268433796,382742,105112375
58.301108778,21995182,5568993278,2062545,3695723850
59.301394691,46465894,9092838790,2040641,6758096762
60.301646744,31012161,7998242930,2113378,4804631740
61.302099228,23676399,5068405700,1524319,3374429201
62.302787739,4244469,921547814,632456,575199933
63.303028576,67101965,12435523617,6233631,9660933589
64.303245887,191850016,24810129042,25263647,19977052406
65.303466227,203109455,24854973307,49104881,21209909231
66.303674622,207410848,24737141674,38536144,21511153416
67.305924208,132564102,23817600021,23085709,18104252189
68.306142944,149932891,26022674472,45797627,15852411516
69.306364249,242624477,24774598588,9465082,18956926631
70.306593175,96406274,21775315339,12638625,27148877003
71.306821758,60017167,21794422479,10302285,32505333322
72.307050981,44928623,20792412703,7596013,30746426867
73.307279448,56045781,21609023208,8395364,31472409492
74.307509826,41355092,20946803774,7243137,32425245495
75.307746239,47502821,19917228887,17972320,32997898697
76.307969597,46146804,22229043394,17557726,35982786315
77.308333563,31214386,15478368862,9061854,20001617508
78.308550102,61489727,12358202028,5853729,9282317820
79.308778724,192228096,24392530303,27723203,19911637448
80.308999296,204651292,25030005552,43143198,21077705414
81.309239229,190146127,24506924452,35368852,21204112687
82.309467527,150470789,24815613455,34092819,18480350283
83.309665377,155571868,25113420660,28251701,16165021111
84.309880806,210451485,24545517231,17982250,20636022943
85.310103698,105054116,21891183877,11814115,25487252383
86.310329855,54293823,20880545089,7920827,29714468834
87.310585658,46304775,18952930814,7258619,27047752643
88.310810698,55492372,21423237460,8221673,30891429574
89.311036864,46999281,21830619751,8034164,33131709282
90.311248754,49876341,22052214552,16030621,36509425791
91.311482132,49162268,20836084569,15948312,32310273075
92.311802155,39424871,16834213782,9563798,20755546193
93.312033925,85878644,18472919789,9856473,15843899286
94.312237711,186243541,24480826454,28866526,19705735955
95.312457791,175988167,24199285499,34572516,19936508289
96.312756152,95719087,16133635271,16800717,12174250093
98.12452042,150527795,24044680594,40766285,17047629465
99.124753015,151118741,24233624829,16326408,16608519385
100.124999046,127683859,20525633957,19424492,18354522846
101.125200899,83350551,17313470121,7887394,19560111661
102.125459063,36353491,13973102540,5517732,18828939149
103.125703837,37485629,16380879501,5803407,23549244022
104.125935329,33139950,15913365487,5864602,23229775754
105.126174939,36287365,16611047418,9078229,25733363840
106.126395073,32464322,16473886411,9080500,24944003307
107.126644425,22358956,10173018001,6030056,13672448076
108.126906497,75181653,18327838879,11375014,15481920299
109.127136109,130508989,20624984488,27011507,15322237269
110.127362067,129761531,23038151774,21426099,16869486784
111.127607046,140386175,21852578344,31218815,15974970318
112.127831934,134014294,23196124843,17165717,16143208514
113.128055349,78679712,18979067833,10774624,16852356347
114.128278033,34831969,14265713725,5064383,17972027920
115.128511677,25788615,12859297287,4548653,17422645795
116.128763943,27368172,12802716023,4529593,17476494291
117.128993746,25518174,12938302041,5123147,18536979423
118.129239109,24814841,12811454414,6843341,19683455707
119.129482392,35155609,12654251106,15086286,15377937031
120.129728652,38659328,10910681876,4117789,9457668281
121.129972161,81705852,16012414517,13496088,11158140383
122.130245427,108273751,19676568132,19603694,13756065810
123.130479111,106471474,20666647697,15254403,13843100267
124.130785663,87313742,17446737014,15536254,13420239690
125.131048856,75407811,18149232447,12967228,15224598714
126.131341987,58176118,14891702540,4953594,16576709213
127.131640717,31064690,13291553059,5797320,18057872754
128.131919927,27847623,13516902655,4831888,18114575971
129.132137931,23821183,12054464014,5020039,18627625717
130.132454043,25161714,11943785916,5445799,18138265983
131.132708955,24575946,9590406869,6841161,13841925605
132.132941448,47152427,17008458620,5977342,19043263250
133.133178965,68417589,21245030126,10612910,27145264794
134.133414668,61104104,18851016473,11493774,19094934515
135.133649385,111192406,20246993604,20671394,13829692551
136.133885285,109726018,20017127900,13196100,15760572872
137.134173043,64799122,16474327179,15186627,13683421880
138.134442729,69771548,16322857872,12186395,14032906484
139.134701888,54500292,15874261748,5142128,16882753176
140.134911339,32826660,13039306352,5147233,17864262277
141.135138011,26244214,12468032979,5242755,18457593438
142.135344774,24309479,12974563610,5102709,18492263467
143.135582419,24522212,10084050728,4497512,14021399859
144.135859928,19782494,9186722203,4400548,13819381679
145.136078051,37460552,12276580178,4848742,12310378243
146.136389931,60879315,12596613974,9565988,9145110028
147.13666467,53160315,12553557237,12978187,7728357891
148.136881245,109776685,19818338245,14275521,13554323743
149.137100373,101374434,19244972101,13755570,16347060712
150.137342568,72772457,17566472887,15660906,14596967759
151.137589388,70916239,16641500279,12230101,14271488068
152.137819704,55922360,16064070742,5030890,16949071479
153.138090244,34477334,13697998680,5687541,19012639259
154.138344184,23571343,12559524803,5030836,18200179894
155.138650183,24422347,11548665633,4578378,15631699496
156.138906996,19655863,9472828790,4389387,12954502630
157.139149337,37949256,13266322975,6856526,16456569836
158.139447624,65986146,16156948285,10823278,16183368455
159.139781058,35478765,8868208265,8089440,6554456430
160.139997023,54114597,12177436935,9076129,7157724115
161.140221511,82810950,17049242472,10109279,14138066600
162.140463804,62198850,16187700228,10139504,13618197726
163.140671297,92021361,18288623745,16882117,15469179509
164.140924375,69406891,17665087130,9991376,15312221700
165.141169707,33834277,15312676486,10725711,14854691149
166.14141921,11824245,12357878132,3062000,15411028991
167.141706423,14572780,9831947491,3273294,11005451430
168.142024339,10138986,5750258343,1817996,5547584987
169.142380056,57403712,10465347097,22143468,8595102967
170.14269591,76772934,14336707568,19592308,12524766531
171.142914862,60392040,13100310686,16734623,11081993639
172.143196077,32581792,11291275679,14036153,11542511794
173.143413534,12342801,8095874007,2928238,9491216090
174.143613825,34312656,20504426870,7457718,27200326600
175.143835923,114100618,23937024572,20200155,18204544585
176.144050669,183125266,24363022993,16423691,20522186707
177.144354362,102625857,22925175992,12555368,24487004469
178.144575999,69615046,21699422411,17194420,24081363550
179.144818439,48981945,21563568970,10432038,26232281318
180.14502616,27710505,18293558449,4234314,24276618995
181.145246085,24857256,19914575681,4387935,27536371991
182.14546862,33873548,17446296490,9565862,25428145269
183.14567854,66437044,21896219197,20559565,28919809686
184.145922859,61748411,20842405788,12524962,28274167204
185.146154985,149683379,23190150061,18578204,23750578605
186.146369631,81703812,18438558755,8394378,16310281067
187.146576899,117063721,20130343470,15031910,18487842438
188.146798161,73589998,17739223324,18617244,14520181110
189.147055115,25500253,13191017792,7476916,15623048388
190.147315,9432429,12166723223,1780090,16201396895
191.147590324,7467785,9789876056,1364595,14290809932
192.14786034,84126802,18214617644,17473712,16425236572
193.148117148,100539782,19350206258,10764246,13749489388
194.148377806,58941050,17266845980,7003291,16896573203
195.148620509,48507017,15982820128,17567355,16308985992
196.148865477,14080310,11977623091,2862207,16999881216
197.149110165,13744879,11750869509,2509010,16994884486
198.149333522,19225134,11836645860,3449829,17525106978
199.149613367,40137559,14098444912,6245145,15796346455
200.150086719,63435714,12045600144,7837637,10257513847
201.150520194,1513495,324898076,294801,155540550
202.150903167,10900487,1667274814,1763947,820576956
203.151797778,388413,104059447,118412,11625118
204.152791737,364848,98946526,76716,9772181
205.153869214,518784,133930771,111793,27393308
206.154766608,1198712,264513762,396666,106899623
207.155077858,10009691,2532320400,1743393,1616276753
208.155401332,37148505,8609611785,1371114,6075271035
209.155722219,38042369,7108005588,1947690,5136089584
210.155924485,35940266,8432618250,2922852,5678340345
211.157007223,2892777,725427658,505749,469305983
212.157258774,4366914,846726727,805826,495599970
213.157541914,23425067,6342013636,849041,4218127699
214.157826913,58239206,8203618914,3459219,7080822387
215.158148796,29203698,6496239185,2688934,4366735710
216.158393841,33278759,8894673972,1295621,6216444679
217.158865567,10685868,3810745584,1176335,3298774441
218.159916469,1144999,254399983,282038,95766131
219.160213952,4091743,1165247421,941558,686406825
220.160449039,42064864,8932910994,1972632,6345522547
221.160751052,38204459,10054591556,3331338,6344668245
222.160982128,29755179,7553513938,2452696,4937268245
223.161343667,45388024,9268180992,2581278,6929619138
224.161894378,3097353,659366194,592678,229952118
225.162321754,11216504,1894747058,1355241,992518020
226.16297072,543138,140075313,152715,27731243
227.163866892,694247,123065973,335301,14986107
228.164782962,348023,93116649,83232,9007394
229.16584179,520418,133875302,108718,27301154
230.166286434,1634757,333741320,536606,126341168
231.166594801,22271807,5763573439,1589357,3852084378
232.166965301,46594138,8949533408,2135371,6649953197
233.167275141,36039955,6960848361,2241244,4972362471
234.167642779,18540768,4105216121,1442905,2916505766
235.168812559,3104143,567809838,614736,335629740
236.16911056,15479648,4116035857,1105390,2718320658
237.169355442,56078775,10274577750,3517971,7535581660
238.169649634,30161950,7565339231,3012351,5243417093
239.169965084,31660936,8314444610,1188507,5572417316
240.170401095,10338298,3674302290,1100255,3201409484
241.170900654,2577122,643782753,806346,346739005
242.171972606,1176346,262159556,272425,107488579
243.172299875,13015581,3800179199,784211,2501893534
244.172592142,55981861,10936479408,3462527,7912703909
245.172907231,23213508,7276917050,2335749,4783592284
246.173269909,38503335,7657650738,4158963,5568735750
247.174136297,1973332,442783385,476001,165920773
248.174437235,4486113,865542266,590593,367802479
248.384114151,4061510,715845257,467468,380016121
