time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
242.993215753,2722853,182401,1475580,5712336,16769670331
243.993531479,2321259,109451,1450702,5576229,16834950452
244.993843939,2585281,117091,1422762,5528969,16815344243
245.994246908,3267890,200659,1145140,4312851,12859209661
246.994650746,1457115,89882,700384,2405924,6052516991
247.995058457,1379419,105130,688768,2572539,6120296083
248.995575982,5996515,765710,898949,1933333,5925648472
249.99673434,238445,90674,32861,84853,229753256
250.9970208,1644585,415682,186167,689619,1165590548
251.99774118,324277,100883,35565,208034,423643945
252.998688953,89809,31835,23247,9124,21994426
253.999610544,60841,28699,11591,7093,9437052
255.000702859,315911,59438,71520,44291,104414928
256.001054813,2572032,577452,425450,869047,2674834719
257.001332599,5498674,971445,617305,2708018,6673681826
258.001673769,4078279,1079626,401491,1519418,4841597078
259.002063163,4240745,948008,404176,2153285,4518724325
260.002673108,481597,151705,51697,128131,448879650
261.003026098,968069,305514,111666,445193,1130058585
262.003300564,5711869,968130,539963,2706410,6546066017
263.003573408,4738811,1028013,465812,2606632,5813468127
264.003946074,2939774,827340,305823,1205678,3125430409
265.004797518,139751,51536,20429,28424,74464583
266.005792412,160069,52072,24235,29567,81767155
267.006104746,939293,304137,114594,624417,1397358023
268.006442157,5687977,1167563,650490,3099858,6370918119
269.006779375,4117579,1081596,473718,2391231,4964189795
270.007063861,5002008,1130198,477911,1650643,5118180020
271.007834694,421764,94946,86316,75890,166369698
272.008144729,995047,245749,124639,325324,524266648
272.088560203,289703,35341,59066,37585,158585873
