time,LLC-store-misses,LLC-stores,instructions
219.064782799,2761342,7227860,3087736567
220.065022576,3887173,12723657,8053701442
221.065294802,1956759,8382613,4973281198
222.065574851,1587463,11807500,6926583971
223.065957056,856894,3358034,2159850483
224.066264443,186616,502679,167550887
225.067364011,936283,4143470,854598365
226.068374396,185159,241273,27840783
227.069327337,105474,141451,10059925
228.070439938,94171,133589,9254551
229.071414088,258415,416907,112892222
230.071673612,1848066,4860888,1848457637
231.071915719,2508447,9882597,6314647838
232.072121482,4799009,12277643,4759755731
233.072468176,1575260,8191221,5336135344
234.073502781,350106,1035792,512672950
235.073767427,848313,2555569,1110279138
236.074015221,2882725,10624920,5917749672
237.074268586,2878869,11331498,5545296548
238.07451916,2970903,11530748,4465064284
239.074818677,537156,6075799,6239435590
240.075198279,935411,2605771,1613672675
241.075591574,241855,396274,110034424
242.075833651,666305,1954085,820159349
243.07613778,2819889,10279040,5912615881
244.076426379,2670113,10913308,5269042682
245.076679353,1321689,7886647,4680860370
246.077061875,1528079,6449134,3859640061
247.077607437,269898,540805,167855416
247.599022352,483092,2148197,657280439
